Name;Group3_Infiltration_Grass;
Description;;
Measure-Intervall;00:00:01;
;;

Time SN:46133 (S30X):P1;SN:46133 (S30X):P1 bar;Time SN:46133 (S30X):TOB1;SN:46133 (S30X):TOB1 °C;Time SN:46121 (S30X):P1;SN:46121 (S30X):P1 bar;Time SN:46121 (S30X):TOB1;SN:46121 (S30X):TOB1 °C;
05.06.2019 14:28:45.293;0.0216344;05.06.2019 14:28:45.332;16.7617188;05.06.2019 14:28:45.347;0.0193304;05.06.2019 14:28:45.364;17.6855469;
05.06.2019 14:28:46.299;0.0217844;05.06.2019 14:28:46.325;16.7619019;05.06.2019 14:28:46.341;0.0193108;05.06.2019 14:28:46.356;17.6554565;
05.06.2019 14:28:47.299;0.0219194;05.06.2019 14:28:47.317;16.7619019;05.06.2019 14:28:47.335;0.0192963;05.06.2019 14:28:47.349;17.6554565;
05.06.2019 14:28:48.299;0.0219487;05.06.2019 14:28:48.327;16.75177;05.06.2019 14:28:48.342;0.0192954;05.06.2019 14:28:48.358;17.635437;
05.06.2019 14:28:49.299;0.0219425;05.06.2019 14:28:49.320;16.75177;05.06.2019 14:28:49.338;0.0192769;05.06.2019 14:28:49.353;17.635437;
05.06.2019 14:28:50.299;0.0219586;05.06.2019 14:28:50.328;16.7316284;05.06.2019 14:28:50.345;0.0192634;05.06.2019 14:28:50.361;17.6153564;
05.06.2019 14:28:51.299;0.0219504;05.06.2019 14:28:51.324;16.7316284;05.06.2019 14:28:51.340;0.0192581;05.06.2019 14:28:51.354;17.6153564;
05.06.2019 14:28:52.299;0.0219551;05.06.2019 14:28:52.316;16.7214355;05.06.2019 14:28:52.333;0.0192453;05.06.2019 14:28:52.351;17.5953369;
05.06.2019 14:28:53.289;0.0219385;05.06.2019 14:28:53.309;16.7214355;05.06.2019 14:28:53.325;0.0192348;05.06.2019 14:28:53.342;17.5953369;
05.06.2019 14:28:54.289;0.0219522;05.06.2019 14:28:54.318;16.7113647;05.06.2019 14:28:54.336;0.0192266;05.06.2019 14:28:54.356;17.5852661;
05.06.2019 14:28:55.289;0.021936;05.06.2019 14:28:55.311;16.7113647;05.06.2019 14:28:55.330;0.0192166;05.06.2019 14:28:55.346;17.5852661;
05.06.2019 14:28:56.289;0.021944;05.06.2019 14:28:56.305;16.6911011;05.06.2019 14:28:56.322;0.0173508;05.06.2019 14:28:56.338;17.5652466;
05.06.2019 14:28:57.289;0.021939;05.06.2019 14:28:57.314;16.6911011;05.06.2019 14:28:57.332;0.0041035;05.06.2019 14:28:57.348;17.5652466;
05.06.2019 14:28:58.290;0.0219192;05.06.2019 14:28:58.307;16.6810303;05.06.2019 14:28:58.324;0.0014633;05.06.2019 14:28:58.341;17.5546875;
05.06.2019 14:28:59.290;0.0219214;05.06.2019 14:28:59.317;16.6810303;05.06.2019 14:28:59.334;0.0009475;05.06.2019 14:28:59.350;17.5546875;
05.06.2019 14:29:00.280;0.0219335;05.06.2019 14:29:00.309;16.6708374;05.06.2019 14:29:00.328;0.0008454;05.06.2019 14:29:00.343;17.5447388;
05.06.2019 14:29:01.280;0.0219345;05.06.2019 14:29:01.303;16.6708374;05.06.2019 14:29:01.319;0.0008486;05.06.2019 14:29:01.336;17.5447388;
05.06.2019 14:29:02.280;0.0219318;05.06.2019 14:29:02.296;16.6607666;05.06.2019 14:29:02.312;0.000841;05.06.2019 14:29:02.330;17.534668;
05.06.2019 14:29:03.280;0.0219402;05.06.2019 14:29:03.306;16.6607666;05.06.2019 14:29:03.323;0.0083642;05.06.2019 14:29:03.339;17.534668;
05.06.2019 14:29:04.280;0.021945;05.06.2019 14:29:04.299;16.640564;05.06.2019 14:29:04.315;0.0171847;05.06.2019 14:29:04.332;17.5351562;
05.06.2019 14:29:05.270;0.021929;05.06.2019 14:29:05.292;16.640564;05.06.2019 14:29:05.308;0.0190119;05.06.2019 14:29:05.326;17.5351562;
05.06.2019 14:29:06.270;0.0219197;05.06.2019 14:29:06.286;16.6203003;05.06.2019 14:29:06.301;0.019311;05.06.2019 14:29:06.317;17.5452271;
05.06.2019 14:29:07.270;0.0219284;05.06.2019 14:29:07.294;16.6203003;05.06.2019 14:29:07.312;0.019315;05.06.2019 14:29:07.328;17.5452271;
05.06.2019 14:29:08.265;0.0219063;05.06.2019 14:29:08.288;16.6101685;05.06.2019 14:29:08.304;0.0192749;05.06.2019 14:29:08.320;17.5552368;
05.06.2019 14:29:09.265;0.0219143;05.06.2019 14:29:09.281;16.6101685;05.06.2019 14:29:09.297;0.019255;05.06.2019 14:29:09.313;17.5552368;
05.06.2019 14:29:10.265;0.0219226;05.06.2019 14:29:10.290;16.6101685;05.06.2019 14:29:10.307;0.0192224;05.06.2019 14:29:10.322;17.5452271;
05.06.2019 14:29:11.265;0.021925;05.06.2019 14:29:11.283;16.6101685;05.06.2019 14:29:11.299;0.0192112;05.06.2019 14:29:11.315;17.5452271;
05.06.2019 14:29:12.265;0.0219041;05.06.2019 14:29:12.292;16.5899658;05.06.2019 14:29:12.308;0.0192017;05.06.2019 14:29:12.324;17.5452271;
05.06.2019 14:29:13.265;0.0219019;05.06.2019 14:29:13.285;16.5899658;05.06.2019 14:29:13.301;0.0192075;05.06.2019 14:29:13.317;17.5452271;
05.06.2019 14:29:14.265;0.0215339;05.06.2019 14:29:14.294;16.579834;05.06.2019 14:29:14.310;0.0192135;05.06.2019 14:29:14.330;17.5351562;
05.06.2019 14:29:15.255;0.0128394;05.06.2019 14:29:15.272;16.579834;05.06.2019 14:29:15.287;0.0192278;05.06.2019 14:29:15.304;17.5351562;
05.06.2019 14:29:16.255;0.0124708;05.06.2019 14:29:16.281;16.5491943;05.06.2019 14:29:16.297;0.0192214;05.06.2019 14:29:16.313;17.5251465;
05.06.2019 14:29:17.255;0.0195832;05.06.2019 14:29:17.274;16.5491943;05.06.2019 14:29:17.290;0.0192263;05.06.2019 14:29:17.306;17.5251465;
05.06.2019 14:29:18.255;0.0050199;05.06.2019 14:29:18.283;16.5490723;05.06.2019 14:29:18.300;0.019222;05.06.2019 14:29:18.316;17.5251465;
05.06.2019 14:29:19.255;0.0209184;05.06.2019 14:29:19.277;16.5490723;05.06.2019 14:29:19.293;0.0192165;05.06.2019 14:29:19.309;17.5251465;
05.06.2019 14:29:20.255;0.020929;05.06.2019 14:29:20.270;16.5189819;05.06.2019 14:29:20.286;0.0192283;05.06.2019 14:29:20.302;17.5150757;
05.06.2019 14:29:21.255;0.0209461;05.06.2019 14:29:21.280;16.5189819;05.06.2019 14:29:21.296;0.019267;05.06.2019 14:29:21.312;17.5150757;
