Name;Group4_infiltration_grass;
Description;;
Measure-Intervall;00:00:01;
;;

Time SN:46121 (S30X):P1;SN:46121 (S30X):P1 bar;Time SN:46121 (S30X):TOB1;SN:46121 (S30X):TOB1 Â°C;Time SN:46133 (S30X):P1;SN:46133 (S30X):P1 bar;Time SN:46133 (S30X):TOB1;SN:46133 (S30X):TOB1 Â°C;
05.06.2019 16:03:27.527;-0.0091833;05.06.2019 16:03:27.553;32.8944702;05.06.2019 16:03:27.571;-0.0103703;05.06.2019 16:03:27.600;32.9935913;
05.06.2019 16:03:28.531;-0.0091787;05.06.2019 16:03:28.560;32.885498;05.06.2019 16:03:28.578;-0.0103887;05.06.2019 16:03:28.602;33.0204468;
05.06.2019 16:03:29.531;-0.0091639;05.06.2019 16:03:29.552;32.885498;05.06.2019 16:03:29.568;-0.0104044;05.06.2019 16:03:29.584;33.0204468;
05.06.2019 16:03:30.522;-0.0091612;05.06.2019 16:03:30.543;32.8764648;05.06.2019 16:03:30.559;-0.0104161;05.06.2019 16:03:30.576;33.0384521;
05.06.2019 16:03:31.512;-0.0091538;05.06.2019 16:03:31.535;32.8764648;05.06.2019 16:03:31.550;-0.0104117;05.06.2019 16:03:31.566;33.0384521;
05.06.2019 16:03:32.512;-0.0091464;05.06.2019 16:03:32.526;32.8675537;05.06.2019 16:03:32.542;-0.0104189;05.06.2019 16:03:32.558;33.0563354;
05.06.2019 16:03:33.512;-0.0091416;05.06.2019 16:03:33.533;32.8675537;05.06.2019 16:03:33.549;-0.0104257;05.06.2019 16:03:33.565;33.0563354;
05.06.2019 16:03:34.502;-0.0091404;05.06.2019 16:03:34.525;32.8585815;05.06.2019 16:03:34.542;-0.0104293;05.06.2019 16:03:34.557;33.0742798;
05.06.2019 16:03:35.502;-0.0091338;05.06.2019 16:03:35.517;32.8585815;05.06.2019 16:03:35.532;-0.0104367;05.06.2019 16:03:35.548;33.0742798;
05.06.2019 16:03:36.502;-0.0091201;05.06.2019 16:03:36.523;32.8405762;05.06.2019 16:03:36.539;-0.0104591;05.06.2019 16:03:36.555;33.1011963;
05.06.2019 16:03:37.492;-0.0091098;05.06.2019 16:03:37.514;32.8405762;05.06.2019 16:03:37.530;-0.0104626;05.06.2019 16:03:37.546;33.1011963;
05.06.2019 16:03:38.492;-0.0091063;05.06.2019 16:03:38.506;32.831604;05.06.2019 16:03:38.522;-0.0104727;05.06.2019 16:03:38.538;33.1191406;
05.06.2019 16:03:39.492;-0.0090976;05.06.2019 16:03:39.513;32.831604;05.06.2019 16:03:39.529;-0.010474;05.06.2019 16:03:39.545;33.1191406;
05.06.2019 16:03:40.482;-0.0090951;05.06.2019 16:03:40.505;32.831604;05.06.2019 16:03:40.521;-0.0104848;05.06.2019 16:03:40.537;33.1460571;
05.06.2019 16:03:41.482;-0.0090902;05.06.2019 16:03:41.497;32.831604;05.06.2019 16:03:41.513;-0.0104814;05.06.2019 16:03:41.528;33.1460571;
05.06.2019 16:03:42.482;-0.009082;05.06.2019 16:03:42.504;32.8137207;05.06.2019 16:03:42.520;-0.0104941;05.06.2019 16:03:42.536;33.1549683;
05.06.2019 16:03:43.482;-0.0090826;05.06.2019 16:03:43.511;32.8137207;05.06.2019 16:03:43.527;-0.010517;05.06.2019 16:03:43.543;33.1549683;
05.06.2019 16:03:44.481;-0.0090829;05.06.2019 16:03:44.503;32.8137207;05.06.2019 16:03:44.519;-0.0105101;05.06.2019 16:03:44.535;33.1819458;
05.06.2019 16:03:45.471;-0.0090798;05.06.2019 16:03:45.494;32.8137207;05.06.2019 16:03:45.510;-0.0105265;05.06.2019 16:03:45.526;33.1819458;
05.06.2019 16:03:46.471;-0.0090785;05.06.2019 16:03:46.501;32.8046875;05.06.2019 16:03:46.518;-0.0105414;05.06.2019 16:03:46.534;33.1998291;
05.06.2019 16:03:47.471;-0.0090776;05.06.2019 16:03:47.493;32.8046875;05.06.2019 16:03:47.509;-0.0105608;05.06.2019 16:03:47.525;33.1998291;
05.06.2019 16:03:48.461;-0.009073;05.06.2019 16:03:48.485;32.7867432;05.06.2019 16:03:48.501;-0.0105628;05.06.2019 16:03:48.517;33.2266846;
05.06.2019 16:03:49.461;-0.0090653;05.06.2019 16:03:49.476;32.7867432;05.06.2019 16:03:49.492;-0.0105594;05.06.2019 16:03:49.508;33.2266846;
05.06.2019 16:03:50.466;-0.0090625;05.06.2019 16:03:50.484;32.7867432;05.06.2019 16:03:50.499;-0.0105847;05.06.2019 16:03:50.516;33.2536011;
05.06.2019 16:03:51.466;-0.0090665;05.06.2019 16:03:51.491;32.7867432;05.06.2019 16:03:51.507;-0.0105835;05.06.2019 16:03:51.523;33.2536011;
05.06.2019 16:03:52.466;-0.0090674;05.06.2019 16:03:52.483;32.777771;05.06.2019 16:03:52.499;-0.0105914;05.06.2019 16:03:52.515;33.2714844;
05.06.2019 16:03:53.466;-0.0090863;05.06.2019 16:03:53.490;32.777771;05.06.2019 16:03:53.506;-0.0106001;05.06.2019 16:03:53.522;33.2714844;
05.06.2019 16:03:54.466;-0.00909;05.06.2019 16:03:54.481;32.777771;05.06.2019 16:03:54.498;-0.0106185;05.06.2019 16:03:54.513;33.2893677;
05.06.2019 16:03:55.466;-0.0090904;05.06.2019 16:03:55.489;32.777771;05.06.2019 16:03:55.505;-0.0106289;05.06.2019 16:03:55.521;33.2893677;
05.06.2019 16:03:56.466;-0.0091098;05.06.2019 16:03:56.480;32.777771;05.06.2019 16:03:56.496;-0.0106529;05.06.2019 16:03:56.512;33.3162842;
05.06.2019 16:03:57.466;-0.0091102;05.06.2019 16:03:57.488;32.777771;05.06.2019 16:03:57.504;-0.0106418;05.06.2019 16:03:57.520;33.3162842;
05.06.2019 16:03:58.456;-0.0091103;05.06.2019 16:03:58.479;32.7597656;05.06.2019 16:03:58.495;-0.01067;05.06.2019 16:03:58.511;33.3431396;
05.06.2019 16:03:59.456;-0.009107;05.06.2019 16:03:59.471;32.7597656;05.06.2019 16:03:59.487;-0.0106635;05.06.2019 16:03:59.503;33.3431396;
05.06.2019 16:04:00.457;-0.0090994;05.06.2019 16:04:00.479;32.7507935;05.06.2019 16:04:00.494;-0.0106722;05.06.2019 16:04:00.510;33.3610229;
05.06.2019 16:04:01.457;-0.0090784;05.06.2019 16:04:01.485;32.7507935;05.06.2019 16:04:01.502;-0.0106853;05.06.2019 16:04:01.518;33.3610229;
05.06.2019 16:04:02.457;-0.0091191;05.06.2019 16:04:02.477;32.7507935;05.06.2019 16:04:02.493;-0.0101617;05.06.2019 16:04:02.509;33.3878784;
05.06.2019 16:04:03.457;-0.0091106;05.06.2019 16:04:03.485;32.7507935;05.06.2019 16:04:03.501;-0.0058106;05.06.2019 16:04:03.517;33.3878784;
05.06.2019 16:04:04.457;-0.0091291;05.06.2019 16:04:04.476;32.7418213;05.06.2019 16:04:04.492;-0.0071307;05.06.2019 16:04:04.508;33.4058228;
05.06.2019 16:04:05.457;-0.0091061;05.06.2019 16:04:05.484;32.7418213;05.06.2019 16:04:05.500;-0.0073837;05.06.2019 16:04:05.516;33.4058228;
05.06.2019 16:04:06.457;-0.0090822;05.06.2019 16:04:06.475;32.7328491;05.06.2019 16:04:06.491;-0.007469;05.06.2019 16:04:06.507;33.3790283;
05.06.2019 16:04:07.457;-0.0090697;05.06.2019 16:04:07.483;32.7328491;05.06.2019 16:04:07.498;-0.0070424;05.06.2019 16:04:07.514;33.3790283;
05.06.2019 16:04:08.457;-0.0090623;05.06.2019 16:04:08.474;32.7238159;05.06.2019 16:04:08.490;-0.0063811;05.06.2019 16:04:08.506;33.1012573;
05.06.2019 16:04:09.457;-0.0090599;05.06.2019 16:04:09.481;32.7238159;05.06.2019 16:04:09.497;-0.0057815;05.06.2019 16:04:09.513;33.1012573;
05.06.2019 16:04:10.457;-0.0090497;05.06.2019 16:04:10.473;32.7238159;05.06.2019 16:04:10.489;-0.0059557;05.06.2019 16:04:10.505;32.5078735;
05.06.2019 16:04:11.457;-0.0090565;05.06.2019 16:04:11.480;32.7238159;05.06.2019 16:04:11.496;-0.0051453;05.06.2019 16:04:11.512;32.5078735;
05.06.2019 16:04:12.457;-0.0090487;05.06.2019 16:04:12.472;32.7148438;05.06.2019 16:04:12.488;-0.0047694;05.06.2019 16:04:12.504;31.6847534;
05.06.2019 16:04:13.457;-0.0090651;05.06.2019 16:04:13.479;32.7148438;05.06.2019 16:04:13.496;-0.0046252;05.06.2019 16:04:13.511;31.6847534;
05.06.2019 16:04:14.457;-0.0090562;05.06.2019 16:04:14.486;32.7058105;05.06.2019 16:04:14.503;-0.0041082;05.06.2019 16:04:14.519;30.7096558;
05.06.2019 16:04:15.457;-0.0090455;05.06.2019 16:04:15.478;32.7058105;05.06.2019 16:04:15.494;-0.0038805;05.06.2019 16:04:15.510;30.7096558;
05.06.2019 16:04:16.447;-0.0090558;05.06.2019 16:04:16.470;32.6879272;05.06.2019 16:04:16.486;-0.0031573;05.06.2019 16:04:16.502;29.6899414;
05.06.2019 16:04:17.447;-0.0090603;05.06.2019 16:04:17.461;32.6879272;05.06.2019 16:04:17.477;-0.002906;05.06.2019 16:04:17.493;29.6899414;
05.06.2019 16:04:18.447;-0.0090459;05.06.2019 16:04:18.469;32.6879272;05.06.2019 16:04:18.485;-0.0026534;05.06.2019 16:04:18.501;28.708374;
05.06.2019 16:04:19.437;-0.0073887;05.06.2019 16:04:19.460;32.6879272;05.06.2019 16:04:19.476;-0.0024114;05.06.2019 16:04:19.492;28.708374;
05.06.2019 16:04:20.437;-0.0048997;05.06.2019 16:04:20.452;32.678894;05.06.2019 16:04:20.468;-0.002198;05.06.2019 16:04:20.483;27.7941284;
05.06.2019 16:04:21.437;-0.0041811;05.06.2019 16:04:21.459;32.678894;05.06.2019 16:04:21.475;-0.0019781;05.06.2019 16:04:21.491;27.7941284;
05.06.2019 16:04:22.437;-0.0046941;05.06.2019 16:04:22.466;32.6608887;05.06.2019 16:04:22.482;-0.0017563;05.06.2019 16:04:22.498;26.9959106;
05.06.2019 16:04:23.437;-0.0056105;05.06.2019 16:04:23.458;32.6608887;05.06.2019 16:04:23.474;-0.0015669;05.06.2019 16:04:23.490;26.9959106;
05.06.2019 16:04:24.437;-0.006141;05.06.2019 16:04:24.465;32.4899292;05.06.2019 16:04:24.481;-0.0013784;05.06.2019 16:04:24.498;26.2971802;
05.06.2019 16:04:25.437;-0.0063757;05.06.2019 16:04:25.457;32.4899292;05.06.2019 16:04:25.473;-0.0012102;05.06.2019 16:04:25.489;26.2971802;
05.06.2019 16:04:26.437;-0.0064142;05.06.2019 16:04:26.464;31.9665527;05.06.2019 16:04:26.480;-0.0004879;05.06.2019 16:04:26.496;25.6612549;
05.06.2019 16:04:27.437;-0.0062112;05.06.2019 16:04:27.456;31.9665527;05.06.2019 16:04:27.472;-0.0003303;05.06.2019 16:04:27.488;25.6612549;
05.06.2019 16:04:28.437;-0.005962;05.06.2019 16:04:28.463;31.1954956;05.06.2019 16:04:28.481;-0.0001982;05.06.2019 16:04:28.495;25.1466064;
05.06.2019 16:04:29.437;-0.0055311;05.06.2019 16:04:29.455;31.1954956;05.06.2019 16:04:29.471;-6.86E-05;05.06.2019 16:04:29.487;25.1466064;
05.06.2019 16:04:30.437;-0.0046803;05.06.2019 16:04:30.462;30.3096313;05.06.2019 16:04:30.479;4.45E-05;05.06.2019 16:04:30.494;24.6779175;
05.06.2019 16:04:31.437;-0.0039344;05.06.2019 16:04:31.454;30.3096313;05.06.2019 16:04:31.470;0.0001506;05.06.2019 16:04:31.486;24.6779175;
05.06.2019 16:04:32.432;-0.0035376;05.06.2019 16:04:32.461;29.4454956;05.06.2019 16:04:32.477;0.0002809;05.06.2019 16:04:32.494;24.2844849;
05.06.2019 16:04:33.432;-0.0031565;05.06.2019 16:04:33.453;29.4454956;05.06.2019 16:04:33.469;0.0003617;05.06.2019 16:04:33.485;24.2844849;
05.06.2019 16:04:34.432;-0.0028293;05.06.2019 16:04:34.460;28.5939331;05.06.2019 16:04:34.476;0.0004111;05.06.2019 16:04:34.493;23.9284668;
05.06.2019 16:04:35.432;-0.0026184;05.06.2019 16:04:35.452;28.5939331;05.06.2019 16:04:35.468;0.0004586;05.06.2019 16:04:35.483;23.9284668;
05.06.2019 16:04:36.431;-0.0016751;05.06.2019 16:04:36.458;27.7928467;05.06.2019 16:04:36.474;0.0008609;05.06.2019 16:04:36.490;23.619873;
05.06.2019 16:04:37.432;-0.0006902;05.06.2019 16:04:37.450;27.7928467;05.06.2019 16:04:37.466;0.000945;05.06.2019 16:04:37.483;23.619873;
05.06.2019 16:04:38.432;1.68E-05;05.06.2019 16:04:38.457;27.0245361;05.06.2019 16:04:38.473;0.0010006;05.06.2019 16:04:38.489;23.3493042;
05.06.2019 16:04:39.432;0.000658;05.06.2019 16:04:39.449;27.0245361;05.06.2019 16:04:39.465;0.00105;05.06.2019 16:04:39.481;23.3493042;
05.06.2019 16:04:40.431;0.0012851;05.06.2019 16:04:40.457;26.3179321;05.06.2019 16:04:40.473;0.0010862;05.06.2019 16:04:40.488;23.1072998;
05.06.2019 16:04:41.431;0.0019059;05.06.2019 16:04:41.448;26.3179321;05.06.2019 16:04:41.464;0.0011566;05.06.2019 16:04:41.480;23.1072998;
05.06.2019 16:04:42.431;0.0025063;05.06.2019 16:04:42.455;25.6931152;05.06.2019 16:04:42.471;0.0011983;05.06.2019 16:04:42.487;22.8842163;
05.06.2019 16:04:43.431;0.0031038;05.06.2019 16:04:43.447;25.6931152;05.06.2019 16:04:43.463;0.0012486;05.06.2019 16:04:43.479;22.8842163;
05.06.2019 16:04:44.431;0.0035546;05.06.2019 16:04:44.454;25.1320801;05.06.2019 16:04:44.470;0.0012882;05.06.2019 16:04:44.486;22.6802979;
05.06.2019 16:04:45.431;0.0037708;05.06.2019 16:04:45.461;25.1320801;05.06.2019 16:04:45.478;0.0013348;05.06.2019 16:04:45.494;22.6802979;
05.06.2019 16:04:46.431;0.0042243;05.06.2019 16:04:46.453;24.6358032;05.06.2019 16:04:46.469;0.0004334;05.06.2019 16:04:46.485;22.505249;
05.06.2019 16:04:47.421;0.0045531;05.06.2019 16:04:47.444;24.6358032;05.06.2019 16:04:47.461;0.0017251;05.06.2019 16:04:47.476;22.505249;
05.06.2019 16:04:48.421;0.004675;05.06.2019 16:04:48.436;24.1856689;05.06.2019 16:04:48.452;-0.0001553;05.06.2019 16:04:48.468;22.3202515;
05.06.2019 16:04:49.421;0.0047632;05.06.2019 16:04:49.444;24.1856689;05.06.2019 16:04:49.459;-0.000676;05.06.2019 16:04:49.475;22.3202515;
05.06.2019 16:04:50.422;0.0048141;05.06.2019 16:04:50.451;23.7825928;05.06.2019 16:04:50.467;0.0008472;05.06.2019 16:04:50.483;22.1642456;
05.06.2019 16:04:51.422;0.0048496;05.06.2019 16:04:51.443;23.7825928;05.06.2019 16:04:51.458;0.0008584;05.06.2019 16:04:51.474;22.1642456;
05.06.2019 16:04:52.422;0.0048944;05.06.2019 16:04:52.450;23.3973389;05.06.2019 16:04:52.466;0.0011624;05.06.2019 16:04:52.482;21.9984131;
05.06.2019 16:04:53.422;0.0049333;05.06.2019 16:04:53.441;23.3973389;05.06.2019 16:04:53.457;0.0016313;05.06.2019 16:04:53.474;21.9984131;
05.06.2019 16:04:54.422;0.0050097;05.06.2019 16:04:54.449;23.039978;05.06.2019 16:04:54.465;0.0021055;05.06.2019 16:04:54.481;21.7833862;
05.06.2019 16:04:55.422;0.0051178;05.06.2019 16:04:55.440;23.039978;05.06.2019 16:04:55.456;0.0024949;05.06.2019 16:04:55.472;21.7833862;
05.06.2019 16:04:56.422;0.0054386;05.06.2019 16:04:56.448;22.6915894;05.06.2019 16:04:56.464;0.0031168;05.06.2019 16:04:56.480;21.5484619;
05.06.2019 16:04:57.422;0.0056939;05.06.2019 16:04:57.439;22.6915894;05.06.2019 16:04:57.455;0.0035004;05.06.2019 16:04:57.471;21.5484619;
05.06.2019 16:04:58.422;0.0057944;05.06.2019 16:04:58.447;22.3810425;05.06.2019 16:04:58.463;0.0039218;05.06.2019 16:04:58.479;21.2936401;
05.06.2019 16:04:59.422;0.0058717;05.06.2019 16:04:59.438;22.3810425;05.06.2019 16:04:59.454;0.0043479;05.06.2019 16:04:59.470;21.2936401;
05.06.2019 16:05:00.422;0.0059212;05.06.2019 16:05:00.446;22.0796509;05.06.2019 16:05:00.462;0.0047219;05.06.2019 16:05:00.478;21.067749;
05.06.2019 16:05:01.422;0.0059647;05.06.2019 16:05:01.437;22.0796509;05.06.2019 16:05:01.454;0.005021;05.06.2019 16:05:01.469;21.067749;
05.06.2019 16:05:02.422;0.0060072;05.06.2019 16:05:02.445;21.7972412;05.06.2019 16:05:02.461;0.0050989;05.06.2019 16:05:02.477;20.8414917;
05.06.2019 16:05:03.422;0.0060365;05.06.2019 16:05:03.451;21.7972412;05.06.2019 16:05:03.468;0.0052806;05.06.2019 16:05:03.484;20.8414917;
05.06.2019 16:05:04.422;0.0060846;05.06.2019 16:05:04.444;21.5336914;05.06.2019 16:05:04.460;0.0055549;05.06.2019 16:05:04.476;20.6248169;
05.06.2019 16:05:05.412;0.0061448;05.06.2019 16:05:05.435;21.5336914;05.06.2019 16:05:05.451;0.0059564;05.06.2019 16:05:05.467;20.6248169;
05.06.2019 16:05:06.412;0.0063462;05.06.2019 16:05:06.426;21.3088379;05.06.2019 16:05:06.443;0.0065433;05.06.2019 16:05:06.458;20.4276123;
05.06.2019 16:05:07.412;0.0065125;05.06.2019 16:05:07.434;21.3088379;05.06.2019 16:05:07.450;0.0068758;05.06.2019 16:05:07.466;20.4276123;
05.06.2019 16:05:08.412;0.0065606;05.06.2019 16:05:08.441;21.0738525;05.06.2019 16:05:08.457;0.0072024;05.06.2019 16:05:08.473;20.249939;
05.06.2019 16:05:09.412;0.0066041;05.06.2019 16:05:09.433;21.0738525;05.06.2019 16:05:09.449;0.0074218;05.06.2019 16:05:09.465;20.249939;
05.06.2019 16:05:10.412;0.0066345;05.06.2019 16:05:10.440;20.8679199;05.06.2019 16:05:10.456;0.007474;05.06.2019 16:05:10.472;20.0719604;
05.06.2019 16:05:11.412;0.0066749;05.06.2019 16:05:11.432;20.8679199;05.06.2019 16:05:11.448;0.0061951;05.06.2019 16:05:11.464;20.0719604;
05.06.2019 16:05:12.412;0.0067101;05.06.2019 16:05:12.439;20.6813965;05.06.2019 16:05:12.455;0.0070804;05.06.2019 16:05:12.471;19.9135742;
05.06.2019 16:05:13.412;0.0067493;05.06.2019 16:05:13.431;20.6813965;05.06.2019 16:05:13.447;0.0071407;05.06.2019 16:05:13.463;19.9135742;
05.06.2019 16:05:14.412;0.0068341;05.06.2019 16:05:14.438;20.4946289;05.06.2019 16:05:14.454;0.0072283;05.06.2019 16:05:14.470;19.7748413;
05.06.2019 16:05:15.407;0.0072688;05.06.2019 16:05:15.430;20.4946289;05.06.2019 16:05:15.446;0.0085351;05.06.2019 16:05:15.462;19.7748413;
05.06.2019 16:05:16.407;0.0083917;05.06.2019 16:05:16.421;20.3174438;05.06.2019 16:05:16.437;0.0094386;05.06.2019 16:05:16.453;19.6360474;
05.06.2019 16:05:17.407;0.010144;05.06.2019 16:05:17.428;20.3174438;05.06.2019 16:05:17.444;0.0096109;05.06.2019 16:05:17.460;19.6360474;
05.06.2019 16:05:18.397;0.0112386;05.06.2019 16:05:18.420;20.1499023;05.06.2019 16:05:18.436;0.0097118;05.06.2019 16:05:18.452;19.4970703;
05.06.2019 16:05:19.397;0.0119381;05.06.2019 16:05:19.412;20.1499023;05.06.2019 16:05:19.427;0.0099695;05.06.2019 16:05:19.443;19.4970703;
05.06.2019 16:05:20.398;0.0121867;05.06.2019 16:05:20.419;19.9920654;05.06.2019 16:05:20.435;0.0101873;05.06.2019 16:05:20.451;19.3679199;
05.06.2019 16:05:21.388;0.0122206;05.06.2019 16:05:21.410;19.9920654;05.06.2019 16:05:21.428;0.0104034;05.06.2019 16:05:21.442;19.3679199;
05.06.2019 16:05:22.388;0.0122971;05.06.2019 16:05:22.402;19.8242188;05.06.2019 16:05:22.418;0.0104643;05.06.2019 16:05:22.436;19.2386475;
05.06.2019 16:05:23.388;0.0122641;05.06.2019 16:05:23.409;19.8242188;05.06.2019 16:05:23.427;0.0095758;05.06.2019 16:05:23.441;19.2386475;
05.06.2019 16:05:24.378;0.0122801;05.06.2019 16:05:24.401;19.6166382;05.06.2019 16:05:24.417;0.0057939;05.06.2019 16:05:24.434;19.0993042;
05.06.2019 16:05:25.378;0.0122528;05.06.2019 16:05:25.392;19.6166382;05.06.2019 16:05:25.408;0.0057422;05.06.2019 16:05:25.426;19.0993042;
05.06.2019 16:05:26.378;0.0123357;05.06.2019 16:05:26.399;19.4285278;05.06.2019 16:05:26.415;0.0112855;05.06.2019 16:05:26.432;18.9797363;
05.06.2019 16:05:27.378;0.0124757;05.06.2019 16:05:27.406;19.4285278;05.06.2019 16:05:27.425;0.0119832;05.06.2019 16:05:27.441;18.9797363;
05.06.2019 16:05:28.378;0.0125287;05.06.2019 16:05:28.399;19.2203979;05.06.2019 16:05:28.415;0.0123092;05.06.2019 16:05:28.432;18.8601685;
05.06.2019 16:05:29.378;0.0125383;05.06.2019 16:05:29.406;19.2203979;05.06.2019 16:05:29.422;0.0123771;05.06.2019 16:05:29.451;18.8601685;
05.06.2019 16:05:30.378;0.012528;05.06.2019 16:05:30.397;19.0317993;05.06.2019 16:05:30.413;0.0123986;05.06.2019 16:05:30.431;18.7503662;
05.06.2019 16:05:31.378;0.012547;05.06.2019 16:05:31.405;19.0317993;05.06.2019 16:05:31.421;0.0032883;05.06.2019 16:05:31.439;18.7503662;
05.06.2019 16:05:32.378;0.0125713;05.06.2019 16:05:32.396;18.8430176;05.06.2019 16:05:32.412;0.0128278;05.06.2019 16:05:32.430;18.600647;
05.06.2019 16:05:33.377;0.0125879;05.06.2019 16:05:33.404;18.8430176;05.06.2019 16:05:33.421;0.0128873;05.06.2019 16:05:33.437;18.600647;
05.06.2019 16:05:34.377;0.0125986;05.06.2019 16:05:34.395;18.6937866;05.06.2019 16:05:34.411;0.0129831;05.06.2019 16:05:34.429;18.4606934;
05.06.2019 16:05:35.378;0.0034603;05.06.2019 16:05:35.403;18.6937866;05.06.2019 16:05:35.419;0.0131359;05.06.2019 16:05:35.436;18.4606934;
05.06.2019 16:05:36.378;-0.00131;05.06.2019 16:05:36.393;18.5638428;05.06.2019 16:05:36.409;0.0132072;05.06.2019 16:05:36.425;18.3306885;
05.06.2019 16:05:37.378;-0.0022104;05.06.2019 16:05:37.401;18.5638428;05.06.2019 16:05:37.417;0.0133202;05.06.2019 16:05:37.434;18.3306885;
05.06.2019 16:05:38.378;-0.0024753;05.06.2019 16:05:38.392;18.4043579;05.06.2019 16:05:38.408;0.0133255;05.06.2019 16:05:38.426;18.2005005;
05.06.2019 16:05:39.378;-0.0024983;05.06.2019 16:05:39.400;18.4043579;05.06.2019 16:05:39.416;0.0134491;05.06.2019 16:05:39.432;18.2005005;
05.06.2019 16:05:40.378;-0.0023981;05.06.2019 16:05:40.407;18.284668;05.06.2019 16:05:40.423;0.0134481;05.06.2019 16:05:40.440;18.0802612;
05.06.2019 16:05:41.378;-0.0024346;05.06.2019 16:05:41.399;18.284668;05.06.2019 16:05:41.415;0.0135013;05.06.2019 16:05:41.431;18.0802612;
05.06.2019 16:05:42.378;0.0087748;05.06.2019 16:05:42.406;18.1853638;05.06.2019 16:05:42.422;0.0135665;05.06.2019 16:05:42.441;17.9699707;
05.06.2019 16:05:43.378;0.0120259;05.06.2019 16:05:43.398;18.1853638;05.06.2019 16:05:43.414;0.0135773;05.06.2019 16:05:43.430;17.9699707;
05.06.2019 16:05:44.368;0.0126038;05.06.2019 16:05:44.389;18.1054077;05.06.2019 16:05:44.405;0.0136356;05.06.2019 16:05:44.421;17.8897095;
05.06.2019 16:05:45.368;0.0126711;05.06.2019 16:05:45.396;18.1054077;05.06.2019 16:05:45.413;0.0136293;05.06.2019 16:05:45.429;17.8897095;
05.06.2019 16:05:46.368;0.0126845;05.06.2019 16:05:46.388;18.0354614;05.06.2019 16:05:46.403;0.0137864;05.06.2019 16:05:46.419;17.7993774;
05.06.2019 16:05:47.368;0.0127227;05.06.2019 16:05:47.395;18.0354614;05.06.2019 16:05:47.411;0.0137779;05.06.2019 16:05:47.427;17.7993774;
05.06.2019 16:05:48.368;0.0127402;05.06.2019 16:05:48.387;17.9454956;05.06.2019 16:05:48.403;0.0138135;05.06.2019 16:05:48.419;17.7390747;
05.06.2019 16:05:49.368;0.0127649;05.06.2019 16:05:49.395;17.9454956;05.06.2019 16:05:49.410;0.0138315;05.06.2019 16:05:49.426;17.7390747;
05.06.2019 16:05:50.368;0.0127717;05.06.2019 16:05:50.386;17.8254395;05.06.2019 16:05:50.402;0.0138401;05.06.2019 16:05:50.418;17.678772;
05.06.2019 16:05:51.368;0.0127688;05.06.2019 16:05:51.393;17.8254395;05.06.2019 16:05:51.409;0.0138788;05.06.2019 16:05:51.425;17.678772;
05.06.2019 16:05:52.368;0.0127752;05.06.2019 16:05:52.385;17.715332;05.06.2019 16:05:52.401;0.0138721;05.06.2019 16:05:52.417;17.6185303;
05.06.2019 16:05:53.368;0.0127844;05.06.2019 16:05:53.392;17.715332;05.06.2019 16:05:53.408;0.0139187;05.06.2019 16:05:53.424;17.6185303;
05.06.2019 16:05:54.368;0.0127976;05.06.2019 16:05:54.384;17.6251831;05.06.2019 16:05:54.399;0.0139087;05.06.2019 16:05:54.416;17.5782471;
05.06.2019 16:05:55.369;0.0128069;05.06.2019 16:05:55.391;17.6251831;05.06.2019 16:05:55.407;0.0139365;05.06.2019 16:05:55.423;17.5782471;
05.06.2019 16:05:56.369;0.0128493;05.06.2019 16:05:56.398;17.5249634;05.06.2019 16:05:56.414;0.0139874;05.06.2019 16:05:56.430;17.5581665;
05.06.2019 16:05:57.369;0.0129056;05.06.2019 16:05:57.390;17.5249634;05.06.2019 16:05:57.406;0.0140047;05.06.2019 16:05:57.422;17.5581665;
05.06.2019 16:05:58.362;0.0129226;05.06.2019 16:05:58.382;17.4346924;05.06.2019 16:05:58.397;0.0140316;05.06.2019 16:05:58.413;17.5280151;
05.06.2019 16:05:59.362;0.0129358;05.06.2019 16:05:59.389;17.4346924;05.06.2019 16:05:59.405;0.0140102;05.06.2019 16:05:59.421;17.5280151;
05.06.2019 16:06:00.361;0.0129413;05.06.2019 16:06:00.380;17.3643799;05.06.2019 16:06:00.396;0.0140405;05.06.2019 16:06:00.412;17.4776611;
05.06.2019 16:06:01.361;0.0129418;05.06.2019 16:06:01.388;17.3643799;05.06.2019 16:06:01.404;0.0140407;05.06.2019 16:06:01.420;17.4776611;
05.06.2019 16:06:02.361;0.0129427;05.06.2019 16:06:02.379;17.2941284;05.06.2019 16:06:02.395;0.0140514;05.06.2019 16:06:02.411;17.4675903;
05.06.2019 16:06:03.361;0.0129445;05.06.2019 16:06:03.387;17.2941284;05.06.2019 16:06:03.403;0.0140485;05.06.2019 16:06:03.419;17.4675903;
05.06.2019 16:06:04.361;0.0129475;05.06.2019 16:06:04.379;17.2338867;05.06.2019 16:06:04.394;0.0140559;05.06.2019 16:06:04.410;17.437439;
05.06.2019 16:06:05.361;0.0129468;05.06.2019 16:06:05.386;17.2338867;05.06.2019 16:06:05.402;0.0140659;05.06.2019 16:06:05.418;17.437439;
05.06.2019 16:06:06.361;0.0129753;05.06.2019 16:06:06.377;17.173584;05.06.2019 16:06:06.393;0.0140984;05.06.2019 16:06:06.409;17.4172363;
05.06.2019 16:06:07.361;0.0130103;05.06.2019 16:06:07.385;17.173584;05.06.2019 16:06:07.400;0.0141015;05.06.2019 16:06:07.416;17.4172363;
