Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
Multi 3420; 14050576;4;05.06.2019 10:17:43;595;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:17:48;631;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:17:53;654;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:17:58;640;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:03;639;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:08;620;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:13;647;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:18;624;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:23;635;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:28;634;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:33;598;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:38;644;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:43;631;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:48;674;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:53;632;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:18:58;617;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:03;611;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:08;648;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:13;643;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:18;654;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:23;618;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:28;617;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:33;605;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:38;654;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:43;644;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:48;618;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:53;628;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:19:58;617;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:03;636;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:08;642;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:13;649;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:18;588;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:23;601;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:28;590;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:33;627;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:38;625;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:43;603;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:48;615;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:53;633;µS/cm;Cond;10,2;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:20:58;617;µS/cm;Cond;10,3;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:03;640;µS/cm;Cond;10,4;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:08;625;µS/cm;Cond;10,4;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:13;596;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:18;641;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:23;624;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:28;677;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:33;626;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:38;650;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:43;614;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:48;601;µS/cm;Cond;10,5;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:53;641;µS/cm;Cond;10,6;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:21:58;608;µS/cm;Cond;10,6;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:03;617;µS/cm;Cond;10,6;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:08;636;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:13;617;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:18;621;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:23;647;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:28;616;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:33;615;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:38;604;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:43;609;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:48;651;µS/cm;Cond;10,7;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:53;600;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:22:58;604;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:03;630;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:08;626;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:13;609;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:18;640;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:23;640;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:28;632;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:33;651;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:38;630;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:43;580;µS/cm;Cond;10,8;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:48;618;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:53;618;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:23:58;616;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:03;617;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:08;576;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:13;573;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:18;621;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:23;625;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:28;660;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:33;622;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:38;600;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:43;652;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:48;629;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:53;635;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:24:58;611;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:03;670;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:08;639;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:13;661;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:18;637;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:23;637;µS/cm;Cond;10,9;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:28;609;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:33;626;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:38;606;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:43;593;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:48;598;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:53;619;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:25:58;604;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:03;628;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:08;592;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:13;614;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:18;616;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:23;620;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:28;619;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:33;598;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:38;630;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:43;637;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:48;632;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:53;635;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:26:58;604;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:03;655;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:08;649;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:13;600;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:18;599;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:23;622;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:28;600;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:33;650;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:38;618;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:43;637;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:48;598;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:53;664;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
Multi 3420; 14050576;4;05.06.2019 10:27:58;630;µS/cm;Cond;11,0;°C;Temp;;+++;C = 0,464 1/cm   Tref25   nLF;TetraCon 925-P; 15170652;
