Time ;depth, cm;Flow up, (Hz);Flow down, (Hz);..;
windingspeed;225.00;464.00;0.00;1.40;281250.000000
windingspeed;225.00;463.00;0.00;1.40;281250.000000
windingspeed;225.00;463.00;0.00;1.40;281250.000000
windingspeed;225.00;463.00;0.00;1.40;281250.000000
windingspeed;225.00;462.00;0.00;1.40;283760.000000
windingspeed;225.00;462.00;0.00;1.40;283760.000000
windingspeed;225.00;462.00;0.00;1.37;283760.000000
windingspeed;225.00;461.00;0.00;1.37;283760.000000
windingspeed;225.00;461.00;0.00;1.37;283760.000000
windingspeed;225.00;461.00;0.00;1.37;283760.000000
windingspeed;225.00;460.00;0.00;1.37;283760.000000
windingspeed;225.00;460.00;0.00;1.37;283760.000000
windingspeed;225.00;460.00;0.00;1.37;283760.000000
windingspeed;225.00;459.00;0.00;1.37;283760.000000
windingspeed;225.00;459.00;0.00;1.37;283760.000000
windingspeed;225.00;458.00;0.00;1.37;276880.000000
windingspeed;225.00;458.00;0.00;1.37;276880.000000
windingspeed;225.00;458.00;0.00;1.37;276880.000000
windingspeed;226.00;457.00;0.00;1.37;276880.000000
windingspeed;226.00;457.00;0.00;1.37;276880.000000
windingspeed;226.00;457.00;0.00;1.37;276880.000000
windingspeed;226.00;456.00;0.00;1.37;276880.000000
windingspeed;226.00;456.00;0.00;1.37;276880.000000
windingspeed;226.00;456.00;0.00;1.37;276880.000000
windingspeed;226.00;455.00;0.00;1.37;276880.000000
windingspeed;226.00;455.00;0.00;1.37;276880.000000
windingspeed;226.00;454.00;0.00;1.37;276614.000000
windingspeed;226.00;454.00;0.00;1.37;276614.000000
windingspeed;226.00;454.00;0.00;1.37;276614.000000
windingspeed;226.00;453.00;0.00;1.37;276614.000000
windingspeed;226.00;453.00;0.00;1.37;276614.000000
windingspeed;226.00;453.00;0.00;1.37;276614.000000
windingspeed;226.00;452.00;0.00;1.37;276614.000000
windingspeed;226.00;452.00;0.00;1.37;276614.000000
windingspeed;226.00;452.00;0.00;1.45;276614.000000
windingspeed;226.00;451.00;0.00;1.45;276614.000000
windingspeed;226.00;451.00;0.00;1.45;276614.000000
windingspeed;226.00;451.00;0.00;1.45;276614.000000
windingspeed;227.00;450.00;0.00;1.45;280132.000000
windingspeed;227.00;450.00;0.00;1.45;280132.000000
windingspeed;227.00;449.00;0.00;1.45;280132.000000
windingspeed;227.00;449.00;0.00;1.45;280132.000000
windingspeed;227.00;449.00;0.00;1.45;280132.000000
windingspeed;227.00;448.00;0.00;1.45;280132.000000
windingspeed;227.00;448.00;0.00;1.45;280132.000000
windingspeed;227.00;448.00;0.00;1.45;280132.000000
windingspeed;227.00;447.00;0.00;1.45;280132.000000
windingspeed;227.00;447.00;0.00;1.45;280132.000000
windingspeed;227.00;447.00;0.00;1.45;280132.000000
windingspeed;227.00;446.00;0.00;1.45;279331.000000
windingspeed;227.00;446.00;0.00;1.45;279331.000000
windingspeed;227.00;446.00;0.00;1.45;279331.000000
windingspeed;227.00;445.00;0.00;1.45;279331.000000
windingspeed;227.00;445.00;0.00;1.45;279331.000000
windingspeed;227.00;444.00;0.00;1.45;279331.000000
windingspeed;227.00;444.00;0.00;1.45;279331.000000
windingspeed;227.00;444.00;0.00;1.45;279331.000000
windingspeed;227.00;443.00;0.00;1.45;279331.000000
windingspeed;228.00;443.00;0.00;1.45;279331.000000
windingspeed;228.00;443.00;0.00;1.45;279331.000000
windingspeed;228.00;442.00;0.00;1.45;278361.000000
windingspeed;228.00;442.00;0.00;1.45;278361.000000
windingspeed;228.00;442.00;0.00;1.45;278361.000000
windingspeed;228.00;441.00;0.00;1.41;278361.000000
windingspeed;228.00;441.00;0.00;1.41;278361.000000
windingspeed;228.00;441.00;0.00;1.41;278361.000000
windingspeed;228.00;440.00;0.00;1.41;278361.000000
windingspeed;228.00;440.00;0.00;1.41;278361.000000
windingspeed;228.00;439.00;0.00;1.41;278361.000000
windingspeed;228.00;439.00;0.00;1.41;278361.000000
windingspeed;228.00;439.00;0.00;1.41;278361.000000
windingspeed;228.00;438.00;0.00;1.41;277168.000000
windingspeed;228.00;438.00;0.00;1.41;277168.000000
windingspeed;228.00;438.00;0.00;1.41;277168.000000
windingspeed;228.00;437.00;0.00;1.41;277168.000000
windingspeed;228.00;437.00;0.00;1.41;277168.000000
windingspeed;228.00;437.00;0.00;1.41;277168.000000
windingspeed;228.00;436.00;0.00;1.41;277168.000000
windingspeed;229.00;436.00;0.00;1.41;277168.000000
windingspeed;229.00;436.00;0.00;1.41;277168.000000
windingspeed;229.00;435.00;0.00;1.41;277168.000000
windingspeed;229.00;435.00;0.00;1.41;277168.000000
windingspeed;229.00;435.00;0.00;1.41;277168.000000
windingspeed;229.00;434.00;0.00;1.41;279850.000000
windingspeed;229.00;434.00;0.00;1.41;279850.000000
windingspeed;229.00;433.00;0.00;1.41;279850.000000
windingspeed;229.00;433.00;0.00;1.41;279850.000000
windingspeed;229.00;433.00;0.00;1.41;279850.000000
windingspeed;229.00;432.00;0.00;1.41;279850.000000
windingspeed;229.00;432.00;0.00;1.41;279850.000000
windingspeed;229.00;432.00;0.00;1.41;279850.000000
windingspeed;229.00;431.00;0.00;1.40;279850.000000
windingspeed;229.00;431.00;0.00;1.40;279850.000000
windingspeed;229.00;431.00;0.00;1.40;279850.000000
windingspeed;229.00;430.00;0.00;1.40;275857.000000
windingspeed;229.00;430.00;0.00;1.40;275857.000000
windingspeed;229.00;429.00;0.00;1.40;275857.000000
windingspeed;229.00;429.00;0.00;1.40;275857.000000
windingspeed;230.00;429.00;0.00;1.40;275857.000000
windingspeed;230.00;428.00;0.00;1.40;275857.000000
windingspeed;230.00;428.00;0.00;1.40;275857.000000
windingspeed;230.00;428.00;0.00;1.40;275857.000000
windingspeed;230.00;427.00;0.00;1.40;275857.000000
windingspeed;230.00;427.00;0.00;1.40;275857.000000
windingspeed;230.00;427.00;0.00;1.40;275857.000000
windingspeed;230.00;426.00;0.00;1.40;280163.000000
windingspeed;230.00;426.00;0.00;1.40;280163.000000
windingspeed;230.00;426.00;0.00;1.40;280163.000000
windingspeed;230.00;425.00;0.00;1.40;280163.000000
windingspeed;230.00;425.00;0.00;1.40;280163.000000
windingspeed;230.00;424.00;0.00;1.40;280163.000000
windingspeed;230.00;424.00;0.00;1.40;280163.000000
windingspeed;230.00;424.00;0.00;1.40;280163.000000
windingspeed;230.00;423.00;0.00;1.40;280163.000000
windingspeed;230.00;423.00;0.00;1.40;280163.000000
windingspeed;230.00;423.00;0.00;1.40;280163.000000
windingspeed;230.00;422.00;0.00;1.40;280933.000000
windingspeed;230.00;422.00;0.00;1.40;280933.000000
windingspeed;231.00;422.00;0.00;1.40;280933.000000
windingspeed;231.00;421.00;0.00;1.40;280933.000000
windingspeed;231.00;421.00;0.00;1.39;280933.000000
windingspeed;231.00;421.00;0.00;1.39;280933.000000
windingspeed;231.00;420.00;0.00;1.39;280933.000000
windingspeed;231.00;420.00;0.00;1.39;280933.000000
windingspeed;231.00;419.00;0.00;1.39;280933.000000
windingspeed;231.00;419.00;0.00;1.39;280933.000000
windingspeed;231.00;419.00;0.00;1.39;280933.000000
windingspeed;231.00;418.00;0.00;1.39;277188.000000
windingspeed;231.00;418.00;0.00;1.39;277188.000000
windingspeed;231.00;418.00;0.00;1.39;277188.000000
windingspeed;231.00;417.00;0.00;1.39;277188.000000
windingspeed;231.00;417.00;0.00;1.39;277188.000000
windingspeed;231.00;417.00;0.00;1.39;277188.000000
windingspeed;231.00;416.00;0.00;1.39;277188.000000
windingspeed;231.00;416.00;0.00;1.39;277188.000000
windingspeed;231.00;415.00;0.00;1.39;277188.000000
windingspeed;231.00;415.00;0.00;1.39;277188.000000
windingspeed;231.00;415.00;0.00;1.39;277188.000000
windingspeed;232.00;414.00;0.00;1.39;276936.000000
windingspeed;232.00;414.00;0.00;1.39;276936.000000
windingspeed;232.00;414.00;0.00;1.39;276936.000000
windingspeed;232.00;413.00;0.00;1.39;276936.000000
windingspeed;232.00;413.00;0.00;1.39;276936.000000
windingspeed;232.00;413.00;0.00;1.39;276936.000000
windingspeed;232.00;412.00;0.00;1.39;276936.000000
windingspeed;232.00;412.00;0.00;1.39;276936.000000
windingspeed;232.00;412.00;0.00;1.39;276936.000000
windingspeed;232.00;411.00;0.00;1.39;276936.000000
windingspeed;232.00;411.00;0.00;1.44;276936.000000
windingspeed;232.00;410.00;0.00;1.44;280534.000000
windingspeed;232.00;410.00;0.00;1.44;280534.000000
windingspeed;232.00;410.00;0.00;1.44;280534.000000
windingspeed;232.00;409.00;0.00;1.44;280534.000000
windingspeed;232.00;409.00;0.00;1.44;280534.000000
windingspeed;232.00;409.00;0.00;1.44;280534.000000
windingspeed;232.00;408.00;0.00;1.44;280534.000000
windingspeed;232.00;408.00;0.00;1.44;280534.000000
windingspeed;232.00;408.00;0.00;1.44;280534.000000
windingspeed;233.00;407.00;0.00;1.44;280534.000000
windingspeed;233.00;407.00;0.00;1.44;280534.000000
windingspeed;233.00;406.00;0.00;1.44;277098.000000
windingspeed;233.00;406.00;0.00;1.44;277098.000000
windingspeed;233.00;406.00;0.00;1.44;277098.000000
windingspeed;233.00;405.00;0.00;1.44;277098.000000
windingspeed;233.00;405.00;0.00;1.44;277098.000000
windingspeed;233.00;405.00;0.00;1.44;277098.000000
windingspeed;233.00;404.00;0.00;1.44;277098.000000
windingspeed;233.00;404.00;0.00;1.44;277098.000000
windingspeed;233.00;404.00;0.00;1.44;277098.000000
windingspeed;233.00;403.00;0.00;1.44;277098.000000
windingspeed;233.00;403.00;0.00;1.44;277098.000000
windingspeed;233.00;403.00;0.00;1.44;277098.000000
windingspeed;233.00;402.00;0.00;1.44;281239.000000
windingspeed;233.00;402.00;0.00;1.44;281239.000000
windingspeed;233.00;401.00;0.00;1.44;281239.000000
windingspeed;233.00;401.00;0.00;1.44;281239.000000
windingspeed;233.00;401.00;0.00;1.44;281239.000000
windingspeed;233.00;400.00;0.00;1.44;281239.000000
windingspeed;234.00;400.00;0.00;1.33;281239.000000
windingspeed;234.00;400.00;0.00;1.33;281239.000000
windingspeed;234.00;399.00;0.00;1.33;281239.000000
windingspeed;234.00;399.00;0.00;1.33;281239.000000
windingspeed;234.00;399.00;0.00;1.33;281239.000000
windingspeed;234.00;398.00;0.00;1.33;278948.000000
windingspeed;234.00;398.00;0.00;1.33;278948.000000
windingspeed;234.00;397.00;0.00;1.33;278948.000000
windingspeed;234.00;397.00;0.00;1.33;278948.000000
windingspeed;234.00;397.00;0.00;1.33;278948.000000
windingspeed;234.00;396.00;0.00;1.33;278948.000000
windingspeed;234.00;396.00;0.00;1.33;278948.000000
windingspeed;234.00;396.00;0.00;1.33;278948.000000
windingspeed;234.00;395.00;0.00;1.33;278948.000000
windingspeed;234.00;395.00;0.00;1.33;278948.000000
windingspeed;234.00;395.00;0.00;1.33;278948.000000
windingspeed;234.00;394.00;0.00;1.33;279317.000000
windingspeed;234.00;394.00;0.00;1.33;279317.000000
windingspeed;234.00;394.00;0.00;1.33;279317.000000
windingspeed;234.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;235.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;236.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;237.00;393.00;0.00;1.33;279317.000000
windingspeed;238.00;393.00;0.00;1.33;279317.000000
windingspeed;238.00;393.00;0.00;1.33;279317.000000
windingspeed;238.00;392.00;0.00;1.33;279317.000000
windingspeed;238.00;392.00;0.00;1.33;279317.000000
windingspeed;238.00;392.00;0.00;1.33;279317.000000
windingspeed;238.00;391.00;0.00;1.33;279317.000000
windingspeed;238.00;391.00;0.00;1.33;279317.000000
windingspeed;238.00;391.00;0.00;1.33;279317.000000
windingspeed;238.00;390.00;0.00;1.33;301283.000000
windingspeed;238.00;390.00;0.00;1.33;301283.000000
windingspeed;238.00;390.00;0.00;1.33;301283.000000
windingspeed;238.00;389.00;0.00;0.26;301283.000000
windingspeed;238.00;389.00;0.00;0.26;301283.000000
windingspeed;238.00;389.00;0.00;0.26;301283.000000
windingspeed;238.00;388.00;0.00;0.26;301283.000000
windingspeed;238.00;388.00;0.00;0.26;301283.000000
windingspeed;238.00;388.00;0.00;0.26;301283.000000
windingspeed;238.00;387.00;0.00;0.26;301283.000000
windingspeed;238.00;387.00;0.00;0.26;301283.000000
windingspeed;238.00;386.00;0.00;0.26;280839.000000
windingspeed;239.00;386.00;0.00;0.26;280839.000000
windingspeed;239.00;386.00;0.00;0.26;280839.000000
windingspeed;239.00;385.00;0.00;0.26;280839.000000
windingspeed;239.00;385.00;0.00;0.26;280839.000000
windingspeed;239.00;385.00;0.00;0.26;280839.000000
windingspeed;239.00;384.00;0.00;0.26;280839.000000
windingspeed;239.00;384.00;0.00;0.26;280839.000000
windingspeed;239.00;384.00;0.00;0.26;280839.000000
windingspeed;239.00;383.00;0.00;0.26;280839.000000
windingspeed;239.00;383.00;0.00;0.26;280839.000000
windingspeed;239.00;382.00;0.00;0.26;277890.000000
windingspeed;239.00;382.00;0.00;0.26;277890.000000
windingspeed;239.00;382.00;0.00;0.26;277890.000000
windingspeed;239.00;381.00;0.00;0.26;277890.000000
windingspeed;239.00;381.00;0.00;0.26;277890.000000
windingspeed;239.00;381.00;0.00;0.26;277890.000000
windingspeed;239.00;380.00;0.00;0.26;277890.000000
windingspeed;239.00;380.00;0.00;0.26;277890.000000
windingspeed;239.00;380.00;0.00;0.26;277890.000000
windingspeed;239.00;379.00;0.00;0.26;277890.000000
windingspeed;240.00;379.00;0.00;1.38;277890.000000
windingspeed;240.00;379.00;0.00;1.38;277890.000000
windingspeed;240.00;378.00;0.00;1.38;276022.000000
windingspeed;240.00;378.00;0.00;1.38;276022.000000
windingspeed;240.00;377.00;0.00;1.38;276022.000000
windingspeed;240.00;377.00;0.00;1.38;276022.000000
windingspeed;240.00;377.00;0.00;1.38;276022.000000
windingspeed;240.00;376.00;0.00;1.38;276022.000000
windingspeed;240.00;376.00;0.00;1.38;276022.000000
windingspeed;240.00;376.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;240.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
windingspeed;241.00;375.00;0.00;1.38;276022.000000
wspeed2;1.00;378.00;1.47;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;1.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;378.00;0.00;0.97;301249.000000
wspeed2;2.00;379.00;0.00;0.97;301249.000000
wspeed2;2.00;379.00;0.17;0.97;14468418.000000
wspeed2;2.00;379.00;0.17;0.97;14468418.000000
wspeed2;2.00;379.00;0.17;0.97;14468418.000000
wspeed2;2.00;380.00;0.17;0.97;14468418.000000
wspeed2;2.00;380.00;0.17;0.97;14468418.000000
wspeed2;2.00;380.00;0.17;0.97;14468418.000000
wspeed2;2.00;381.00;0.17;0.97;14468418.000000
wspeed2;3.00;381.00;0.17;0.97;14468418.000000
wspeed2;3.00;382.00;0.17;0.97;14468418.000000
wspeed2;3.00;382.00;0.17;0.97;14468418.000000
wspeed2;3.00;382.00;0.17;0.97;14468418.000000
wspeed2;3.00;383.00;0.17;0.97;14468418.000000
wspeed2;3.00;383.00;0.17;0.97;279864.000000
wspeed2;3.00;383.00;0.17;0.97;279864.000000
wspeed2;3.00;384.00;0.17;0.97;279864.000000
wspeed2;3.00;384.00;0.17;0.97;279864.000000
wspeed2;3.00;384.00;0.17;0.97;279864.000000
wspeed2;3.00;385.00;0.17;0.97;279864.000000
wspeed2;3.00;385.00;0.17;0.97;279864.000000
wspeed2;3.00;386.00;0.17;0.97;279864.000000
wspeed2;3.00;386.00;0.17;0.97;279864.000000
wspeed2;3.00;386.00;0.17;0.97;279864.000000
wspeed2;3.00;387.00;0.17;0.97;279864.000000
wspeed2;3.00;387.00;0.17;0.97;277226.000000
wspeed2;3.00;387.00;0.17;0.97;277226.000000
wspeed2;3.00;388.00;0.17;0.97;277226.000000
wspeed2;3.00;388.00;0.17;0.97;277226.000000
wspeed2;4.00;388.00;0.17;0.97;277226.000000
wspeed2;4.00;389.00;1.45;0.97;277226.000000
wspeed2;4.00;389.00;1.45;0.97;277226.000000
wspeed2;4.00;389.00;1.45;0.97;277226.000000
wspeed2;4.00;390.00;1.45;0.97;277226.000000
wspeed2;4.00;390.00;1.45;0.97;277226.000000
wspeed2;4.00;391.00;1.45;0.97;277226.000000
wspeed2;4.00;391.00;1.45;0.97;278044.000000
wspeed2;4.00;391.00;1.45;0.97;278044.000000
wspeed2;4.00;392.00;1.45;0.97;278044.000000
wspeed2;4.00;392.00;1.45;0.97;278044.000000
wspeed2;4.00;392.00;1.45;0.97;278044.000000
wspeed2;4.00;393.00;1.45;0.97;278044.000000
wspeed2;4.00;393.00;1.45;0.97;278044.000000
wspeed2;4.00;393.00;1.45;0.97;278044.000000
wspeed2;4.00;394.00;1.45;0.97;278044.000000
wspeed2;4.00;394.00;1.45;0.97;278044.000000
wspeed2;4.00;395.00;1.45;0.97;278044.000000
wspeed2;4.00;395.00;1.45;0.97;277084.000000
wspeed2;4.00;395.00;1.45;0.97;277084.000000
wspeed2;5.00;396.00;1.45;0.97;277084.000000
wspeed2;5.00;396.00;1.45;0.97;277084.000000
wspeed2;5.00;396.00;1.45;0.97;277084.000000
wspeed2;5.00;397.00;1.45;0.97;277084.000000
wspeed2;5.00;397.00;1.45;0.97;277084.000000
wspeed2;5.00;397.00;1.45;0.97;277084.000000
wspeed2;5.00;398.00;1.45;0.97;277084.000000
wspeed2;5.00;398.00;1.45;0.97;277084.000000
wspeed2;5.00;399.00;1.45;0.97;277084.000000
wspeed2;5.00;399.00;1.38;0.97;277792.000000
wspeed2;5.00;399.00;1.38;0.97;277792.000000
wspeed2;5.00;400.00;1.38;0.97;277792.000000
wspeed2;5.00;400.00;1.38;0.97;277792.000000
wspeed2;5.00;400.00;1.38;0.97;277792.000000
wspeed2;5.00;401.00;1.38;0.97;277792.000000
wspeed2;5.00;401.00;1.38;0.97;277792.000000
wspeed2;5.00;401.00;1.38;0.97;277792.000000
wspeed2;5.00;402.00;1.38;0.97;277792.000000
wspeed2;5.00;402.00;1.38;0.97;277792.000000
wspeed2;5.00;402.00;1.38;0.97;277792.000000
wspeed2;6.00;403.00;1.38;0.97;280341.000000
wspeed2;6.00;403.00;1.38;0.97;280341.000000
wspeed2;6.00;404.00;1.38;0.97;280341.000000
wspeed2;6.00;404.00;1.38;0.97;280341.000000
wspeed2;6.00;404.00;1.38;0.97;280341.000000
wspeed2;6.00;405.00;1.38;0.97;280341.000000
wspeed2;6.00;405.00;1.38;0.97;280341.000000
wspeed2;6.00;405.00;1.38;0.97;280341.000000
wspeed2;6.00;406.00;1.38;0.97;280341.000000
wspeed2;6.00;406.00;1.38;0.97;280341.000000
wspeed2;6.00;406.00;1.38;0.97;280341.000000
wspeed2;6.00;407.00;1.38;0.97;277712.000000
wspeed2;6.00;407.00;1.38;0.97;277712.000000
wspeed2;6.00;408.00;1.38;0.97;277712.000000
wspeed2;6.00;408.00;1.38;0.97;277712.000000
wspeed2;6.00;408.00;1.38;0.97;277712.000000
wspeed2;6.00;409.00;1.38;0.97;277712.000000
wspeed2;6.00;409.00;1.38;0.97;277712.000000
wspeed2;6.00;409.00;1.39;0.97;277712.000000
wspeed2;6.00;410.00;1.39;0.97;277712.000000
wspeed2;7.00;410.00;1.39;0.97;277712.000000
wspeed2;7.00;410.00;1.39;0.97;277712.000000
wspeed2;7.00;411.00;1.39;0.97;270415.000000
wspeed2;7.00;411.00;1.39;0.97;270415.000000
wspeed2;7.00;412.00;1.39;0.97;270415.000000
wspeed2;7.00;412.00;1.39;0.97;270415.000000
wspeed2;7.00;412.00;1.39;0.97;270415.000000
wspeed2;7.00;413.00;1.39;0.97;270415.000000
wspeed2;7.00;413.00;1.39;0.97;270415.000000
wspeed2;7.00;413.00;1.39;0.97;270415.000000
wspeed2;7.00;414.00;1.39;0.97;270415.000000
wspeed2;7.00;414.00;1.39;0.00;270415.000000
wspeed2;7.00;414.00;1.39;0.00;270415.000000
wspeed2;7.00;415.00;1.39;0.00;274904.000000
wspeed2;7.00;415.00;1.39;0.00;274904.000000
wspeed2;7.00;415.00;1.39;0.00;274904.000000
wspeed2;7.00;416.00;1.39;0.00;274904.000000
wspeed2;7.00;416.00;1.39;0.00;274904.000000
wspeed2;7.00;417.00;1.39;0.00;274904.000000
wspeed2;7.00;417.00;1.39;0.00;274904.000000
wspeed2;8.00;417.00;1.39;0.00;274904.000000
wspeed2;8.00;418.00;1.39;0.00;274904.000000
wspeed2;8.00;418.00;1.39;0.00;274904.000000
wspeed2;8.00;418.00;1.39;0.00;274904.000000
wspeed2;8.00;419.00;1.39;0.00;275761.000000
wspeed2;8.00;419.00;1.39;0.00;275761.000000
wspeed2;8.00;419.00;1.39;0.00;275761.000000
wspeed2;8.00;420.00;1.39;0.00;275761.000000
wspeed2;8.00;420.00;1.33;0.00;275761.000000
wspeed2;8.00;421.00;1.33;0.00;275761.000000
wspeed2;8.00;421.00;1.33;0.00;275761.000000
wspeed2;8.00;421.00;1.33;0.00;275761.000000
wspeed2;8.00;422.00;1.33;0.00;275761.000000
wspeed2;8.00;422.00;1.33;0.00;275761.000000
wspeed2;8.00;422.00;1.33;0.00;275761.000000
wspeed2;8.00;423.00;1.33;0.00;275005.000000
wspeed2;8.00;423.00;1.33;0.00;275005.000000
wspeed2;8.00;423.00;1.33;0.00;275005.000000
wspeed2;8.00;424.00;1.33;0.00;275005.000000
wspeed2;8.00;424.00;1.33;0.00;275005.000000
wspeed2;9.00;425.00;1.33;0.00;275005.000000
wspeed2;9.00;425.00;1.33;0.00;275005.000000
wspeed2;9.00;425.00;1.33;0.00;275005.000000
wspeed2;9.00;426.00;1.33;0.00;275005.000000
wspeed2;9.00;426.00;1.33;0.00;275005.000000
wspeed2;9.00;426.00;1.33;0.00;275005.000000
wspeed2;9.00;427.00;1.33;0.00;288759.000000
wspeed2;9.00;427.00;1.33;0.00;288759.000000
wspeed2;9.00;427.00;1.33;0.00;288759.000000
wspeed2;9.00;428.00;1.33;0.00;288759.000000
wspeed2;9.00;428.00;1.33;0.00;288759.000000
wspeed2;9.00;428.00;1.33;0.00;288759.000000
wspeed2;9.00;429.00;1.33;0.00;288759.000000
wspeed2;9.00;429.00;1.33;0.00;288759.000000
wspeed2;9.00;430.00;1.33;0.00;288759.000000
wspeed2;9.00;430.00;1.33;0.00;288759.000000
wspeed2;9.00;430.00;1.33;0.00;288759.000000
wspeed2;9.00;431.00;1.36;0.00;288759.000000
