ID,Time_ms,Depth_cm,FlowUP_Hz,FlowDN_Hz,N,Flow_Hz
Continuous meas. pumping,36,1172,2.71,0,277562,2.71
Continuous meas. pumping,36,1172,2.71,0,277562,2.71
Continuous meas. pumping,36,1172,2.71,0,277562,2.71
Continuous meas. pumping,36,1173,2.71,0,277562,2.71
Continuous meas. pumping,36,1173,2.71,0,277562,2.71
Continuous meas. pumping,36,1174,2.71,0,277562,2.71
Continuous meas. pumping,36,1174,2.71,0,277562,2.71
Continuous meas. pumping,36,1174,2.51,0,277562,2.51
Continuous meas. pumping,36,1175,2.51,0,277562,2.51
Continuous meas. pumping,36,1175,2.51,0,277433,2.51
Continuous meas. pumping,36,1175,2.51,0,277433,2.51
Continuous meas. pumping,36,1176,2.51,0,277433,2.51
Continuous meas. pumping,36,1176,2.51,0,277433,2.51
Continuous meas. pumping,36,1176,2.51,0,277433,2.51
Continuous meas. pumping,36,1177,2.51,0,277433,2.51
Continuous meas. pumping,37,1177,2.51,0,277433,2.51
Continuous meas. pumping,37,1177,2.51,0,277433,2.51
Continuous meas. pumping,37,1178,2.51,0,277433,2.51
Continuous meas. pumping,37,1178,2.51,0,277433,2.51
Continuous meas. pumping,37,1179,2.51,0,277433,2.51
Continuous meas. pumping,37,1179,2.51,0,277787,2.51
Continuous meas. pumping,37,1179,2.51,0,277787,2.51
Continuous meas. pumping,37,1180,2.51,0,277787,2.51
Continuous meas. pumping,37,1180,2.52,0,277787,2.52
Continuous meas. pumping,37,1180,2.52,0,277787,2.52
Continuous meas. pumping,37,1181,2.52,0,277787,2.52
Continuous meas. pumping,37,1181,2.52,0,277787,2.52
Continuous meas. pumping,37,1181,2.52,0,277787,2.52
Continuous meas. pumping,37,1182,2.52,0,277787,2.52
Continuous meas. pumping,37,1182,2.52,0,277787,2.52
Continuous meas. pumping,37,1183,2.52,0,277787,2.52
Continuous meas. pumping,37,1183,2.52,0,279119,2.52
Continuous meas. pumping,37,1183,2.52,0,279119,2.52
Continuous meas. pumping,37,1184,2.52,0,279119,2.52
Continuous meas. pumping,37,1184,2.52,0,279119,2.52
Continuous meas. pumping,38,1184,2.52,0,279119,2.52
Continuous meas. pumping,38,1185,2.52,0,279119,2.52
Continuous meas. pumping,38,1185,2.52,0,279119,2.52
Continuous meas. pumping,38,1185,2.52,0,279119,2.52
Continuous meas. pumping,38,1186,2.52,0,279119,2.52
Continuous meas. pumping,38,1186,2.34,0,279119,2.34
Continuous meas. pumping,38,1186,2.34,0,279119,2.34
Continuous meas. pumping,38,1187,2.34,0,278346,2.34
Continuous meas. pumping,38,1187,2.34,0,278346,2.34
Continuous meas. pumping,38,1188,2.34,0,278346,2.34
Continuous meas. pumping,38,1188,2.34,0,278346,2.34
Continuous meas. pumping,38,1188,2.34,0,278346,2.34
Continuous meas. pumping,38,1189,2.34,0,278346,2.34
Continuous meas. pumping,38,1189,2.34,0,278346,2.34
Continuous meas. pumping,38,1189,2.34,0,278346,2.34
Continuous meas. pumping,38,1190,2.34,0,278346,2.34
Continuous meas. pumping,38,1190,2.34,0,278346,2.34
Continuous meas. pumping,38,1190,2.34,0,278346,2.34
Continuous meas. pumping,38,1191,2.34,0,273852,2.34
Continuous meas. pumping,38,1191,2.34,0,273852,2.34
Continuous meas. pumping,39,1192,2.34,0,273852,2.34
Continuous meas. pumping,39,1192,2.34,0,273852,2.34
Continuous meas. pumping,39,1192,2.34,0,273852,2.34
Continuous meas. pumping,39,1193,2.27,0,273852,2.27
Continuous meas. pumping,39,1193,2.27,0,273852,2.27
Continuous meas. pumping,39,1193,2.27,0,273852,2.27
Continuous meas. pumping,39,1194,2.27,0,273852,2.27
Continuous meas. pumping,39,1194,2.27,0,273852,2.27
Continuous meas. pumping,39,1194,2.27,0,273852,2.27
Continuous meas. pumping,39,1195,2.27,0,276972,2.27
Continuous meas. pumping,39,1195,2.27,0,276972,2.27
Continuous meas. pumping,39,1196,2.27,0,276972,2.27
Continuous meas. pumping,39,1196,2.27,0,276972,2.27
Continuous meas. pumping,39,1196,2.27,0,276972,2.27
Continuous meas. pumping,39,1197,2.27,0,276972,2.27
Continuous meas. pumping,39,1197,2.27,0,276972,2.27
Continuous meas. pumping,39,1197,2.27,0,276972,2.27
Continuous meas. pumping,39,1198,2.27,0,276972,2.27
Continuous meas. pumping,39,1198,2.27,0,276972,2.27
Continuous meas. pumping,39,1198,2.27,0,276972,2.27
Continuous meas. pumping,40,1199,2.25,0,278058,2.25
Continuous meas. pumping,40,1199,2.25,0,278058,2.25
Continuous meas. pumping,40,1199,2.25,0,278058,2.25
Continuous meas. pumping,40,1200,2.25,0,278058,2.25
Continuous meas. pumping,40,1200,2.25,0,278058,2.25
Continuous meas. pumping,40,1201,2.25,0,278058,2.25
Continuous meas. pumping,40,1201,2.25,0,278058,2.25
Continuous meas. pumping,40,1201,2.25,0,278058,2.25
Continuous meas. pumping,40,1202,2.25,0,278058,2.25
Continuous meas. pumping,40,1202,2.25,0,278058,2.25
Continuous meas. pumping,40,1202,2.25,0,278058,2.25
Continuous meas. pumping,40,1203,2.25,0,275753,2.25
Continuous meas. pumping,40,1203,2.25,0,275753,2.25
Continuous meas. pumping,40,1203,2.25,0,275753,2.25
Continuous meas. pumping,40,1204,2.25,0,275753,2.25
Continuous meas. pumping,40,1204,2.25,0,275753,2.25
Continuous meas. pumping,40,1205,2.25,0,275753,2.25
Continuous meas. pumping,40,1205,2.25,0,275753,2.25
Continuous meas. pumping,40,1205,2.25,0,275753,2.25
Continuous meas. pumping,40,1206,2.16,0,275753,2.16
Continuous meas. pumping,41,1206,2.16,0,275753,2.16
Continuous meas. pumping,41,1206,2.16,0,275753,2.16
Continuous meas. pumping,41,1207,2.16,0,274248,2.16
Continuous meas. pumping,41,1207,2.16,0,274248,2.16
Continuous meas. pumping,41,1207,2.16,0,274248,2.16
Continuous meas. pumping,41,1208,2.16,0,274248,2.16
Continuous meas. pumping,41,1208,2.16,0,274248,2.16
Continuous meas. pumping,41,1209,2.16,0,274248,2.16
Continuous meas. pumping,41,1209,2.16,0,274248,2.16
Continuous meas. pumping,41,1209,2.16,0,274248,2.16
Continuous meas. pumping,41,1210,2.16,0,274248,2.16
Continuous meas. pumping,41,1210,2.16,0,274248,2.16
Continuous meas. pumping,41,1210,2.16,0,274248,2.16
Continuous meas. pumping,41,1211,2.16,0,274437,2.16
Continuous meas. pumping,41,1211,2.16,0,274437,2.16
Continuous meas. pumping,41,1211,2.16,0,274437,2.16
Continuous meas. pumping,41,1212,2.24,0,274437,2.24
Continuous meas. pumping,41,1212,2.24,0,274437,2.24
Continuous meas. pumping,41,1213,2.24,0,274437,2.24
Continuous meas. pumping,41,1213,2.24,0,274437,2.24
Continuous meas. pumping,42,1213,2.24,0,274437,2.24
Continuous meas. pumping,42,1214,2.24,0,274437,2.24
Continuous meas. pumping,42,1214,2.24,0,274437,2.24
Continuous meas. pumping,42,1214,2.24,0,274437,2.24
Continuous meas. pumping,42,1215,2.24,0,277298,2.24
Continuous meas. pumping,42,1215,2.24,0,277298,2.24
Continuous meas. pumping,42,1215,2.24,0,277298,2.24
Continuous meas. pumping,42,1216,2.24,0,277298,2.24
Continuous meas. pumping,42,1216,2.24,0,277298,2.24
Continuous meas. pumping,42,1216,2.24,0,277298,2.24
Continuous meas. pumping,42,1217,2.24,0,277298,2.24
Continuous meas. pumping,42,1217,2.24,0,277298,2.24
Continuous meas. pumping,42,1218,2.24,0,277298,2.24
Continuous meas. pumping,42,1218,2.24,0,277298,2.24
Continuous meas. pumping,42,1218,2.24,0,277298,2.24
Continuous meas. pumping,42,1219,2.19,0,277298,2.19
Continuous meas. pumping,42,1219,2.19,0,277953,2.19
Continuous meas. pumping,42,1219,2.19,0,277953,2.19
Continuous meas. pumping,42,1220,2.19,0,277953,2.19
Continuous meas. pumping,42,1220,2.19,0,277953,2.19
Continuous meas. pumping,43,1220,2.19,0,277953,2.19
Continuous meas. pumping,43,1221,2.19,0,277953,2.19
Continuous meas. pumping,43,1221,2.19,0,277953,2.19
Continuous meas. pumping,43,1222,2.19,0,277953,2.19
Continuous meas. pumping,43,1222,2.19,0,277953,2.19
Continuous meas. pumping,43,1222,2.19,0,277953,2.19
Continuous meas. pumping,43,1223,2.19,0,277953,2.19
Continuous meas. pumping,43,1223,2.19,0,281266,2.19
Continuous meas. pumping,43,1223,2.19,0,281266,2.19
Continuous meas. pumping,43,1224,2.19,0,281266,2.19
Continuous meas. pumping,43,1224,2.19,0,281266,2.19
Continuous meas. pumping,43,1224,2.19,0,281266,2.19
Continuous meas. pumping,43,1225,2.19,0,281266,2.19
Continuous meas. pumping,43,1225,2.19,0,281266,2.19
Continuous meas. pumping,43,1226,2.1,0,281266,2.1
Continuous meas. pumping,43,1226,2.1,0,281266,2.1
Continuous meas. pumping,43,1226,2.1,0,281266,2.1
Continuous meas. pumping,43,1227,2.1,0,281266,2.1
Continuous meas. pumping,43,1227,2.1,0,277042,2.1
Continuous meas. pumping,43,1227,2.1,0,277042,2.1
Continuous meas. pumping,44,1228,2.1,0,277042,2.1
Continuous meas. pumping,44,1228,2.1,0,277042,2.1
Continuous meas. pumping,44,1228,2.1,0,277042,2.1
Continuous meas. pumping,44,1229,2.1,0,277042,2.1
Continuous meas. pumping,44,1229,2.1,0,277042,2.1
Continuous meas. pumping,44,1229,2.1,0,277042,2.1
Continuous meas. pumping,44,1230,2.1,0,277042,2.1
Continuous meas. pumping,44,1230,2.1,0,277042,2.1
Continuous meas. pumping,44,1231,2.1,0,277042,2.1
Continuous meas. pumping,44,1231,2.1,0,277698,2.1
Continuous meas. pumping,44,1231,2.1,0,277698,2.1
Continuous meas. pumping,44,1232,2.1,0,277698,2.1
Continuous meas. pumping,44,1232,2.1,0,277698,2.1
Continuous meas. pumping,44,1232,2.14,0,277698,2.14
Continuous meas. pumping,44,1233,2.14,0,277698,2.14
Continuous meas. pumping,44,1233,2.14,0,277698,2.14
Continuous meas. pumping,44,1233,2.14,0,277698,2.14
Continuous meas. pumping,44,1234,2.14,0,277698,2.14
Continuous meas. pumping,44,1234,2.14,0,277698,2.14
Continuous meas. pumping,44,1235,2.14,0,277698,2.14
Continuous meas. pumping,45,1235,2.14,0,276133,2.14
Continuous meas. pumping,45,1235,2.14,0,276133,2.14
Continuous meas. pumping,45,1236,2.14,0,276133,2.14
Continuous meas. pumping,45,1236,2.14,0,276133,2.14
Continuous meas. pumping,45,1236,2.14,0,276133,2.14
Continuous meas. pumping,45,1237,2.14,0,276133,2.14
Continuous meas. pumping,45,1237,2.14,0,276133,2.14
Continuous meas. pumping,45,1237,2.14,0,276133,2.14
Continuous meas. pumping,45,1238,2.14,0,276133,2.14
Continuous meas. pumping,45,1238,2.14,0,276133,2.14
Continuous meas. pumping,45,1239,2.14,0,276133,2.14
Continuous meas. pumping,45,1239,2.14,0,277066,2.14
Continuous meas. pumping,45,1239,2.07,0,277066,2.07
Continuous meas. pumping,45,1240,2.07,0,277066,2.07
Continuous meas. pumping,45,1240,2.07,0,277066,2.07
Continuous meas. pumping,45,1240,2.07,0,277066,2.07
Continuous meas. pumping,45,1241,2.07,0,277066,2.07
Continuous meas. pumping,45,1241,2.07,0,277066,2.07
Continuous meas. pumping,45,1241,2.07,0,277066,2.07
Continuous meas. pumping,45,1242,2.07,0,277066,2.07
Continuous meas. pumping,46,1242,2.07,0,277066,2.07
Continuous meas. pumping,46,1242,2.07,0,277066,2.07
Continuous meas. pumping,46,1243,2.07,0,275868,2.07
Continuous meas. pumping,46,1243,2.07,0,275868,2.07
Continuous meas. pumping,46,1244,2.07,0,275868,2.07
Continuous meas. pumping,46,1244,2.07,0,275868,2.07
Continuous meas. pumping,46,1244,2.07,0,275868,2.07
Continuous meas. pumping,46,1245,2.07,0,275868,2.07
Continuous meas. pumping,46,1245,2.07,0,275868,2.07
Continuous meas. pumping,46,1245,2.07,0,275868,2.07
Continuous meas. pumping,46,1246,2.07,0,275868,2.07
Continuous meas. pumping,46,1246,2.04,0,275868,2.04
Continuous meas. pumping,46,1246,2.04,0,275868,2.04
Continuous meas. pumping,46,1247,2.04,0,276670,2.04
Continuous meas. pumping,46,1247,2.04,0,276670,2.04
Continuous meas. pumping,46,1248,2.04,0,276670,2.04
Continuous meas. pumping,46,1248,2.04,0,276670,2.04
Continuous meas. pumping,46,1248,2.04,0,276670,2.04
Continuous meas. pumping,46,1249,2.04,0,276670,2.04
Continuous meas. pumping,46,1249,2.04,0,276670,2.04
Continuous meas. pumping,47,1249,2.04,0,276670,2.04
Continuous meas. pumping,47,1250,2.04,0,276670,2.04
Continuous meas. pumping,47,1250,2.04,0,276670,2.04
Continuous meas. pumping,47,1250,2.04,0,276670,2.04
Continuous meas. pumping,47,1251,2.04,0,272922,2.04
Continuous meas. pumping,47,1251,2.04,0,272922,2.04
Continuous meas. pumping,47,1252,2.04,0,272922,2.04
Continuous meas. pumping,47,1252,2.04,0,272922,2.04
Continuous meas. pumping,47,1252,2.04,0,272922,2.04
Continuous meas. pumping,47,1253,2.04,0,272922,2.04
Continuous meas. pumping,47,1253,2.11,0,272922,2.11
Continuous meas. pumping,47,1253,2.11,0,272922,2.11
Continuous meas. pumping,47,1254,2.11,0,272922,2.11
Continuous meas. pumping,47,1254,2.11,0,272922,2.11
Continuous meas. pumping,47,1254,2.11,0,272922,2.11
Continuous meas. pumping,47,1255,2.11,0,273032,2.11
Continuous meas. pumping,47,1255,2.11,0,273032,2.11
Continuous meas. pumping,47,1256,2.11,0,273032,2.11
Continuous meas. pumping,47,1256,2.11,0,273032,2.11
Continuous meas. pumping,47,1256,2.11,0,273032,2.11
Continuous meas. pumping,48,1257,2.11,0,273032,2.11
Continuous meas. pumping,48,1257,2.11,0,273032,2.11
Continuous meas. pumping,48,1257,2.11,0,273032,2.11
Continuous meas. pumping,48,1258,2.11,0,273032,2.11
Continuous meas. pumping,48,1258,2.11,0,273032,2.11
Continuous meas. pumping,48,1258,2.11,0,273032,2.11
Continuous meas. pumping,48,1259,2.11,0,277212,2.11
Continuous meas. pumping,48,1259,2.11,0,277212,2.11
Continuous meas. pumping,48,1260,2.11,0,277212,2.11
Continuous meas. pumping,48,1260,2.11,0,277212,2.11
Continuous meas. pumping,48,1260,2.09,0,277212,2.09
Continuous meas. pumping,48,1261,2.09,0,277212,2.09
Continuous meas. pumping,48,1261,2.09,0,277212,2.09
Continuous meas. pumping,48,1261,2.09,0,277212,2.09
Continuous meas. pumping,48,1262,2.09,0,277212,2.09
Continuous meas. pumping,48,1262,2.09,0,277212,2.09
Continuous meas. pumping,48,1262,2.09,0,277212,2.09
Continuous meas. pumping,48,1263,2.09,0,276299,2.09
Continuous meas. pumping,48,1263,2.09,0,276299,2.09
Continuous meas. pumping,48,1264,2.09,0,276299,2.09
Continuous meas. pumping,49,1264,2.09,0,276299,2.09
Continuous meas. pumping,49,1264,2.09,0,276299,2.09
Continuous meas. pumping,49,1265,2.09,0,276299,2.09
Continuous meas. pumping,49,1265,2.09,0,276299,2.09
Continuous meas. pumping,49,1265,2.09,0,276299,2.09
Continuous meas. pumping,49,1266,2.09,0,276299,2.09
Continuous meas. pumping,49,1266,2.09,0,276299,2.09
Continuous meas. pumping,49,1266,2.09,0,276299,2.09
Continuous meas. pumping,49,1267,2.09,0,276390,2.09
Continuous meas. pumping,49,1267,2.04,0,276390,2.04
Continuous meas. pumping,49,1268,2.04,0,276390,2.04
Continuous meas. pumping,49,1268,2.04,0,276390,2.04
Continuous meas. pumping,49,1268,2.04,0,276390,2.04
Continuous meas. pumping,49,1269,2.04,0,276390,2.04
Continuous meas. pumping,49,1269,2.04,0,276390,2.04
Continuous meas. pumping,49,1269,2.04,0,276390,2.04
Continuous meas. pumping,49,1270,2.04,0,276390,2.04
Continuous meas. pumping,49,1270,2.04,0,276390,2.04
Continuous meas. pumping,49,1270,2.04,0,276390,2.04
Continuous meas. pumping,49,1271,2.04,0,277087,2.04
Continuous meas. pumping,50,1271,2.04,0,277087,2.04
Continuous meas. pumping,50,1271,2.04,0,277087,2.04
Continuous meas. pumping,50,1272,2.04,0,277087,2.04
Continuous meas. pumping,50,1272,2.04,0,277087,2.04
Continuous meas. pumping,50,1273,2.04,0,277087,2.04
Continuous meas. pumping,50,1273,2.04,0,277087,2.04
Continuous meas. pumping,50,1273,2.04,0,277087,2.04
Continuous meas. pumping,50,1274,2.04,0,277087,2.04
Continuous meas. pumping,50,1274,2.04,0,277087,2.04
Continuous meas. pumping,50,1274,2.02,0,277087,2.02
Continuous meas. pumping,50,1275,2.02,0,276313,2.02
Continuous meas. pumping,50,1275,2.02,0,276313,2.02
Continuous meas. pumping,50,1275,2.02,0,276313,2.02
Continuous meas. pumping,50,1276,2.02,0,276313,2.02
Continuous meas. pumping,50,1276,2.02,0,276313,2.02
Continuous meas. pumping,50,1277,2.02,0,276313,2.02
Continuous meas. pumping,50,1277,2.02,0,276313,2.02
Continuous meas. pumping,50,1277,2.02,0,276313,2.02
Continuous meas. pumping,50,1278,2.02,0,276313,2.02
Continuous meas. pumping,50,1278,2.02,0,276313,2.02
Continuous meas. pumping,51,1278,2.02,0,276313,2.02
Continuous meas. pumping,51,1279,2.02,0,276887,2.02
Continuous meas. pumping,51,1279,2.02,0,276887,2.02
Continuous meas. pumping,51,1279,2.02,0,276887,2.02
Continuous meas. pumping,51,1280,2.02,0,276887,2.02
Continuous meas. pumping,51,1280,2.02,0,276887,2.02
Continuous meas. pumping,51,1281,2.02,0,276887,2.02
Continuous meas. pumping,51,1281,2.02,0,276887,2.02
Continuous meas. pumping,51,1281,2.17,0,276887,2.17
Continuous meas. pumping,51,1282,2.17,0,276887,2.17
Continuous meas. pumping,51,1282,2.17,0,276887,2.17
Continuous meas. pumping,51,1282,2.17,0,276887,2.17
Continuous meas. pumping,51,1283,2.17,0,279015,2.17
Continuous meas. pumping,51,1283,2.17,0,279015,2.17
Continuous meas. pumping,51,1283,2.17,0,279015,2.17
Continuous meas. pumping,51,1284,2.17,0,279015,2.17
Continuous meas. pumping,51,1284,2.17,0,279015,2.17
Continuous meas. pumping,51,1284,2.17,0,279015,2.17
Continuous meas. pumping,51,1285,2.17,0,279015,2.17
Continuous meas. pumping,51,1285,2.17,0,279015,2.17
Continuous meas. pumping,52,1286,2.17,0,279015,2.17
Continuous meas. pumping,52,1286,2.17,0,279015,2.17
Continuous meas. pumping,52,1286,2.17,0,279015,2.17
Continuous meas. pumping,52,1287,2.17,0,279015,2.17
Continuous meas. pumping,52,1287,2.17,0,276755,2.17
Continuous meas. pumping,52,1287,2.17,0,276755,2.17
Continuous meas. pumping,52,1288,2.17,0,276755,2.17
Continuous meas. pumping,52,1288,2.01,0,276755,2.01
Continuous meas. pumping,52,1288,2.01,0,276755,2.01
Continuous meas. pumping,52,1289,2.01,0,276755,2.01
Continuous meas. pumping,52,1289,2.01,0,276755,2.01
Continuous meas. pumping,52,1290,2.01,0,276755,2.01
Continuous meas. pumping,52,1290,2.01,0,276755,2.01
Continuous meas. pumping,52,1290,2.01,0,276755,2.01
Continuous meas. pumping,52,1291,2.01,0,276755,2.01
Continuous meas. pumping,52,1291,2.01,0,276822,2.01
Continuous meas. pumping,52,1291,2.01,0,276822,2.01
Continuous meas. pumping,52,1292,2.01,0,276822,2.01
Continuous meas. pumping,52,1292,2.01,0,276822,2.01
Continuous meas. pumping,52,1292,2.01,0,276822,2.01
Continuous meas. pumping,53,1293,2.01,0,276822,2.01
Continuous meas. pumping,53,1293,2.01,0,276822,2.01
Continuous meas. pumping,53,1293,2.01,0,276822,2.01
Continuous meas. pumping,53,1294,2.01,0,276822,2.01
Continuous meas. pumping,53,1294,2.01,0,276822,2.01
Continuous meas. pumping,53,1295,2.01,0,276822,2.01
Continuous meas. pumping,53,1295,2.01,0,276880,2.01
Continuous meas. pumping,53,1295,2.02,0,276880,2.02
Continuous meas. pumping,53,1296,2.02,0,276880,2.02
Continuous meas. pumping,53,1296,2.02,0,276880,2.02
Continuous meas. pumping,53,1296,2.02,0,276880,2.02
Continuous meas. pumping,53,1297,2.02,0,276880,2.02
Continuous meas. pumping,53,1297,2.02,0,276880,2.02
Continuous meas. pumping,53,1297,2.02,0,276880,2.02
Continuous meas. pumping,53,1298,2.02,0,276880,2.02
Continuous meas. pumping,53,1298,2.02,0,276880,2.02
Continuous meas. pumping,53,1299,2.02,0,276880,2.02
Continuous meas. pumping,53,1299,2.02,0,276087,2.02
Continuous meas. pumping,53,1299,2.02,0,276087,2.02
Continuous meas. pumping,53,1300,2.02,0,276087,2.02
Continuous meas. pumping,54,1300,2.02,0,276087,2.02
Continuous meas. pumping,54,1300,2.02,0,276087,2.02
Continuous meas. pumping,54,1301,2.02,0,276087,2.02
Continuous meas. pumping,54,1301,2.02,0,276087,2.02
Continuous meas. pumping,54,1301,2.02,0,276087,2.02
Continuous meas. pumping,54,1302,2.02,0,276087,2.02
Continuous meas. pumping,54,1302,2.02,0,276087,2.02
Continuous meas. pumping,54,1303,2.05,0,276087,2.05
Continuous meas. pumping,54,1303,2.05,0,275749,2.05
Continuous meas. pumping,54,1303,2.05,0,275749,2.05
Continuous meas. pumping,54,1304,2.05,0,275749,2.05
Continuous meas. pumping,54,1304,2.05,0,275749,2.05
Continuous meas. pumping,54,1304,2.05,0,275749,2.05
Continuous meas. pumping,54,1305,2.05,0,275749,2.05
Continuous meas. pumping,54,1305,2.05,0,275749,2.05
Continuous meas. pumping,54,1305,2.05,0,275749,2.05
Continuous meas. pumping,54,1306,2.05,0,275749,2.05
Continuous meas. pumping,54,1306,2.05,0,275749,2.05
Continuous meas. pumping,54,1307,2.05,0,275749,2.05
Continuous meas. pumping,54,1307,2.05,0,276131,2.05
Continuous meas. pumping,55,1307,2.05,0,276131,2.05
Continuous meas. pumping,55,1308,2.05,0,276131,2.05
Continuous meas. pumping,55,1308,2.05,0,276131,2.05
Continuous meas. pumping,55,1308,2.05,0,276131,2.05
Continuous meas. pumping,55,1309,2.05,0,276131,2.05
Continuous meas. pumping,55,1309,2.05,0,276131,2.05
Continuous meas. pumping,55,1309,2.05,0,276131,2.05
Continuous meas. pumping,55,1310,1.97,0,276131,1.97
Continuous meas. pumping,55,1310,1.97,0,276131,1.97
Continuous meas. pumping,55,1310,1.97,0,276131,1.97
Continuous meas. pumping,55,1311,1.97,0,274103,1.97
Continuous meas. pumping,55,1311,1.97,0,274103,1.97
Continuous meas. pumping,55,1312,1.97,0,274103,1.97
Continuous meas. pumping,55,1312,1.97,0,274103,1.97
Continuous meas. pumping,55,1312,1.97,0,274103,1.97
Continuous meas. pumping,55,1313,1.97,0,274103,1.97
Continuous meas. pumping,55,1313,1.97,0,274103,1.97
Continuous meas. pumping,55,1313,1.97,0,274103,1.97
Continuous meas. pumping,55,1314,1.97,0,274103,1.97
Continuous meas. pumping,55,1314,1.97,0,274103,1.97
Continuous meas. pumping,56,1314,1.97,0,274103,1.97
Continuous meas. pumping,56,1315,1.97,0,276160,1.97
Continuous meas. pumping,56,1315,1.97,0,276160,1.97
Continuous meas. pumping,56,1316,1.97,0,276160,1.97
Continuous meas. pumping,56,1316,1.97,0,276160,1.97
Continuous meas. pumping,56,1316,1.97,0,276160,1.97
Continuous meas. pumping,56,1317,1.97,0,276160,1.97
Continuous meas. pumping,56,1317,1.97,0,276160,1.97
Continuous meas. pumping,56,1317,1.97,0,276160,1.97
Continuous meas. pumping,56,1318,1.97,0,276160,1.97
Continuous meas. pumping,56,1318,1.97,0,276160,1.97
Continuous meas. pumping,56,1318,1.97,0,276160,1.97
Continuous meas. pumping,56,1319,1.97,0,275093,1.97
Continuous meas. pumping,56,1319,1.97,0,275093,1.97
Continuous meas. pumping,56,1320,1.97,0,275093,1.97
Continuous meas. pumping,56,1320,1.97,0,275093,1.97
Continuous meas. pumping,56,1320,1.97,0,275093,1.97
Continuous meas. pumping,56,1321,1.97,0,275093,1.97
Continuous meas. pumping,56,1321,1.97,0,275093,1.97
Continuous meas. pumping,56,1321,1.97,0,275093,1.97
Continuous meas. pumping,57,1322,1.97,0,275093,1.97
Continuous meas. pumping,57,1322,1.97,0,275093,1.97
Continuous meas. pumping,57,1322,1.97,0,275093,1.97
Continuous meas. pumping,57,1323,1.97,0,277088,1.97
Continuous meas. pumping,57,1323,1.97,0,277088,1.97
Continuous meas. pumping,57,1324,1.97,0,277088,1.97
Continuous meas. pumping,57,1324,1.97,0,277088,1.97
Continuous meas. pumping,57,1324,1.97,0,277088,1.97
Continuous meas. pumping,57,1325,1.97,0,277088,1.97
Continuous meas. pumping,57,1325,1.9,0,277088,1.9
Continuous meas. pumping,57,1325,1.9,0,277088,1.9
Continuous meas. pumping,57,1326,1.9,0,277088,1.9
Continuous meas. pumping,57,1326,1.9,0,277088,1.9
Continuous meas. pumping,57,1326,1.9,0,277088,1.9
Continuous meas. pumping,57,1327,1.9,0,276119,1.9
Continuous meas. pumping,57,1327,1.9,0,276119,1.9
Continuous meas. pumping,57,1327,1.9,0,276119,1.9
Continuous meas. pumping,57,1328,1.9,0,276119,1.9
Continuous meas. pumping,57,1328,1.9,0,276119,1.9
Continuous meas. pumping,57,1329,1.9,0,276119,1.9
Continuous meas. pumping,58,1329,1.9,0,276119,1.9
Continuous meas. pumping,58,1329,1.9,0,276119,1.9
Continuous meas. pumping,58,1330,1.9,0,276119,1.9
Continuous meas. pumping,58,1330,1.9,0,276119,1.9
Continuous meas. pumping,58,1330,1.9,0,276119,1.9
Continuous meas. pumping,58,1331,1.9,0,275783,1.9
Continuous meas. pumping,58,1331,1.9,0,275783,1.9
Continuous meas. pumping,58,1331,1.9,0,275783,1.9
Continuous meas. pumping,58,1332,1.9,0,275783,1.9
Continuous meas. pumping,58,1332,1.9,0,275783,1.9
Continuous meas. pumping,58,1333,1.82,0,275783,1.82
Continuous meas. pumping,58,1333,1.82,0,275783,1.82
Continuous meas. pumping,58,1333,1.82,0,275783,1.82
Continuous meas. pumping,58,1334,1.82,0,275783,1.82
Continuous meas. pumping,58,1334,1.82,0,275783,1.82
Continuous meas. pumping,58,1334,1.82,0,275783,1.82
Continuous meas. pumping,58,1335,1.82,0,276716,1.82
Continuous meas. pumping,58,1335,1.82,0,276716,1.82
Continuous meas. pumping,58,1335,1.82,0,276716,1.82
Continuous meas. pumping,58,1336,1.82,0,276716,1.82
Continuous meas. pumping,59,1336,1.82,0,276716,1.82
Continuous meas. pumping,59,1337,1.82,0,276716,1.82
Continuous meas. pumping,59,1337,1.82,0,276716,1.82
Continuous meas. pumping,59,1337,1.82,0,276716,1.82
Continuous meas. pumping,59,1338,1.82,0,276716,1.82
Continuous meas. pumping,59,1338,1.82,0,276716,1.82
Continuous meas. pumping,59,1338,1.82,0,276716,1.82
Continuous meas. pumping,59,1339,1.82,0,276439,1.82
Continuous meas. pumping,59,1339,1.82,0,276439,1.82
Continuous meas. pumping,59,1339,1.82,0,276439,1.82
Continuous meas. pumping,59,1340,1.82,0,276439,1.82
Continuous meas. pumping,59,1340,1.87,0,276439,1.87
Continuous meas. pumping,59,1341,1.87,0,276439,1.87
Continuous meas. pumping,59,1341,1.87,0,276439,1.87
Continuous meas. pumping,59,1341,1.87,0,276439,1.87
Continuous meas. pumping,59,1342,1.87,0,276439,1.87
Continuous meas. pumping,59,1342,1.87,0,276439,1.87
Continuous meas. pumping,59,1342,1.87,0,276439,1.87
Continuous meas. pumping,59,1343,1.87,0,278599,1.87
Continuous meas. pumping,59,1343,1.87,0,278599,1.87
Continuous meas. pumping,60,1343,1.87,0,278599,1.87
Continuous meas. pumping,60,1344,1.87,0,278599,1.87
Continuous meas. pumping,60,1344,1.87,0,278599,1.87
Continuous meas. pumping,60,1345,1.87,0,278599,1.87
Continuous meas. pumping,60,1345,1.87,0,278599,1.87
Continuous meas. pumping,60,1345,1.87,0,278599,1.87
