Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
Multi 3420; 16080683;1;05.06.2019 11:39:34;514;µS/cm;Cond;10,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:39:39;471;µS/cm;Cond;10,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:39:44;517;µS/cm;Cond;10,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:39:49;501;µS/cm;Cond;10,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:39:54;479;µS/cm;Cond;10,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:39:59;505;µS/cm;Cond;10,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:04;514;µS/cm;Cond;11,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:09;510;µS/cm;Cond;11,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:14;511;µS/cm;Cond;11,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:19;502;µS/cm;Cond;11,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:24;503;µS/cm;Cond;11,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:29;497;µS/cm;Cond;11,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:34;515;µS/cm;Cond;11,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:39;474;µS/cm;Cond;11,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:44;494;µS/cm;Cond;11,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:49;498;µS/cm;Cond;11,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:54;518;µS/cm;Cond;11,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:40:59;491;µS/cm;Cond;11,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:04;512;µS/cm;Cond;11,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:09;522;µS/cm;Cond;11,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:14;509;µS/cm;Cond;11,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:19;500;µS/cm;Cond;11,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:24;484;µS/cm;Cond;11,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:29;479;µS/cm;Cond;11,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:34;508;µS/cm;Cond;11,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:39;490;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:44;489;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:49;489;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:54;490;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:41:59;495;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:04;498;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:09;500;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:14;488;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:19;531;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:24;508;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:29;524;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:34;510;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:39;513;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:44;511;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:49;514;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:54;500;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:42:59;501;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:04;487;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:09;495;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:14;503;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:19;484;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:24;473;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:29;496;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:34;521;µS/cm;Cond;11,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:39;515;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:44;513;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:49;524;µS/cm;Cond;11,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:54;503;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:43:59;487;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:04;539;µS/cm;Cond;11,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:09;518;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:14;492;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:19;503;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:24;488;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:29;491;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:34;509;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:39;486;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:44;488;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:49;490;µS/cm;Cond;11,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:54;497;µS/cm;Cond;11,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:44:59;483;µS/cm;Cond;11,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:04;498;µS/cm;Cond;11,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:09;489;µS/cm;Cond;11,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:14;493;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:19;509;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:24;512;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:29;495;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:34;503;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:39;512;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:44;503;µS/cm;Cond;12,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:49;505;µS/cm;Cond;12,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:54;500;µS/cm;Cond;12,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:45:59;505;µS/cm;Cond;12,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:04;499;µS/cm;Cond;12,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:09;530;µS/cm;Cond;12,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:14;499;µS/cm;Cond;12,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:19;492;µS/cm;Cond;12,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:24;497;µS/cm;Cond;12,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:29;506;µS/cm;Cond;12,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:34;507;µS/cm;Cond;12,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:39;523;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:44;510;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:49;495;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:54;483;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:46:59;502;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:04;509;µS/cm;Cond;12,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:09;512;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:14;493;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:19;495;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:24;505;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:29;485;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:34;504;µS/cm;Cond;12,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:39;499;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:44;496;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:49;504;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:54;526;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:47:59;481;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:04;498;µS/cm;Cond;12,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:09;493;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:14;512;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:19;502;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:24;496;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:29;478;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:34;524;µS/cm;Cond;12,6;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:39;486;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:44;478;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:49;501;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:54;476;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:48:59;510;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:04;474;µS/cm;Cond;12,7;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:09;510;µS/cm;Cond;12,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:14;490;µS/cm;Cond;12,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:19;517;µS/cm;Cond;12,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:24;491;µS/cm;Cond;12,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:29;506;µS/cm;Cond;12,8;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:34;499;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:39;520;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:44;481;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:49;509;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:54;509;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:49:59;487;µS/cm;Cond;12,9;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:04;488;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:09;487;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:14;494;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:19;502;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:24;496;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:29;527;µS/cm;Cond;13,0;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:34;500;µS/cm;Cond;13,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:39;512;µS/cm;Cond;13,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:44;483;µS/cm;Cond;13,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:49;499;µS/cm;Cond;13,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:54;496;µS/cm;Cond;13,1;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:50:59;506;µS/cm;Cond;13,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:04;515;µS/cm;Cond;13,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:09;505;µS/cm;Cond;13,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:14;496;µS/cm;Cond;13,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:19;503;µS/cm;Cond;13,2;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:24;503;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:29;511;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:34;495;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:39;502;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:44;489;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:49;509;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:54;512;µS/cm;Cond;13,3;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:51:59;510;µS/cm;Cond;13,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:04;510;µS/cm;Cond;13,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:09;518;µS/cm;Cond;13,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:14;515;µS/cm;Cond;13,4;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:19;515;µS/cm;Cond;13,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:24;538;µS/cm;Cond;13,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
Multi 3420; 16080683;1;05.06.2019 11:52:29;512;µS/cm;Cond;13,5;°C;Temp;;;C = 0,475 1/cm   Tref25   nLF;TetraCon 925-P; 13480800;
