No;Datetime [local time]Europe/Zurich;Datetime [UTC];p [bar] - luiw_arc1_268;T Sonde [°C] - luiw_arc1_268;PBaro [bar] - luiw_arc1_268;TBaro [°C] - luiw_arc1_268;Conductivity Tc [mS/cm] - luiw_arc1_268;p Sonde 2 [bar] - luiw_arc1_268;p Sonde 3 [bar] - luiw_arc1_268;T Sonde 2 [°C] - luiw_arc1_268;T Sonde 3 [°C] - luiw_arc1_268;Conductivity Tc (2) [mS/cm] - luiw_arc1_268;Conductivity Tc (3) [mS/cm] - luiw_arc1_268
185;2018-06-12 12:32:20.986;2018-06-12T10:32:20.986Z;0.957270145;24.36505127;;;0.002889976;;;;;;
186;2018-06-12 12:37:20.978;2018-06-12T10:37:20.978Z;0.957306385;24.357788086;;;0.002591546;;;;;;
187;2018-06-12 12:42:20.985;2018-06-12T10:42:20.985Z;0.957274437;24.354064941;;;0.003188779;;;;;;
188;2018-06-12 12:47:20.976;2018-06-12T10:47:20.976Z;0.957327366;24.346740723;;;0.002393642;;;;;;
189;2018-06-12 12:52:20.976;2018-06-12T10:52:20.976Z;0.9572649;24.335754395;;;0.002493206;;;;;;
190;2018-06-12 12:57:20.977;2018-06-12T10:57:20.977Z;0.957250834;24.324707031;;;0.003190767;;;;;;
191;2018-06-12 13:02:20.983;2018-06-12T11:02:20.983Z;0.95729804;24.313720703;;;0.003191264;;;;;;
192;2018-06-12 13:07:20.978;2018-06-12T11:07:20.978Z;0.957246542;24.302734375;;;0.002992686;;;;;;
193;2018-06-12 13:12:20.979;2018-06-12T11:12:20.979Z;0.957188845;24.291687012;;;0.002894031;;;;;;
194;2018-06-12 13:17:20.974;2018-06-12T11:17:20.974Z;0.957175255;24.277038574;;;0.002296926;;;;;;
195;2018-06-12 13:22:20.983;2018-06-12T11:22:20.983Z;0.957091331;24.269714355;;;0.003095125;;;;;;
196;2018-06-12 13:27:20.999;2018-06-12T11:27:20.999Z;0.957112789;24.258605957;;;0.002895836;;;;;;
197;2018-06-12 13:32:20.986;2018-06-12T11:32:20.986Z;0.957098722;24.251342773;;;0.003096091;;;;;;
198;2018-06-12 13:37:20.978;2018-06-12T11:37:20.978Z;0.957061529;24.24395752;;;0.002498264;;;;;;
199;2018-06-12 13:42:20.987;2018-06-12T11:42:20.987Z;0.957042456;24.24395752;;;0.002598017;;;;;;
200;2018-06-12 13:47:20.996;2018-06-12T11:47:20.996Z;0.957108259;24.247619629;;;0.00279748;;;;;;
201;2018-06-12 13:52:20.985;2018-06-12T11:52:20.985Z;0.957034111;24.247619629;;;0.002996889;;;;;;
202;2018-06-12 13:57:21.044;2018-06-12T11:57:21.044Z;0.9569695;24.251342773;;;0.003096574;;;;;;
203;2018-06-12 14:02:20.977;2018-06-12T12:02:20.977Z;0.95686245;24.258605957;;;0.002498264;;;;;;
204;2018-06-12 14:07:20.984;2018-06-12T12:07:20.984Z;0.956966877;24.262329102;;;0.002697334;;;;;;
205;2018-06-12 14:12:21.003;2018-06-12T12:12:21.003Z;0.956975937;24.265991211;;;0.002497484;;;;;;
206;2018-06-12 14:17:20.977;2018-06-12T12:17:20.977Z;0.956908226;24.269714355;;;0.002696913;;;;;;
207;2018-06-12 14:22:20.995;2018-06-12T12:22:20.995Z;0.956892967;24.280700684;;;0.003095608;;;;;;
208;2018-06-12 14:27:22.181;2018-06-12T12:27:22.181Z;0.956919193;24.280700684;;;0.002895836;;;;;;
209;2018-06-12 14:27:23.257;2018-06-12T12:27:23.257Z;0.956919193;24.280700684;;;0.002895836;;;;;;
210;2018-06-12 14:32:20.975;2018-06-12T12:32:20.975Z;0.956936359;24.280700684;;;0.002995487;;;;;;
211;2018-06-12 14:37:20.981;2018-06-12T12:37:20.981Z;0.956976891;24.280700684;;;0.002995487;;;;;;
212;2018-06-12 14:42:20.981;2018-06-12T12:42:20.981Z;0.956933498;24.27331543;;;0.002696913;;;;;;
213;2018-06-12 14:47:20.981;2018-06-12T12:47:20.981Z;0.95691967;24.262329102;;;0.00289674;;;;;;
214;2018-06-12 14:52:20.989;2018-06-12T12:52:20.989Z;0.956850767;24.251342773;;;0.002598017;;;;;;
215;2018-06-12 14:57:27.998;2018-06-12T12:57:27.998Z;0.956916094;24.24029541;;;0.002498654;;;;;;
216;2018-06-12 15:02:21.441;2018-06-12T13:02:21.441Z;0.956945181;24.225585938;;;0.00269944;;;;;;
217;2018-06-12 15:07:21.436;2018-06-12T13:07:21.436Z;0.956874847;24.203552246;;;0.002500996;;;;;;
218;2018-06-12 15:12:21.443;2018-06-12T13:12:21.443Z;0.956879139;24.188842773;;;0.002601264;;;;;;
219;2018-06-12 15:17:21.431;2018-06-12T13:17:21.431Z;0.956969976;24.174194336;;;0.002401871;;;;;;
220;2018-06-12 15:22:21.435;2018-06-12T13:22:21.435Z;0.956946373;24.152160645;;;0.002503342;;;;;;
221;2018-06-12 15:27:21.430;2018-06-12T13:27:21.430Z;0.956827879;24.133789062;;;0.003103839;;;;;;
222;2018-06-12 15:32:21.429;2018-06-12T13:32:21.429Z;0.95683217;24.111755371;;;0.002705354;;;;;;
223;2018-06-12 15:37:21.431;2018-06-12T13:37:21.431Z;0.956805229;24.096984863;;;0.003206251;;;;;;
224;2018-06-12 15:42:21.428;2018-06-12T13:42:21.428Z;0.956804991;24.082336426;;;0.002606967;;;;;;
