06-02079,Port1,Port2,Port3,Port4,Port4,Port4,Port5,Port5,Port6,Port6,Port7,Port7,Port8,Port8
# Records: 24601,10HS Soil Moisture,10HS Soil Moisture,10HS Soil Moisture,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 12 Moisture/Temp/EC,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,TEROS 21 Water Potential/Temp,Battery,Battery,Barometer,Barometer
Timestamps, m³/m³ Water Content, m³/m³ Water Content, m³/m³ Water Content, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, °C Soil Temperature, kPa Matric Potential, °C Soil Temperature,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
2018-09-14 12:30:00,0.135,0.158,0.146,0.081,17.0,5.436,-8384.9,17.5,-44801.8,17.0,100,6603,96.81,19.8
2018-09-14 12:45:00,0.135,0.157,0.146,0.081,16.9,5.901,-8441.0,17.5,-45122.7,17.0,100,6600,96.8,19.4
2018-09-14 13:00:00,0.135,0.157,0.146,0.082,16.9,5.001,-8611.8,17.5,-45278.9,17.0,100,6598,96.8,19.5
2018-09-14 13:15:00,0.135,0.157,0.146,0.081,16.9,5.605,-8556.5,17.5,-45425.1,17.0,100,6596,96.78,19.7
2018-09-14 13:30:00,0.135,0.157,0.146,0.082,16.9,5.131,-8570.3,17.5,-45550.7,17.0,100,6594,96.77,19.9
2018-09-14 13:45:00,0.135,0.157,0.146,0.081,16.9,5.401,-8381.0,17.5,-46783.8,17.0,100,6592,96.76,20.1
2018-09-14 14:00:00,0.135,0.157,0.146,0.081,16.9,5.942,-8548.6,17.5,-46622.5,17.0,100,6592,96.76,20.4
2018-09-14 14:15:00,0.135,0.157,0.146,0.081,16.9,5.401,-8367.5,17.5,-46440.4,17.0,100,6600,96.74,21.0
2018-09-14 14:30:00,0.134,0.157,0.146,0.081,16.9,6.948,-8419.7,17.5,-46697.7,17.0,100,6607,96.71,22.8
2018-09-14 14:45:00,0.135,0.157,0.146,0.081,16.9,6.547,-8481.9,17.5,-46483.1,17.0,100,6605,96.69,23.8
2018-09-14 15:00:00,0.135,0.157,0.146,0.081,16.9,7.238,-8499.5,17.5,-46386.9,17.0,100,6610,96.69,23.8
2018-09-14 15:15:00,0.135,0.157,0.147,0.081,16.9,8.944,-8448.8,17.6,-49158.1,17.0,100,6620,96.68,25.3
2018-09-14 15:30:00,0.135,0.157,0.147,0.081,16.9,7.516,-8375.2,17.6,-46472.4,17.0,100,6619,96.66,26.9
2018-09-14 15:45:00,0.136,0.157,0.147,0.081,16.9,7.155,-8411.9,17.6,-48718.7,17.0,100,6616,96.65,26.5
2018-09-14 16:00:00,0.136,0.157,0.146,0.081,16.9,7.447,-8197.8,17.6,-47086.4,17.0,100,6613,96.65,25.6
2018-09-14 16:15:00,0.136,0.157,0.146,0.081,16.9,5.795,-8209.1,17.7,-47336.4,17.0,100,6612,96.65,24.3
2018-09-14 16:30:00,0.136,0.157,0.145,0.081,16.9,6.126,-8018.5,17.8,-47369.1,17.0,100,6610,96.66,23.4
2018-09-14 16:45:00,0.137,0.157,0.145,0.081,16.9,5.807,-8089.0,17.8,-48617.8,17.0,100,6609,96.66,22.9
2018-09-14 17:00:00,0.137,0.157,0.145,0.081,16.9,6.25,-8029.6,17.9,-48528.3,17.0,100,6609,96.66,22.4
2018-09-14 17:15:00,0.137,0.157,0.145,0.081,16.9,6.25,-7877.6,17.9,-46999.7,17.0,100,6608,96.66,22.1
2018-09-14 17:30:00,0.137,0.157,0.145,0.081,16.9,5.715,-7996.4,18.0,-48819.7,17.0,100,6606,96.67,21.9
2018-09-14 17:45:00,0.137,0.157,0.145,0.081,16.9,5.401,-8090.9,18.0,-47906.6,17.0,100,6603,96.68,21.7
2018-09-14 18:00:00,0.137,0.157,0.145,0.081,16.9,5.541,-7751.7,18.1,-45951.1,16.9,100,6603,96.68,21.5
2018-09-14 18:15:00,0.137,0.157,0.145,0.082,16.9,5.329,-7857.7,18.1,-47401.9,16.9,100,6603,96.69,21.3
2018-09-14 18:30:00,0.137,0.157,0.145,0.082,16.9,4.968,-7717.8,18.2,-46035.8,16.9,100,6601,96.7,21.0
2018-09-14 18:45:00,0.137,0.157,0.145,0.082,16.9,5.082,-7654.1,18.2,-46344.2,16.9,100,6601,96.7,20.7
2018-09-14 19:00:00,0.137,0.157,0.144,0.082,16.9,4.87,-7511.0,18.2,-48977.4,16.9,100,6597,96.71,20.4
2018-09-14 19:15:00,0.137,0.157,0.144,0.082,16.9,4.922,-7351.8,18.3,-48138.8,16.9,100,6596,96.73,20.1
2018-09-14 19:30:00,0.137,0.157,0.144,0.082,16.9,5.25,-7196.1,18.3,-46794.6,16.9,100,6599,96.73,19.9
2018-09-14 19:45:00,0.137,0.157,0.144,0.082,16.9,5.391,-7336.6,18.3,-50395.9,16.9,100,6599,96.74,19.7
2018-09-14 20:00:00,0.137,0.157,0.144,0.082,16.9,5.082,-7401.1,18.3,-49067.7,16.9,100,6597,96.76,19.6
2018-09-14 20:15:00,0.137,0.157,0.144,0.081,16.9,5.696,-6870.6,18.4,-49635.9,16.9,100,6595,96.78,19.4
2018-09-14 20:30:00,0.137,0.157,0.144,0.082,16.9,4.87,-7058.2,18.4,-48094.5,17.0,100,6594,96.79,19.2
2018-09-14 20:45:00,0.137,0.157,0.144,0.082,16.9,5.391,-6876.9,18.4,-50419.1,17.0,100,6592,96.81,19.0
2018-09-14 21:00:00,0.137,0.157,0.144,0.082,16.9,4.991,-6947.0,18.4,-49830.5,17.0,100,6595,96.83,18.8
2018-09-14 21:15:00,0.137,0.157,0.144,0.082,16.9,5.117,-6886.5,18.4,-48977.4,17.0,100,6592,96.85,18.6
2018-09-14 21:30:00,0.137,0.157,0.144,0.082,16.9,5.25,-6956.6,18.4,-49430.6,17.0,100,6593,96.85,18.4
2018-09-14 21:45:00,0.137,0.157,0.144,0.082,16.9,4.991,-7239.3,18.4,-46816.1,17.0,100,6590,96.87,18.2
2018-09-14 22:00:00,0.137,0.157,0.144,0.082,16.9,5.117,-6967.8,18.4,-48094.5,17.0,100,6590,96.86,18.0
2018-09-14 22:15:00,0.137,0.157,0.144,0.082,16.9,5.25,-7053.4,18.4,-46913.2,17.0,100,6588,96.86,17.7
2018-09-14 22:30:00,0.137,0.157,0.144,0.082,16.9,5.117,-6939.0,18.4,-46730.0,17.0,100,6586,96.87,17.5
2018-09-14 22:45:00,0.137,0.157,0.144,0.081,16.9,5.539,-6804.5,18.4,-44034.7,17.0,100,6587,96.88,17.3
2018-09-14 23:00:00,0.137,0.157,0.144,0.082,16.9,4.87,-6969.4,18.4,-43641.1,17.0,100,6586,96.89,17.1
2018-09-14 23:15:00,0.137,0.157,0.144,0.082,17.0,4.989,-6934.2,18.4,-46440.4,17.0,100,6587,96.9,16.9
2018-09-14 23:30:00,0.137,0.157,0.144,0.082,17.0,4.868,-6619.0,18.4,-46762.3,17.0,100,6583,96.91,16.7
2018-09-14 23:45:00,0.138,0.157,0.144,0.082,17.0,4.868,-6963.0,18.4,-45866.5,17.0,100,6586,96.92,16.5
2018-09-15 00:00:00,0.138,0.157,0.144,0.082,17.0,4.988,-6867.4,18.4,-44340.0,17.0,100,6584,96.93,16.3
2018-09-15 00:15:00,0.138,0.157,0.144,0.082,17.0,5.115,-6807.6,18.3,-46237.6,17.0,100,6574,96.93,16.3
2018-09-15 00:30:00,0.138,0.157,0.144,0.082,17.0,4.743,-6784.2,18.3,-45216.4,17.0,100,6577,96.93,16.2
2018-09-15 00:45:00,0.138,0.157,0.144,0.082,17.0,4.977,-6974.2,18.3,-42256.7,17.0,100,6575,96.94,16.0
2018-09-15 01:00:00,0.138,0.157,0.144,0.082,17.0,4.732,-6923.0,18.3,-42903.8,17.0,100,6573,96.95,16.0
2018-09-15 01:15:00,0.138,0.157,0.144,0.082,17.0,4.868,-7074.5,18.3,-45164.3,17.0,100,6575,96.96,15.9
2018-09-15 01:30:00,0.138,0.157,0.144,0.082,17.0,5.115,-7136.7,18.2,-42052.9,17.0,100,6574,96.98,15.8
2018-09-15 01:45:00,0.138,0.157,0.144,0.082,17.0,4.988,-6859.5,18.2,-44360.4,17.0,100,6571,96.98,15.9
2018-09-15 02:00:00,0.138,0.157,0.144,0.082,17.0,4.754,-7032.3,18.2,-43340.7,17.0,100,6571,96.99,15.9
2018-09-15 02:15:00,0.138,0.157,0.144,0.082,17.0,5.236,-7144.9,18.2,-44698.8,17.0,100,6572,96.98,15.9
2018-09-15 02:30:00,0.138,0.157,0.144,0.082,17.0,4.988,-7206.0,18.2,-41859.6,17.0,100,6571,96.98,15.9
2018-09-15 02:45:00,0.138,0.157,0.144,0.082,17.0,4.857,-7102.2,18.1,-44493.4,17.0,100,6570,96.99,15.9
2018-09-15 03:00:00,0.138,0.157,0.144,0.082,17.0,4.868,-7262.7,18.1,-40953.9,17.0,100,6571,96.99,15.8
2018-09-15 03:15:00,0.138,0.157,0.144,0.082,17.0,5.103,-7224.3,18.1,-42884.0,17.0,100,6569,96.99,15.8
2018-09-15 03:30:00,0.138,0.157,0.144,0.082,17.0,5.376,-7077.8,18.1,-42706.6,17.0,100,6568,97.0,15.8
2018-09-15 03:45:00,0.138,0.157,0.144,0.082,17.0,5.115,-7566.5,18.0,-39847.0,17.0,100,6568,97.0,15.8
2018-09-15 04:00:00,0.138,0.157,0.144,0.082,17.0,5.248,-7321.4,18.0,-43131.6,17.1,100,6570,97.0,15.6
2018-09-15 04:15:00,0.138,0.157,0.144,0.082,17.0,4.441,-7355.2,18.0,-39727.9,17.1,100,6568,96.99,15.5
2018-09-15 04:30:00,0.138,0.157,0.144,0.082,17.0,4.857,-7526.5,18.0,-40822.1,17.1,100,6566,97.0,15.3
2018-09-15 04:45:00,0.138,0.157,0.144,0.082,17.0,5.103,-7559.5,18.0,-40049.4,17.1,100,6568,97.0,15.1
2018-09-15 05:00:00,0.138,0.157,0.144,0.082,17.0,4.645,-7523.1,17.9,-38671.9,17.1,100,6565,97.01,14.8
2018-09-15 05:15:00,0.138,0.157,0.144,0.082,17.0,4.988,-7394.3,17.9,-39264.1,17.1,100,6562,97.02,14.6
2018-09-15 05:30:00,0.138,0.157,0.144,0.081,17.0,5.524,-7467.8,17.9,-38370.3,17.1,100,6565,97.02,14.5
2018-09-15 05:45:00,0.138,0.157,0.144,0.082,17.0,4.255,-7409.6,17.9,-37983.5,17.1,100,6564,97.02,14.4
2018-09-15 06:00:00,0.138,0.157,0.143,0.082,17.0,5.248,-7561.3,17.8,-39691.3,17.1,100,6562,97.04,14.3
2018-09-15 06:15:00,0.138,0.157,0.144,0.082,17.0,5.103,-7801.8,17.8,-40475.8,17.1,100,6562,97.04,14.2
2018-09-15 06:30:00,0.138,0.157,0.144,0.082,17.0,4.857,-7687.7,17.8,-38441.1,17.1,100,6561,97.04,14.2
2018-09-15 06:45:00,0.138,0.157,0.144,0.082,17.0,4.541,-7767.8,17.8,-37419.3,17.1,100,6562,97.05,14.2
2018-09-15 07:00:00,0.138,0.157,0.144,0.082,17.0,4.977,-7979.9,17.7,-40550.4,17.1,100,6562,97.07,14.1
2018-09-15 07:15:00,0.138,0.157,0.143,0.082,17.0,5.115,-7825.2,17.7,-37316.0,17.1,100,6562,97.08,14.1
2018-09-15 07:30:00,0.138,0.157,0.144,0.082,17.0,4.868,-7968.8,17.7,-37221.6,17.1,100,6561,97.08,14.0
2018-09-15 07:45:00,0.138,0.157,0.144,0.082,17.0,4.645,-7890.3,17.6,-37118.9,17.1,100,6559,97.1,14.0
2018-09-15 08:00:00,0.138,0.157,0.144,0.082,17.0,4.346,-7884.9,17.6,-40040.1,17.1,100,6559,97.1,14.0
2018-09-15 08:15:00,0.138,0.157,0.144,0.082,17.0,4.754,-7906.7,17.6,-40784.5,17.1,100,6559,97.12,14.1
2018-09-15 08:30:00,0.138,0.157,0.144,0.082,17.0,4.441,-8124.5,17.6,-39590.9,17.1,100,6559,97.12,14.2
2018-09-15 08:45:00,0.138,0.157,0.144,0.082,17.0,5.388,-8000.1,17.5,-38352.7,17.1,100,6556,97.13,14.4
2018-09-15 09:00:00,0.138,0.157,0.144,0.082,17.0,4.441,-7976.2,17.5,-39920.5,17.1,100,6559,97.13,14.5
2018-09-15 09:15:00,0.138,0.157,0.144,0.082,17.0,4.551,-8040.7,17.5,-38185.2,17.1,100,6560,97.14,14.7
2018-09-15 09:30:00,0.138,0.157,0.144,0.082,17.0,4.386,-8115.1,17.5,-40756.4,17.1,100,6555,97.14,15.1
2018-09-15 09:45:00,0.138,0.157,0.144,0.082,17.0,4.732,-8209.1,17.4,-39618.3,17.1,100,6559,97.15,15.8
2018-09-15 10:00:00,0.138,0.157,0.144,0.082,17.0,5.236,-8085.3,17.4,-39354.6,17.1,100,6559,97.16,16.2
2018-09-15 10:15:00,0.138,0.157,0.144,0.082,17.0,4.988,-8122.6,17.4,-39636.5,17.1,100,6560,97.16,16.4
2018-09-15 10:30:00,0.138,0.157,0.144,0.081,17.0,5.537,-8298.4,17.4,-41067.2,17.1,100,6562,97.16,16.8
2018-09-15 10:45:00,0.138,0.157,0.144,0.081,17.0,5.524,-8273.6,17.3,-35982.8,17.0,100,6561,97.17,17.2
2018-09-15 11:00:00,0.138,0.157,0.144,0.082,17.0,4.431,-8388.7,17.3,-39957.2,17.0,100,6559,97.16,17.6
2018-09-15 11:15:00,0.138,0.157,0.144,0.082,17.0,5.388,-8361.7,17.3,-40681.4,17.0,100,6559,97.16,18.1
2018-09-15 11:30:00,0.138,0.157,0.144,0.081,17.0,5.524,-8452.7,17.3,-38211.6,17.0,100,6559,97.16,18.5
2018-09-15 11:45:00,0.138,0.157,0.144,0.081,17.0,5.511,-8515.2,17.3,-40132.4,17.0,100,6560,97.16,18.8
2018-09-15 12:00:00,0.138,0.157,0.144,0.082,17.0,5.376,-8410.0,17.2,-41447.2,17.0,100,6558,97.17,19.1
2018-09-15 12:15:00,0.138,0.157,0.144,0.082,17.0,5.236,-8443.0,17.2,-38841.5,17.0,100,6561,97.16,19.4
2018-09-15 12:30:00,0.138,0.157,0.144,0.081,17.0,5.537,-8617.8,17.2,-39938.8,17.0,100,6559,97.15,19.6
2018-09-15 12:45:00,0.138,0.157,0.144,0.082,17.0,5.115,-8476.1,17.2,-41199.8,17.0,100,6560,97.14,19.9
2018-09-15 13:00:00,0.138,0.157,0.144,0.082,17.0,4.977,-8433.3,17.2,-40308.4,17.0,100,6561,97.12,20.2
2018-09-15 13:15:00,0.138,0.157,0.144,0.082,17.0,5.103,-8542.7,17.2,-38027.3,17.0,100,6562,97.11,20.4
2018-09-15 13:30:00,0.138,0.157,0.145,0.082,17.0,5.376,-8373.3,17.2,-43410.6,17.0,100,6560,97.1,20.6
2018-09-15 13:45:00,0.138,0.157,0.145,0.082,17.0,5.376,-8410.0,17.2,-41648.1,17.0,100,6563,97.09,20.8
2018-09-15 14:00:00,0.138,0.157,0.145,0.082,17.0,4.988,-8480.0,17.2,-42884.0,17.0,100,6561,97.08,21.1
2018-09-15 14:15:00,0.138,0.157,0.145,0.081,17.0,5.537,-8554.5,17.2,-42893.9,17.0,100,6568,97.07,21.6
2018-09-15 14:30:00,0.138,0.157,0.146,0.081,17.0,5.834,-8511.3,17.2,-40615.8,17.0,100,6575,97.05,23.3
2018-09-15 14:45:00,0.138,0.157,0.146,0.081,16.9,6.866,-8468.3,17.2,-41590.6,17.0,100,6577,97.04,24.2
2018-09-15 15:00:00,0.138,0.157,0.146,0.081,16.9,6.211,-8375.2,17.3,-39581.8,17.0,100,6587,97.03,24.1
2018-09-15 15:15:00,0.137,0.157,0.147,0.081,16.9,6.866,-8458.5,17.3,-41657.7,17.0,100,6602,97.0,26.3
2018-09-15 15:30:00,0.137,0.157,0.147,0.081,16.9,6.866,-8321.4,17.3,-41001.1,17.0,100,6601,96.98,28.3
2018-09-15 15:45:00,0.137,0.157,0.147,0.081,16.9,6.425,-8446.9,17.3,-44309.4,17.0,100,6596,96.97,27.3
2018-09-15 16:00:00,0.138,0.157,0.146,0.081,16.9,6.211,-8290.8,17.4,-41124.0,17.0,100,6595,96.97,25.9
2018-09-15 16:15:00,0.138,0.157,0.146,0.081,16.9,6.85,-8216.7,17.4,-44740.0,17.0,100,6594,96.97,24.9
2018-09-15 16:30:00,0.138,0.157,0.146,0.081,16.9,6.638,-8292.7,17.5,-43731.6,17.0,100,6597,96.96,24.4
2018-09-15 16:45:00,0.138,0.157,0.145,0.081,16.9,6.425,-8077.8,17.5,-43913.2,17.0,100,6597,96.96,24.1
2018-09-15 17:00:00,0.138,0.157,0.145,0.082,16.9,5.25,-8182.7,17.6,-42765.7,17.0,100,6598,96.96,23.7
2018-09-15 17:15:00,0.138,0.157,0.145,0.082,16.9,5.366,-8156.3,17.6,-44503.6,17.0,100,6594,96.96,23.2
2018-09-15 17:30:00,0.138,0.157,0.145,0.082,16.9,5.378,-8046.3,17.7,-45634.7,16.9,100,6593,96.96,22.8
2018-09-15 17:45:00,0.138,0.157,0.144,0.081,16.9,5.849,-7935.9,17.7,-43671.2,16.9,100,6593,96.97,22.4
2018-09-15 18:00:00,0.138,0.157,0.144,0.082,16.9,5.391,-7972.5,17.8,-43631.0,16.9,100,6593,96.98,22.0
2018-09-15 18:15:00,0.138,0.157,0.144,0.082,16.9,5.25,-7846.9,17.8,-43400.6,16.9,100,6590,96.99,21.7
2018-09-15 18:30:00,0.138,0.157,0.144,0.081,16.9,5.862,-7848.7,17.9,-46751.5,16.9,100,6587,97.0,21.4
2018-09-15 18:45:00,0.138,0.157,0.144,0.081,16.9,5.526,-7807.2,17.9,-45824.3,16.9,100,6591,97.01,21.2
2018-09-15 19:00:00,0.138,0.157,0.144,0.082,16.9,4.756,-7748.1,18.0,-43530.7,16.9,100,6588,97.03,20.9
2018-09-15 19:15:00,0.138,0.157,0.144,0.082,16.9,5.117,-7741.0,18.0,-44709.1,16.9,100,6588,97.04,20.6
2018-09-15 19:30:00,0.138,0.157,0.144,0.082,16.9,4.87,-7493.7,18.0,-44329.8,16.9,100,6585,97.05,20.2
2018-09-15 19:45:00,0.138,0.157,0.144,0.082,16.9,4.756,-7507.5,18.1,-44843.1,16.9,100,6585,97.06,19.8
2018-09-15 20:00:00,0.138,0.157,0.144,0.082,16.9,5.117,-7559.5,18.1,-47118.9,16.9,100,6584,97.08,19.4
2018-09-15 20:15:00,0.138,0.157,0.144,0.082,16.9,4.87,-7261.0,18.1,-46654.7,16.9,100,6585,97.1,19.0
2018-09-15 20:30:00,0.138,0.157,0.143,0.082,16.9,4.991,-7297.9,18.1,-44289.0,16.9,100,6585,97.12,18.6
2018-09-15 20:45:00,0.138,0.157,0.143,0.082,16.9,4.87,-7540.4,18.1,-46269.6,16.9,100,6578,97.14,18.1
2018-09-15 21:00:00,0.138,0.157,0.143,0.082,16.9,4.87,-7351.8,18.2,-45982.8,16.9,100,6582,97.15,17.7
2018-09-15 21:15:00,0.138,0.157,0.143,0.082,16.9,4.543,-7206.0,18.2,-47347.3,16.9,100,6578,97.15,17.2
2018-09-15 21:30:00,0.138,0.157,0.143,0.082,16.9,4.745,-7561.3,18.2,-47173.2,16.9,100,6579,97.16,16.8
2018-09-15 21:45:00,0.138,0.157,0.143,0.082,16.9,4.756,-7360.3,18.2,-43953.7,16.9,100,6577,97.17,16.5
2018-09-15 22:00:00,0.138,0.157,0.143,0.082,16.9,4.543,-7379.0,18.2,-46365.6,16.9,100,6578,97.17,16.2
2018-09-15 22:15:00,0.138,0.157,0.143,0.082,16.9,4.647,-7221.0,18.2,-43410.6,16.9,100,6577,97.17,15.9
2018-09-15 22:30:00,0.138,0.157,0.143,0.082,16.9,4.745,-7481.6,18.2,-45519.3,16.9,100,6577,97.17,15.7
2018-09-15 22:45:00,0.138,0.157,0.142,0.082,16.9,4.87,-7302.9,18.1,-45268.4,16.9,100,6576,97.17,15.4
2018-09-15 23:00:00,0.138,0.157,0.142,0.082,16.9,4.647,-7197.7,18.1,-45185.1,16.9,100,6573,97.16,15.2
2018-09-15 23:15:00,0.138,0.157,0.142,0.082,16.9,4.647,-7164.7,18.1,-42933.4,16.9,100,6574,97.17,15.0
2018-09-15 23:30:00,0.138,0.157,0.142,0.082,16.9,4.647,-7585.7,18.1,-41399.5,16.9,100,6572,97.16,14.8
2018-09-15 23:45:00,0.138,0.157,0.142,0.082,16.9,4.756,-7234.3,18.1,-44565.2,17.0,100,6572,97.16,14.6
2018-09-16 00:00:00,0.138,0.157,0.142,0.082,16.9,4.87,-7423.3,18.1,-46365.6,17.0,100,6571,97.16,14.5
2018-09-16 00:15:00,0.138,0.157,0.142,0.082,16.9,4.647,-7334.9,18.0,-42549.6,17.0,100,6562,97.16,14.4
2018-09-16 00:30:00,0.138,0.157,0.142,0.082,16.9,4.859,-7744.5,18.0,-45008.6,17.0,100,6565,97.16,14.2
2018-09-16 00:45:00,0.138,0.157,0.142,0.082,16.9,4.348,-7664.7,18.0,-45070.8,17.0,100,6564,97.15,14.1
2018-09-16 01:00:00,0.138,0.157,0.142,0.082,16.9,4.756,-7575.2,18.0,-44126.1,17.0,100,6564,97.15,13.9
2018-09-16 01:15:00,0.138,0.157,0.142,0.082,16.9,4.443,-7587.4,17.9,-44360.4,17.0,100,6565,97.15,13.7
2018-09-16 01:30:00,0.138,0.157,0.142,0.082,16.9,4.443,-7505.8,17.9,-44894.7,17.0,100,6562,97.14,13.5
2018-09-16 01:45:00,0.138,0.157,0.142,0.082,16.9,4.532,-7789.2,17.9,-45687.3,17.0,100,6561,97.12,13.4
2018-09-16 02:00:00,0.138,0.157,0.142,0.082,16.9,4.433,-7680.6,17.8,-45164.3,17.0,100,6561,97.11,13.3
2018-09-16 02:15:00,0.138,0.157,0.142,0.082,16.9,4.17,-7915.8,17.8,-42973.0,17.0,100,6562,97.11,13.2
2018-09-16 02:30:00,0.138,0.157,0.142,0.082,16.9,4.543,-7935.9,17.8,-43440.6,17.0,100,6559,97.11,13.0
2018-09-16 02:45:00,0.138,0.157,0.142,0.082,16.9,4.532,-7954.2,17.7,-44136.3,17.0,100,6558,97.11,12.9
2018-09-16 03:00:00,0.139,0.157,0.142,0.082,16.9,4.338,-8037.0,17.7,-42334.6,17.0,100,6560,97.1,12.8
2018-09-16 03:15:00,0.139,0.157,0.142,0.082,16.9,4.257,-8063.0,17.7,-41552.3,17.0,100,6560,97.1,12.6
2018-09-16 03:30:00,0.139,0.157,0.142,0.082,16.9,4.17,-8016.7,17.6,-42953.2,17.0,100,6559,97.08,12.6
2018-09-16 03:45:00,0.139,0.157,0.142,0.082,16.9,4.647,-8070.4,17.6,-40123.2,17.0,100,6557,97.07,12.6
2018-09-16 04:00:00,0.139,0.157,0.142,0.082,16.9,4.433,-8064.8,17.6,-39810.3,17.0,100,6558,97.07,12.5
2018-09-16 04:15:00,0.139,0.157,0.142,0.082,16.9,4.543,-8256.5,17.5,-43530.7,17.0,100,6556,97.06,12.4
2018-09-16 04:30:00,0.139,0.157,0.142,0.082,16.9,4.433,-8309.9,17.5,-38238.0,17.0,100,6556,97.05,12.4
2018-09-16 04:45:00,0.139,0.157,0.142,0.082,16.9,4.532,-8411.9,17.4,-41533.2,17.0,100,6556,97.03,12.2
2018-09-16 05:00:00,0.139,0.157,0.142,0.082,16.9,4.443,-8247.0,17.4,-41086.2,17.0,100,6557,97.03,12.1
2018-09-16 05:15:00,0.139,0.157,0.142,0.082,16.9,4.443,-8404.2,17.4,-40718.8,17.0,100,6556,97.01,12.1
2018-09-16 05:30:00,0.139,0.157,0.142,0.082,16.9,4.257,-8363.6,17.3,-40653.3,17.0,100,6552,97.01,12.0
2018-09-16 05:45:00,0.139,0.157,0.142,0.082,16.9,4.443,-8355.9,17.3,-39618.3,17.0,100,6552,97.01,12.0
2018-09-16 06:00:00,0.139,0.157,0.142,0.082,16.9,4.443,-8437.1,17.3,-41956.1,17.0,100,6554,97.02,11.9
2018-09-16 06:15:00,0.139,0.157,0.142,0.082,16.9,4.522,-8515.2,17.2,-39554.5,17.0,100,6553,97.01,11.8
2018-09-16 06:30:00,0.139,0.157,0.142,0.082,16.9,4.443,-8721.6,17.2,-38432.2,17.0,100,6554,97.01,11.8
2018-09-16 06:45:00,0.139,0.157,0.142,0.082,16.9,4.423,-8605.9,17.2,-41495.0,17.0,100,6551,97.02,11.7
2018-09-16 07:00:00,0.139,0.157,0.142,0.082,16.9,4.443,-8689.5,17.1,-41323.3,17.0,100,6551,97.02,11.7
2018-09-16 07:15:00,0.139,0.157,0.142,0.082,16.9,4.443,-8723.6,17.1,-41171.4,17.0,100,6551,97.03,11.6
2018-09-16 07:30:00,0.139,0.157,0.142,0.082,16.9,4.338,-8834.8,17.0,-38957.9,17.0,100,6549,97.04,11.6
2018-09-16 07:45:00,0.139,0.157,0.142,0.082,16.9,4.647,-8778.0,17.0,-39499.9,17.0,100,6548,97.06,11.6
2018-09-16 08:00:00,0.139,0.157,0.142,0.082,16.9,4.338,-8963.9,17.0,-38707.5,17.0,100,6549,97.07,11.6
2018-09-16 08:15:00,0.139,0.157,0.142,0.082,16.9,4.348,-9063.5,16.9,-42315.1,17.0,100,6548,97.08,11.6
2018-09-16 08:30:00,0.139,0.157,0.142,0.082,16.9,4.543,-8735.7,16.9,-39345.5,17.0,100,6550,97.09,11.8
2018-09-16 08:45:00,0.139,0.157,0.142,0.082,16.9,4.423,-8955.6,16.9,-42471.3,17.0,100,6548,97.1,11.9
2018-09-16 09:00:00,0.139,0.157,0.142,0.082,16.9,4.16,-9198.0,16.8,-39718.7,17.0,100,6548,97.12,12.1
2018-09-16 09:15:00,0.139,0.157,0.142,0.082,16.9,4.443,-8997.0,16.8,-40271.3,16.9,100,6546,97.12,12.4
2018-09-16 09:30:00,0.139,0.157,0.142,0.082,16.9,4.086,-9221.4,16.8,-41447.2,16.9,100,6547,97.12,12.8
2018-09-16 09:45:00,0.139,0.157,0.143,0.082,16.9,4.443,-9379.8,16.7,-43560.8,16.9,100,6546,97.13,13.6
2018-09-16 10:00:00,0.139,0.157,0.143,0.082,16.9,4.16,-9326.0,16.7,-40690.7,16.9,100,6549,97.13,14.1
2018-09-16 10:15:00,0.139,0.157,0.143,0.082,16.9,4.423,-9819.6,16.6,-42208.1,16.9,100,6546,97.13,14.5
2018-09-16 10:30:00,0.139,0.157,0.143,0.082,16.9,4.636,-9366.9,16.6,-43241.0,16.9,100,6549,97.13,14.8
2018-09-16 10:45:00,0.139,0.157,0.143,0.082,16.9,4.338,-9837.7,16.6,-43761.8,16.9,100,6552,97.12,15.3
2018-09-16 11:00:00,0.139,0.157,0.143,0.082,16.9,4.522,-10273.0,16.6,-42608.4,16.9,100,6549,97.12,15.9
2018-09-16 11:15:00,0.139,0.157,0.143,0.082,16.9,4.17,-10009.1,16.5,-45226.8,16.9,100,6552,97.12,16.3
2018-09-16 11:30:00,0.139,0.157,0.144,0.082,16.9,4.433,-9842.3,16.5,-41965.8,16.9,100,6550,97.11,16.8
2018-09-16 11:45:00,0.139,0.157,0.144,0.082,16.8,4.435,-9928.8,16.5,-42854.4,16.9,100,6552,97.09,17.2
2018-09-16 12:00:00,0.139,0.157,0.144,0.082,16.8,4.534,-9642.6,16.5,-45393.7,16.9,100,6549,97.08,17.7
2018-09-16 12:15:00,0.139,0.157,0.144,0.082,16.8,4.249,-9624.9,16.5,-43012.6,16.9,100,6551,97.07,18.1
2018-09-16 12:30:00,0.139,0.157,0.144,0.082,16.8,4.33,-9747.6,16.4,-42598.6,16.9,100,6555,97.05,18.6
2018-09-16 12:45:00,0.139,0.157,0.144,0.082,16.8,4.415,-10185.8,16.4,-45824.3,16.9,100,6553,97.03,19.0
