"Date_CET";"P2.1";"P3.2";"P7.2";"P6.2";"P6.1";"P4.1"
2018-11-27;436.77535163331;436.417455049137;436.514808611075;436.59602672905;436.63093355196;436.28906299358
2018-11-28;436.775288996057;436.417392114961;436.514744768;436.595972597304;436.630877916527;436.288982748564
2018-11-29;436.775205572669;436.417307726509;436.514679091764;436.595895818239;436.630799559059;436.288918050538
2018-11-30;436.775162343172;436.417264003337;436.514611499589;436.595840003223;436.630743352945;436.288862659131
2018-12-01;436.775110457822;436.417211590879;436.514554708189;436.595785199651;436.630687226218;436.288803847249
2018-12-02;436.775065590764;436.417165713735;436.514516980917;436.595760956721;436.63065642353;436.28878113785
2018-12-03;436.775183165959;436.41728086124;436.514631279057;436.595858542695;436.63074881198;436.288900992625
2018-12-04;436.775317337276;436.417415601887;436.514797336888;436.596010231957;436.630900305109;436.289038138625
2018-12-05;436.775443521621;436.417542884032;436.514901988128;436.596104507642;436.630998298604;436.289163602454
2018-12-06;436.775491906961;436.417590931588;436.514940057347;436.596162349695;436.631057027446;436.289201237925
2018-12-07;436.775523580932;436.417621487601;436.514966408479;436.596198938054;436.631092057806;436.289234796281
2018-12-08;436.775562797725;436.41766118492;436.515014367667;436.59624334508;436.631135661692;436.289262996937
2018-12-09;436.775612590991;436.417708575556;436.515057405785;436.596298272881;436.631187649761;436.289307376699
2018-12-10;436.775707940603;436.417804308519;436.515147938326;436.596385447462;436.631272742063;436.289409504202
2018-12-11;436.775800176604;436.417895287486;436.51525956252;436.596489078289;436.631377604055;436.289507046319
2018-12-12;436.77588880346;436.417983496817;436.515343481813;436.596565131441;436.631453645335;436.289572355884
2018-12-13;436.775954164782;436.418049234061;NA;NA;NA;NA
2018-12-14;NA;NA;436.515441953952;436.596686145502;436.631578160371;NA
2018-12-15;436.77599737942;436.418092579453;436.515456974471;436.596693917272;436.631584179202;436.289667701038
2018-12-16;436.776021013446;436.418112585019;436.515459685129;436.596714563773;436.631603300418;436.289687765444
2018-12-17;436.776034193584;436.418127216541;436.515471460653;436.596730517324;436.631621355395;436.289707777548
2018-12-18;NA;NA;436.515496766996;436.596750529428;436.631640171087;NA
2018-12-19;NA;NA;436.515497874145;436.596752550532;436.631642982327;NA
2018-12-20;NA;NA;436.515517565804;436.596773045496;436.631661170394;NA
2018-12-21;436.776106478401;436.418195328629;436.515543632568;436.596812039813;436.63170018394;436.289791215795
2018-12-22;436.776242195432;436.418328653538;436.515659484308;436.596923494451;436.631803652613;436.289925942822
2018-12-23;436.776390209302;436.41847731885;436.515838963101;436.597089139977;436.631970548954;436.290078428057
2018-12-24;436.776566263186;436.41865338254;436.516024056506;436.597284853022;436.63216610365;436.290280677955
2018-12-25;436.776780048156;436.418866520271;436.516240048549;436.597494164429;436.632377622995;436.290483148503
2018-12-26;436.776955979457;436.419043096009;436.516409650947;436.597667181754;436.632551211207;436.290626104943
2018-12-27;436.777103324374;436.419189747455;436.516576984276;436.597844054804;436.632729978654;436.290758331274
2018-12-28;436.777252205665;436.41933897198;436.516697271491;436.597977260198;436.632870619154;436.290903927337
2018-12-29;436.777342841993;436.419429578888;436.516814157625;436.598104978162;436.632999601599;436.291032128272
2018-12-30;436.777438989659;436.419526605883;436.516897054872;436.598178302292;436.633074805145;436.29111057797
2018-12-31;436.777524667091;436.419611041139;436.516957852536;436.598243822892;436.633142212083;NA
2019-01-01;NA;NA;436.517006924843;436.598300105572;436.633202282581;NA
2019-01-02;NA;NA;436.51704843577;436.598353291089;436.633257737772;NA
2019-01-03;NA;NA;436.51708303472;436.598374504515;436.633279083433;NA
2019-01-04;436.777566835686;436.419658799525;436.517073794933;436.598362177423;436.633264421382;436.29126530239
2019-01-05;436.777604787421;436.419693711199;436.51704269956;436.598332140091;436.633235891971;NA
2019-01-06;436.777543267037;436.419635427009;436.516986739955;436.598295348875;436.633201311817;436.291213778251
2019-01-07;436.777441523043;436.419533159994;436.516924150646;436.59822749388;436.63313478007;436.291136786242
2019-01-08;436.777392579688;436.419483366729;436.51688659608;436.598173016067;436.633080557077;436.291098176643
2019-01-09;436.777342214368;436.419432237307;436.516850168461;436.598124703421;436.633032437532;436.291046162136
2019-01-10;436.777307743993;436.419398844847;436.516821386761;436.598093811656;436.633001438712;436.291007230589
2019-01-13;NA;NA;436.516588974759;436.597866024424;436.632768973708;436.290820178546
2019-01-14;NA;NA;436.516641951684;436.597923950672;436.632825857181;NA
2019-01-15;NA;NA;436.516676670543;436.597943007794;436.632845662878;NA
2019-01-16;NA;NA;436.516719296073;436.597989106054;436.632891560102;NA
2019-01-17;436.777265063273;436.419351786002;436.516729634517;436.598029932364;436.632933886829;436.290945556567
2019-01-18;436.777276260189;436.419363534666;436.516755608422;436.59804438614;436.632949326173;436.290956915936
2019-01-19;436.777290492134;436.419377666405;436.516776527578;436.598042046982;436.632948992475;436.290972270773
2019-01-20;436.777255482721;436.419342788401;436.5167602946;436.598037459843;436.632945256414;436.290955424508
2019-01-21;436.777227447143;436.419314973473;436.516722901155;436.598003134467;436.632911992257;436.29092612469
2019-01-22;NA;NA;436.516718755265;436.597998471405;436.632908064694;NA
2019-01-23;NA;NA;436.516707420412;436.597890083406;436.632799076037;NA
2019-01-24;NA;NA;436.516639844421;436.597923712043;436.632835362004;436.290828612265
2019-01-25;NA;NA;436.51658553029;436.597875920969;436.63278797954;NA
2019-01-26;NA;NA;436.516517259253;436.597793016926;436.63270536769;436.290707205938
2019-01-27;436.777043977797;436.419128521271;436.516472399959;436.597763160838;436.632673029939;436.290682395114
2019-01-28;NA;NA;436.516449011099;436.597747440778;436.632658925116;NA
2019-01-29;NA;NA;436.516409747724;436.597672521433;436.632583895783;NA
2019-01-30;436.776907175029;436.41899096666;436.516381797329;436.597665227428;436.632577142792;436.290576973627
2019-01-31;436.776819013246;436.418901660767;436.516346920267;436.597589648511;436.632501380875;436.290545543313
2019-02-01;436.776809315559;436.418890982415;436.516304620436;436.597628194094;436.632537811899;436.290521892942
2019-02-02;436.776811429436;436.418892076401;436.516344493897;436.597594745634;436.632502682299;436.290548877574
2019-02-03;436.776983830343;436.419063928136;436.5163927054;436.597677167833;436.632585031757;436.290605674422
2019-02-04;436.777026371591;436.419106606677;436.516498677066;436.597764966153;436.632674017847;436.290709755667
2019-02-05;436.777089624484;436.419175920079;436.516586059849;436.597832585791;436.632743895243;436.290771831762
2019-02-06;436.777203728125;436.419296683526;436.516664355209;436.597922743421;436.632836725186;436.290887256032
2019-02-07;436.777245684243;436.419338628747;436.516734117382;436.597986025677;436.632900870426;436.290931778223
2019-02-08;436.777286342614;436.419379669577;436.516797778116;436.598038523943;436.632954891992;436.290994177937
2019-02-09;436.777310882121;436.419403385326;436.516843651125;436.598111345946;436.633027270653;NA
2019-02-10;436.777436407241;436.419528959479;436.516904795588;436.59812938201;436.633045210694;436.291156056309
2019-02-11;436.777545679473;436.419638094418;436.516989509661;436.598262550188;436.63317902039;436.291190994728
2019-02-12;436.777625119876;436.4197191758;436.517056406397;436.598338161503;436.633255655274;436.291258928067
2019-02-13;436.777613417273;436.419708126974;436.517127962253;436.598410666697;436.633328543881;436.291308974671
2019-02-14;436.777753799468;436.419848313036;436.51718086913;436.59846973324;436.633387631126;436.291405243286
2019-02-15;436.777827888709;436.419923088743;436.517248663727;436.598537319582;436.633454880774;436.291414265403
2019-02-16;436.777876088394;436.419971697038;436.517313137612;436.598598582347;436.633516206581;436.29151446485
2019-02-17;436.777956650023;436.42005226684;436.517375351344;436.598667919787;436.633586185509;436.291562541952
2019-02-18;436.777966971523;436.42006366707;436.517443771407;436.598733891702;436.633654326242;436.291615380182
2019-02-19;436.778035789689;436.420132951052;436.517489404726;436.598781700521;436.633703618668;436.291695304379
2019-02-20;436.778078187106;436.420177881854;436.517513442985;436.598817022158;436.633740547341;436.291707876504
2019-02-21;436.77810355364;436.420202087935;436.51752520863;436.598833605719;436.633758333507;436.291738473253
2019-02-22;436.778064081874;436.420163743933;436.517516219785;436.598831235779;436.633756846596;436.291710458922
2019-02-23;436.778091818349;436.420191415031;436.517516926681;436.598837364935;436.633764365027;436.291717805738
2019-02-24;436.77810610337;436.420197625909;436.517531571278;436.598830868772;436.633760086505;436.291739159718
2019-02-25;436.778061483112;436.420154574716;436.517523764776;436.598817612707;436.633749156547;436.291729156935
2019-02-26;NA;NA;436.517513484295;436.598794436324;436.633727541056;NA
2019-03-04;436.777942430381;436.420037434281;436.517354466448;436.598662773876;436.633597388832;436.291570436305
2019-03-05;436.777900997285;436.419995118587;436.517335655563;436.598626082295;436.63356141804;436.291558741875
2019-03-06;NA;NA;436.517322041986;436.598605699173;436.633541445932;NA
2019-03-07;436.777849561405;436.419944565306;436.517312341282;436.598606147477;436.633541843966;436.29151228287
2019-03-08;436.777806796239;436.419901661212;436.517245783705;436.598547013377;436.633484706221;436.291465073657
2019-03-09;436.777782091653;436.419877994497;436.51721760593;436.598513080812;436.633450544055;436.291432383189
2019-03-10;436.777785205265;436.419879400117;436.517220187667;436.598515238956;436.633450813738;436.291439314389
2019-03-11;436.777837303093;436.419932937421;436.517268768441;436.59855729635;436.633494487187;436.291473958482
2019-03-12;436.777802224706;436.419896581368;436.517264154334;436.598532212753;436.633470613076;436.291469172837
2019-03-13;436.777814502632;436.419910103103;436.517258168758;436.598547207954;436.63348551021;436.291470631848
2019-03-14;436.777824238456;436.419919384008;436.517279559986;436.598562629592;436.633496678214;436.291478400895
2019-03-15;436.778066560777;436.420153828321;436.517492640921;436.598745906249;436.633668076566;436.291644441488
2019-03-16;436.778397711112;436.420487307345;436.517851610044;436.59913548458;436.634059257908;436.292041041094
2019-03-17;436.778751596686;436.420846247547;436.518254256005;436.599472901232;436.634412870619;436.292440825525
2019-03-18;NA;NA;436.518492956871;436.599764176568;436.634714130907;NA
2019-03-19;NA;NA;436.518764417552;436.599985915113;436.634938128803;NA
2019-03-20;436.779445985959;436.421544951746;436.518925521198;436.600189312676;436.635139891075;436.293105898519
2019-03-21;436.779653995902;436.421753053218;436.519109775076;436.600405433968;436.635354774835;436.293252656787
2019-03-22;436.779757543229;436.421855587191;436.519245250677;436.600534286499;436.635484437496;436.293423353789
2019-03-23;436.779901294709;436.422000809668;436.519355015693;436.600658489557;436.635609371071;436.293594126792
2019-03-24;436.780018712149;436.42211697899;436.519455560824;436.600756127536;436.635707093447;436.293623196972
2019-03-25;436.780097637851;436.422196191759;436.519538790952;436.600840972493;436.6357930313;436.293722456614
2019-03-26;436.780156154132;436.422256130004;436.519576614111;436.600910654189;436.6358657013;436.293781884913
2019-03-27;436.780172021292;436.422272038842;436.519605401155;436.600906731529;436.635864141666;436.293795439883
2019-03-28;436.780177884267;436.422278505977;436.519591990047;436.600903682552;436.635866733227;436.293786608449
2019-03-29;436.780154012079;436.422255432331;436.519575377719;436.600880413577;436.635845555086;436.29376614524
2019-03-30;436.780119545908;436.422220512251;436.519553787115;436.60084822712;436.63581233635;436.293778370863
2019-03-31;NA;NA;436.519527355308;436.600825643609;436.635790378056;NA
2019-04-01;NA;NA;436.519485393743;436.600781958252;436.635747397688;NA
2019-04-02;NA;NA;436.519433585347;436.600739539043;436.635706166173;NA
2019-04-03;NA;NA;436.519400414353;436.600691911413;436.635658227999;NA
2019-04-04;436.780042622545;436.422144098835;436.519457085213;436.600754851037;436.635717718952;NA
2019-04-05;436.780099991447;436.422202644535;436.519497667904;436.600788441537;436.635751837922;436.29368536296
2019-04-06;436.780148671658;436.422250893253;436.519555853433;436.600834213687;436.635798564274;NA
2019-04-07;436.780177017235;436.422278635176;436.519586886835;436.600867995261;436.635834788721;436.293792786639
2019-04-08;436.780203868388;436.422307330524;436.519602623928;436.60088400812;436.63585443416;436.293838155471
2019-04-09;436.780200877359;436.422304535628;436.519613255433;436.600894678265;436.635866367707;436.293841582895
2019-04-10;436.78021172188;436.422317186207;436.519617643909;436.600900967398;436.635874884138;436.293797608242
2019-04-11;436.780192026858;436.42229762194;436.519572388846;436.60087561176;436.63585061268;436.293784415029
2019-04-12;436.78015147636;436.422257757908;436.519571198578;436.600865536055;436.635843057368;436.293760228561
2019-04-13;436.780126910702;436.422233502794;436.519535565654;436.600820329494;436.635798964323;436.293748954182
2019-04-14;436.780070865697;436.422176583363;436.51950458125;436.600787995628;436.635766995482;436.293697216749
2019-04-15;436.780025304001;436.422132605441;436.519448562648;436.600741202282;436.635720622421;436.293627454692
2019-04-16;436.779977342945;436.422080584431;436.519420217657;436.600716244357;436.635691678794;436.293602165793
2019-04-17;436.78012817576;436.422233731616;436.519527464912;436.60079180336;436.635764111617;436.293902604774
2019-04-18;436.780188545497;436.422298133287;436.519620248801;436.600882059632;436.635858763095;436.293798188469
2019-04-19;436.780253759719;436.422363767794;436.519655528224;436.600908046774;436.635887865772;436.293867349868
2019-04-20;436.780246895064;436.422353912111;436.519694346214;436.600931798416;436.635912405471;436.293927175881
2019-04-21;436.780313939862;436.422420973253;436.519727193043;436.600958562943;436.635939360683;436.293972893938
2019-04-22;436.780373364075;436.422480564996;436.519771040754;436.600983836315;436.635965330735;436.294014106385
2019-04-23;436.780412774549;436.42252121356;436.519793219719;436.601025729098;436.636009068394;436.294043288173
2019-04-24;436.780344340477;436.422454054352;436.519780195262;436.601014691208;436.635999857715;436.293933234211
2019-04-25;NA;NA;436.519757702621;436.600977459268;436.635962462971;436.293877769433
2019-04-26;NA;NA;436.519756016967;436.600977088795;436.635959733453;NA
2019-04-27;NA;NA;436.519778117118;436.600993752644;436.63597745969;NA
2019-04-28;436.780366487161;436.422475939526;436.519790398505;436.601013918213;436.635997496547;436.294014351551
2019-04-29;436.780365065197;436.422475308632;436.519779004844;436.600998394863;436.635982413415;436.293999018153
2019-04-30;436.780303013619;436.422411893929;436.519746057613;436.600973526353;436.635956437329;436.293947168994
2019-05-01;436.780419394038;436.42251518247;436.519729548818;436.600980529839;436.635957182635;436.293979979243
2019-05-02;436.780730970922;436.422834898874;436.520106887462;436.601297722664;436.636244080383;436.294464918086
2019-05-03;436.780876481994;436.42298827488;436.520274434821;436.601470208562;436.636449417625;436.294519565643
2019-05-04;436.780879620122;436.422991840142;436.520298151869;436.601480466318;436.636466428894;436.294525474149
2019-05-05;436.780910633653;436.423024098572;436.520353794393;436.601538260176;436.636523982488;436.294566038657
2019-05-06;436.780934586396;436.423047732599;436.52038277713;436.601553702036;436.636541909819;436.294606231912
2019-05-07;436.780993657452;436.423107476112;436.52040074588;436.601565262086;436.636555329445;436.294588285742
2019-05-08;436.781007133318;436.423119494989;436.520440478641;436.601611241265;436.636594274921;436.294682898122
2019-05-09;436.781194595711;436.423306340964;436.520673932482;436.601814809489;436.63678969055;436.294882300006
2019-05-10;436.781350476616;436.423467280699;436.520755191474;436.60191397255;436.636900417286;436.295008892961
2019-05-11;436.78138509409;436.423502614059;436.520813542717;436.60198603304;436.636976402479;436.295058253099
2019-05-12;436.781387915136;436.423507010707;436.520815444776;436.601993559644;436.636989144995;436.295047825362
2019-05-13;436.781403871373;436.423519076973;436.520850976689;436.601998280321;436.63699140175;436.295083501954
2019-05-14;436.781762831538;436.423874065444;436.521198408468;436.602349375552;436.637314560288;436.295422635524
2019-05-15;436.782110256631;436.42422771776;436.521556558223;436.602691532022;436.637662804236;436.295811052414
2019-05-16;436.782439743727;436.424562729268;436.521890921403;436.602995229263;436.637975863558;436.296144742749
2019-05-17;436.782771163549;436.424898872628;436.522207153176;436.603308929286;436.638298441869;436.296440506955
2019-05-18;436.783013659238;436.425146782988;436.522418689155;436.603490791976;436.638486079041;436.296699167155
2019-05-19;436.783136032221;436.425268399458;436.522628626649;436.603741785011;436.638742114328;436.296826751672
2019-05-20;NA;NA;436.522845747366;436.603909340541;436.638915201701;NA
2019-05-21;436.782956668592;436.425099627011;436.522488975867;436.603629989201;436.638670587075;436.296815670157
2019-05-22;436.782948659828;436.425083140943;436.522371666268;436.603502126829;436.638512426241;436.296618617784
2019-05-23;436.783073825371;436.425207565539;436.522531279303;436.603652507721;436.638658819095;436.296775005248
2019-05-24;436.783161039178;436.425296544543;436.522676303312;436.603814060021;436.638819501055;436.296895398222
2019-05-25;436.783407205707;436.425544358589;436.522820787956;436.603963601627;436.638965097936;436.297142623868
2019-05-26;436.783503144164;436.425638723079;436.522965419699;436.60408181659;436.639079084832;436.297287232729
2019-05-27;436.783669729727;436.425811413282;436.523141792299;436.604218094001;436.639227445437;436.297384014558
2019-05-28;436.783642545694;436.425784425381;436.523059735155;436.604182320743;436.639192869991;436.297345719589
2019-05-29;436.783728353881;436.42586761029;436.523185529958;436.604289162794;436.639294660216;436.297429010737
2019-05-30;NA;NA;436.523295495193;NA;NA;436.297498507197
2019-05-31;436.784017674573;436.426155288367;NA;NA;NA;436.297668995807
2019-06-01;NA;NA;436.523540236488;436.60468869879;436.639690580828;NA
2019-06-02;NA;NA;436.523663358979;436.60475986238;436.639760436864;NA
2019-06-07;436.783975277483;436.426677046277;436.524252971552;436.605122013793;436.640343172524;436.298380557416
2019-06-08;436.783775213324;436.426475781948;436.524040947693;436.604942519409;436.640173010802;436.298169179904
2019-06-09;436.783611638402;436.426305558934;436.523881875658;436.604791746251;436.640016476238;436.298013241911
2019-06-10;436.783619017906;436.42630890954;436.523895989062;436.604811314604;436.640025506528;436.298025937436
2019-06-11;436.783984589387;436.426681844181;436.524253482315;436.605153158079;436.640372416772;436.298399276602
2019-06-12;436.783817504502;436.426516242551;436.524064175952;436.605012735023;436.640251378194;436.298202007665
2019-06-13;436.783762536452;436.426451946991;436.524016520962;436.604977263553;436.640197976899;436.298150498236
2019-06-14;436.783830792512;436.426519862839;436.524091570438;436.605050188254;436.640267861538;436.298218952739
2019-06-15;436.783908015795;436.426592664957;436.524147509204;436.605125674942;436.640336401849;436.298303062593
2019-06-16;436.784197834991;436.426880984553;436.524453174312;436.60540636365;436.640600960572;436.298597007268
2019-06-17;436.78436793933;436.427056603712;436.52462729085;436.605585721238;436.640794033258;436.298764897116
2019-06-18;436.784474816917;436.427162598994;436.524723114612;436.605689940757;436.640901013022;436.298865241328
2019-06-19;436.784556839963;436.427243634611;436.524809597006;436.605783419216;436.640994955172;436.298959455012
2019-06-20;436.784631787426;436.427317482631;436.524873344317;436.605857986531;436.641068202675;436.299031642083
2019-06-21;436.784698197456;436.427382120535;436.52494812411;436.60593273772;436.641142340949;436.299093243301
2019-06-22;436.784768402233;436.427452892037;436.525013187146;436.606004620465;436.64121526565;436.299162462794
2019-06-23;436.784812832931;436.427496930824;436.525058207842;436.60605485503;436.641264776974;436.299202250611
2019-06-24;436.784833101606;436.427517595497;436.525080407646;436.60607661762;436.641287871635;436.29922321499
2019-06-25;436.784830694891;436.427514338872;436.525073710521;436.606075771797;436.64128851724;436.299222013676
2019-06-26;436.784759318823;436.427445210161;436.525004087392;436.606001376098;436.641218117751;436.299154874898
2019-06-27;436.784712986488;436.427397500809;436.524960182203;436.605956224647;436.641170481949;436.29910969893
2019-06-28;436.784660753819;436.427347458291;436.524903429059;436.605894079089;436.641111184405;436.299067755071
2019-06-29;436.784618401349;436.427303222128;436.524862871632;436.605857994703;436.641072207057;436.299015485627
2019-06-30;436.784510269467;436.4271970537;436.524759657755;436.60574975789;436.640968268826;436.298917367429
2019-07-01;436.784472146255;436.42715697112;436.524682697204;436.605686072454;436.640901888896;436.298921697278
2019-07-02;436.784385889763;436.427070763662;NA;NA;NA;436.298842868156
2019-07-03;436.784282732333;436.426968595424;436.524512467769;436.605529782472;436.640745956156;436.298676334895
2019-07-04;436.784191415722;436.426876056712;NA;436.60547967049;436.640696383541;436.298594890666
2019-07-05;436.784119492116;436.426803973748;NA;436.605362579089;436.640577625009;436.298523627524
2019-07-06;436.78412024467;436.426796846872;NA;NA;NA;436.298522577282
2019-07-07;436.784274016318;436.426949071307;NA;NA;NA;436.298674144743
2019-07-08;436.784300453411;436.426976991657;NA;436.605540214296;436.640751214972;436.298705170532
2019-07-09;436.784218192667;436.426895890802;436.524447396561;436.605439446881;436.640650481881;436.298612048218
2019-07-10;436.784158103428;436.426835400898;436.524390828535;436.605390197418;436.640599465819;436.298555582344
2019-07-11;436.784073857762;436.426751644127;436.524314986355;436.60530860574;436.640520043629;436.298476140307
2019-07-12;436.784037839497;436.426714443937;436.524273314779;436.605273014301;436.640484804413;436.298431081238
2019-07-13;436.783926064472;436.426605154579;436.524153555695;436.60516193503;436.640378823783;436.298324627565
2019-07-14;436.783840185104;436.426517728531;436.524078180274;436.605090084975;436.64030403255;436.298233493821
2019-07-15;436.783825594558;436.426501033426;436.524062313115;436.605070798563;436.640277741738;436.298223986819
2019-07-16;436.783755211311;436.426436269143;436.524006493663;436.605010054539;436.640227151682;436.298156507829
2019-07-17;436.783635705555;436.426318834687;436.523874430776;436.604879809968;436.640098173804;436.298042204217
2019-07-18;436.78356415645;436.426243542888;436.523799262804;436.604813165609;436.640025596422;436.297969091555
2019-07-19;436.78349172368;436.42617046629;436.523733317169;436.604742733432;436.639954608534;436.297896456967
2019-07-20;436.783445151838;436.426125402601;436.523672197223;436.60468645069;436.639900275236;436.29785229377
2019-07-21;436.783347011636;436.426030981617;436.523573117369;436.604557395919;436.639774117141;436.297757737817
2019-07-22;436.78325340503;436.42593653505;436.523488337991;436.604468388312;436.639681824306;436.297663122476
2019-07-23;436.783150962846;436.425836899131;436.523395723242;436.604365532898;436.639583259302;436.297570398469
2019-07-24;436.783063714573;436.425748601262;436.523298741337;436.604273866125;436.639491223003;436.297481631231
2019-07-25;436.7829618416;436.425645542786;436.523203124722;436.604178754412;436.639394124377;436.297378004787
2019-07-26;436.78288934594;436.42557258131;436.523126181895;436.60409486918;436.639309693384;436.297319462284
2019-07-27;436.782846846371;436.425527625992;436.523082940141;436.604057783876;436.639265201039;436.297268754442
2019-07-28;436.782872753515;436.425552054677;436.523104983251;436.604082010388;436.639282068477;436.297306080293
2019-07-29;436.782909576242;436.425589955425;436.523149784719;436.604126414082;436.639328449846;436.297329236245
2019-07-30;436.782870102618;436.425549230711;436.523103593265;436.604090672929;436.639293893663;436.297286436258
2019-07-31;436.782863999836;436.425542000907;436.523098195344;436.60408036406;436.639282340389;436.297284673193
2019-08-01;436.782750471518;436.425431148987;436.522982728436;436.603978340596;436.639192793852;436.297159752817
