"Date_CET";"P2.1";"P3.2";"P7.2";"P6.2";"P6.1";"P4.1"
2019-08-02;436.782594627505;436.425272428357;436.522817449609;436.603822495872;436.639038675952;436.297005573802
2019-08-03;436.782458814818;436.425133762681;436.522681502258;436.603699350819;436.638914609216;436.296855906025
2019-08-04;436.782341442009;436.425013661065;436.522562339638;436.603584267924;436.638798658581;436.296741169463
2019-08-05;436.782232907976;436.424903489748;436.522463288865;436.603490542724;436.638703610969;436.296633687336
2019-08-06;436.782160731032;436.424829513497;436.522383426999;436.603405033565;436.638614471864;436.296573642035
2019-08-07;436.782175854947;436.424841879647;436.52239835462;436.603422747941;436.638624225023;436.29658578949
2019-08-08;436.782199084234;436.424867199084;436.52241193683;436.603438598416;436.638642133197;436.296601988157
2019-08-09;436.782127953177;436.424796120109;436.522349352573;436.60338523014;436.638592025682;436.296524131244
2019-08-10;436.78211700454;436.424782839528;436.522335472481;436.603365664323;436.638565786304;436.296527499412
2019-08-11;436.782132821266;436.424799987156;436.522355151869;436.603392382986;436.638593730799;436.296531622875
2019-08-12;436.782102385504;436.424768053852;436.522312770797;436.603348734479;436.63854968111;436.296503343839
2019-08-13;436.782059922709;436.424725074918;436.522278725377;436.603316034462;436.638517299458;436.296455383643
2019-08-14;436.782023217709;436.424687948748;436.52224374132;436.603285178734;436.638487354867;436.296414617399
2019-08-15;436.781993972836;436.424658437365;436.522199821538;436.603247142488;436.63845092547;436.296380750678
2019-08-16;436.781891591685;436.424556772896;436.522088776015;436.603147763531;436.638358064122;436.296287530441
2019-08-17;436.781764906536;436.424427269715;436.521981609566;436.603033896438;436.638243927593;436.296141174218
2019-08-18;436.781669741913;436.424330212737;436.521890885445;436.602955893452;436.638166093995;436.296052506847
2019-08-19;436.781587144337;436.424245864326;436.521799423937;436.60286045246;436.638066257841;436.295978791965
2019-08-20;436.781619261015;436.42427451883;436.521839912813;436.602891566521;436.638086095896;436.296021162119
2019-08-21;436.781772461124;436.424429451447;436.521989011252;436.603031848928;436.638222999311;436.296155051309
2019-08-22;436.781801840104;436.42445879643;436.522014553542;436.603074933416;436.638270674763;436.296181716687
2019-08-23;436.781761874482;436.424417271224;436.521981861737;436.603046515318;436.638243473417;436.29614703493
2019-08-24;436.781737147922;436.424390706735;436.521953721109;436.603021589538;436.63821947382;436.296110554967
2019-08-25;436.781699485482;436.424351673816;436.521917637095;436.60299813645;436.638196042525;436.296080118288
2019-08-26;436.781674065754;436.424325570297;436.521879770053;436.602960186091;436.6381582041;436.296046650494
2019-08-27;436.781595807944;436.424245974473;436.521810549884;436.602902170283;436.638102101704;436.295967803542
2019-08-28;436.781548262036;436.424197518181;436.521768000493;436.602857404969;436.638055812273;436.295924156521
2019-08-29;436.781518949746;436.424167696798;436.521730274263;436.602815717092;436.63801408017;436.295894693545
2019-08-30;436.781480991141;436.424129629467;436.52169607531;436.602782276691;436.63798052522;436.295856424945
2019-08-31;436.781458666675;436.424106961769;436.521671849014;436.602756173101;436.637954645782;436.295834690312
2019-09-01;436.781431067665;436.424079147012;436.521630623195;436.60271900561;436.637917545389;436.29580627613
2019-09-02;436.781368750018;436.424018061906;436.521573741653;436.602670157563;436.637869132114;436.295745979454
2019-09-03;436.781321740034;436.42397137709;436.521523084857;436.602614646797;436.637814007524;436.29567822134
2019-09-04;436.781267242674;436.423916464496;436.521472474916;436.602566460343;436.637766408691;436.29562750625
2019-09-05;436.781181603006;436.423830305849;436.521396157231;436.602489272668;436.637690159653;436.295555505825
2019-09-06;436.781105314724;436.423753228448;436.521322142584;436.602407371857;436.637607395772;436.295472644536
2019-09-07;436.781044250427;436.423691859055;436.521260377581;436.602348901742;436.637548504319;436.295403285456
2019-09-08;436.780979199648;436.423626854975;436.521197147613;436.602283830355;436.637481852822;436.295355936295
2019-09-09;436.780929153512;436.423577031823;436.52113980206;436.602226630345;436.637423267003;436.295291458677
2019-09-10;436.780856667658;436.423504766619;436.521069606774;436.602167873257;436.637365175678;436.295222810321
2019-09-11;436.780757546009;436.423406667663;436.520975432488;436.602069225829;436.637266171475;436.295123319511
2019-09-12;436.780666423551;436.423315436079;436.520887014642;436.601973494246;436.637168660685;436.295039509322
2019-09-13;436.780562738418;436.423212366062;436.520792033151;436.601876609214;436.637073159792;436.294945887815
2019-09-14;436.780419946776;436.423071959482;436.520647667004;436.601736975593;436.636939606294;436.29479107092
2019-09-15;436.780218406746;436.422870840246;436.520447548939;436.60151799092;436.636713761324;436.294590874698
2019-09-16;436.780171965254;436.422818474136;436.520397585171;436.601475817966;436.636661332794;436.294556425667
2019-09-17;436.780120766458;436.422768284563;436.520325478172;436.6014045416;436.636590927585;436.294500461063
2019-09-18;436.780036107252;436.422683378776;436.520251643274;436.601325609211;436.636510143076;436.294421581608
2019-09-19;436.779959964744;436.422607187235;436.520178282599;436.601257192357;436.63644075893;436.294340884609
2019-09-20;436.779877426945;436.42252513364;436.520105122746;436.601181490787;436.636364567028;436.294258137865
2019-09-21;436.779804157506;436.422452485288;436.520023739088;436.6010853337;436.636267590797;436.294173723623
2019-09-22;436.779714520055;436.422363538973;436.519951773111;436.601010197816;436.63619150273;436.294104739444
2019-09-23;436.779671519296;436.422319598643;436.519896450374;436.600962715963;436.636137854586;436.29407605557
2019-09-24;436.779613721702;436.42226134901;436.51985060088;436.600899045567;436.63607563716;436.294003544623
2019-09-25;436.779561935586;436.422210195655;436.519799195646;436.600862413015;436.63603769674;436.293954077429
2019-09-26;436.779491711099;436.42213951586;436.519726274551;436.600780730086;436.635955694826;436.293885373914
2019-09-27;436.779427290918;436.422075550351;436.519666990467;436.600716949777;436.635891696134;436.29382455318
2019-09-28;436.779355238786;436.422003195104;436.519596557569;436.600639228748;436.635813086737;436.29374231508
2019-09-29;436.77930175874;436.421949101771;436.519558041208;436.60059200047;436.635764650458;436.293694209004
2019-09-30;436.779248144967;436.42189545531;436.519486332308;436.600528020025;436.635700372907;436.293657937385
2019-10-01;436.779161666659;436.421808764524;436.519416348294;436.600451707055;436.635623517906;436.293558370929
2019-10-02;436.779128475235;436.421774253288;436.519374690285;436.600415561378;436.635582873428;436.293537724911
2019-10-03;436.779070463748;436.421716464938;436.519328470998;436.600359897638;436.635528018737;436.293471794182
2019-10-04;436.779000032636;436.421646468552;436.519269607703;436.60029709917;436.635465100628;436.293406523126
2019-10-05;436.778931949969;436.421577674903;436.519188489402;436.60022593618;436.635393660927;436.293342922915
2019-10-06;436.778872113592;436.421517722516;436.519145709334;436.600162149369;436.635327773859;436.293287246015
2019-10-07;436.778844996073;436.421491031373;436.51910733036;436.600144382989;436.635307465921;436.293254977695
2019-10-08;436.778811463015;436.421457890759;436.519052865996;436.600085330611;436.635249010115;436.29320701909
2019-10-09;436.778823222823;436.421466361253;436.519072020291;436.600090287055;436.635242664395;436.293222820872
2019-10-10;436.778932976562;436.421579784967;436.519187034707;436.600201670169;436.635352711353;436.293345958675
2019-10-11;436.778925024022;436.421574614411;436.519181119272;436.600197216138;436.635352556614;436.29332410533
2019-10-12;436.778896502304;436.421544660958;436.519143228828;436.60016805899;436.635324634988;436.293295507762
2019-10-13;436.778857689112;436.421504022875;436.519094869785;436.600121116534;436.63527881487;436.293251972774
2019-10-14;436.778804455347;436.4214499392;436.519052729793;436.600079385329;436.635236919333;436.293191005407
2019-10-15;436.778776201571;436.421420799557;436.51903350133;436.600062942846;436.635218454228;436.293189206648
2019-10-16;436.77881440968;436.421459179049;436.519081968468;436.600104295997;436.635256374696;436.29323350596
2019-10-17;436.778812212016;436.421457032144;436.519078479355;436.60010355055;436.635257452006;436.293222334519
2019-10-18;436.778819612149;436.421463448101;436.519078943353;436.600102469483;436.63525509374;436.293228292516
2019-10-19;436.779055890213;436.421692259568;436.519300994477;436.600323254533;436.635450741078;436.293476192019
2019-10-20;436.779466744854;436.422108848385;436.519735234001;436.600738590119;436.635863389276;436.293907053428
2019-10-21;436.779662828296;436.422306070081;436.519931662169;436.600941825326;436.636074173167;436.294095730402
2019-10-22;436.779896818305;436.42253579192;436.520186466024;436.601171200535;436.636296450229;436.294308305885
2019-10-23;436.780128504282;436.422771042872;436.520403411372;436.601411426685;436.636541669599;436.294562349488
2019-10-24;436.780307750231;436.422949729842;436.520582817029;436.601622322779;436.63675048178;436.294758575885
2019-10-25;436.780436243646;436.423077148091;436.520700392458;436.601755509345;436.636879700738;436.29489359234
2019-10-26;436.780508813631;436.423150128948;436.520780710556;436.601837333581;436.636965333223;436.29496066876
2019-10-27;436.780563626705;436.42320452595;436.520834521046;436.60189122965;436.637022330645;436.295011178337
2019-10-28;436.780586421718;436.423229221001;436.520855742799;436.601906143575;436.637041686166;436.295042951883
2019-10-29;436.780597437038;436.423238481748;436.52087062664;436.601920698759;436.637056368499;436.295052651634
2019-10-30;436.780586499354;436.423227612962;436.520869815646;436.601907287684;436.637043937609;436.295047365203
2019-10-31;436.780575336828;436.423215816448;436.520857529314;436.601897497378;436.63703497696;436.295032076773
2019-11-01;436.780554314863;436.42319382133;436.520839387012;436.601876387498;436.637013555826;436.295013382701
2019-11-02;436.78058544291;436.423223958099;436.520865460443;436.601906570662;436.637040183012;436.295050406293
2019-11-03;436.780668717455;436.423305547295;436.520937487458;436.601982713535;436.637111900418;436.295134085508
2019-11-04;436.780768016359;436.423402643434;436.521040001225;436.602087808924;436.637210557212;436.295230780676
2019-11-05;436.780912218319;436.423547363586;436.521179363954;436.602226361051;436.637347258461;436.295367253535
2019-11-06;436.781051530697;436.423685295604;436.521324372756;436.60237504593;436.637494543697;436.295509424377
2019-11-07;436.781203382586;436.423836898241;436.521482597013;436.602529899634;436.637651475921;436.29566143971
2019-11-08;436.781348059276;436.423979948662;436.521625986254;436.60267290493;436.637796693576;436.295802852718
2019-11-09;436.781456067268;436.42408751944;436.521739592535;436.602794617264;436.63792382105;436.29590850796
2019-11-10;436.781541425984;436.424173221389;436.521823173085;436.602888196543;436.638022141467;436.295985565837
2019-11-11;436.781596827338;436.42422788831;436.521876383044;436.602934584562;436.638072131544;436.296032952387
2019-11-12;436.781637690512;436.424268840312;436.521916471812;436.602982055663;436.638120454441;436.296078541051
2019-11-13;436.781658178593;436.424289435699;436.5219348154;436.603003431673;436.638145686667;436.296095931511
2019-11-14;436.781655939053;436.424287137887;436.521945548529;436.603006833799;436.638150274829;436.296097292183
2019-11-15;436.781643490265;436.424275125369;436.521911633332;436.602986724836;436.638129755835;436.296085697077
2019-11-16;436.781589862663;436.424222373136;436.521861181994;436.602933680809;436.638077504867;436.296027535279
2019-11-17;436.781525882815;436.424157925615;436.521803915987;436.602864249727;436.63800882847;436.295967480207
2019-11-18;436.781471536144;436.424103030663;436.521740005231;436.602808183016;436.637949616654;436.295915932307
2019-11-19;436.781387172208;436.42401996388;436.521663582454;436.602725914137;436.637867691009;436.295826534663
2019-11-20;436.781310920676;436.423943087916;436.521588619158;436.602646271881;436.63778732254;436.295755798628
2019-11-21;436.781242888285;436.42387414539;436.52152176938;436.602579211111;436.63772066258;436.295687598416
2019-11-22;436.781162897466;436.423793266821;436.52144528875;436.602500090438;436.637641462834;436.295610722808
2019-11-23;436.781117191122;436.423746917324;436.521395464928;436.602457977272;436.637598761269;436.295563326842
2019-11-24;436.781009362102;436.423639065422;436.521282643506;436.602351913023;436.637492444747;436.295448582286
2019-11-25;436.780901764472;436.423531328864;436.52117269799;436.602242584864;436.637383108771;436.29533841508
2019-11-26;436.780802936206;436.423432447478;436.521075262527;436.602141331559;436.637280866273;436.295241877646
2019-11-27;436.780745610118;436.4233729403;436.521019107246;436.602091137855;436.637226533346;436.295186270743
2019-11-28;436.780725884539;436.423352759107;436.520991603275;436.60205790859;436.637187282762;436.295175267236
2019-11-29;436.780874084269;436.423499235668;436.521138461818;436.602198459009;436.637312166574;436.295330559996
2019-11-30;436.781142773403;436.423769702258;436.521430266277;436.602478223656;436.637587200849;436.295601956515
2019-12-01;436.781395956589;436.424025255385;436.521685234246;436.602735243027;436.637851381338;436.29585351298
2019-12-02;436.781564857456;436.42419437982;436.521851227352;436.602907087326;436.638028316294;436.296021723773
2019-12-03;436.7816904176;436.424318964552;436.521982901242;436.603031721726;436.638157232931;436.296131402238
2019-12-04;436.78177576963;436.424404424678;436.522060106546;436.603121759564;436.638251321342;436.29621049287
2019-12-05;436.781809270112;436.42443750652;436.522089101541;436.603158579449;436.638292356843;436.296239853515
2019-12-06;436.781813494611;436.42444153684;436.522095222347;436.603163979325;436.638300384439;436.296245302602
2019-12-07;436.781811752012;436.424439310944;436.5220723526;436.603152450293;436.638290542613;436.296235956438
2019-12-08;436.781792209141;436.424419754255;436.522065279554;436.603141390695;436.638281393454;436.296211420045
2019-12-09;436.781773406376;436.424401074815;436.52203619875;436.603121164161;436.638262646196;436.29620533695
2019-12-10;NA;NA;436.522004318965;436.603082091665;436.638219763116;NA
2019-12-11;436.781735609912;436.42436219962;436.521990393523;436.603066439162;436.638206573172;436.296131607286
2019-12-12;436.781751235175;436.424376582707;436.522016148237;436.603080512795;436.638216379822;436.296161860801
2019-12-13;436.781874681285;436.424496223837;436.522098953138;436.603192983862;436.638320890692;436.296242177265
2019-12-14;436.782065549203;436.424688510451;436.522298357356;436.603378861084;436.638496146241;436.296493386863
2019-12-15;436.782173761085;436.42479853301;436.522431762236;436.603511989704;436.638638336436;436.296606905258
2019-12-16;436.782340112249;436.42496353114;436.522619664934;436.603694006195;436.638822827144;436.296772512725
2019-12-17;436.782521390626;436.425144949425;436.522794295788;436.603872517462;436.639006948796;436.29694875977
2019-12-18;436.782628967124;436.425252990759;436.522900409781;436.603986156069;436.639124262424;436.297045819441
2019-12-19;436.782723871513;436.425348042247;436.523014546929;436.604088539983;436.639230203557;436.297144811177
2019-12-20;436.782828974472;436.42545396435;436.523105454203;436.604181948324;436.639325573229;436.297238581938
2019-12-21;436.782904902853;436.425529474769;436.523181141482;436.604261082789;436.639402436191;436.297327816058
2019-12-22;436.783011493214;436.425634024059;436.523275199514;436.604366615715;436.639502701758;436.297429980032
2019-12-23;436.783250196337;436.425869958982;436.523520521036;436.604608815454;436.639733178464;436.297670361733
2019-12-24;436.783625115439;436.42624599455;436.523904532217;436.604977243122;436.640101753232;436.29802964003
2019-12-25;436.784179894685;436.426801600965;436.524452843337;436.605534297617;436.640662669095;436.298606112885
2019-12-26;436.784758521145;436.427383872941;436.525038624388;436.606124175787;436.641271453669;436.299168677758
2019-12-27;436.785257845916;436.42787708348;436.525528014597;436.606629000955;436.641772948662;436.29966933666
2019-12-28;436.785873130642;436.428492045904;436.526135864697;436.607241214513;436.642388860145;436.300266476797
2019-12-29;436.786375552454;436.428997949464;436.52668504772;436.607771250089;436.642937156164;436.300770357041
2019-12-30;436.786736318216;436.429361695168;436.527009432906;436.608112171703;436.643289449761;436.301101078141
2019-12-31;436.786906637532;436.429533853489;436.527186024913;436.608294217414;436.643479114281;436.301284722372
2020-01-01;436.78698262122;436.429612790355;436.527264567652;436.608367984741;436.643557938428;436.30136302602
2020-01-02;436.786959089346;436.429592073807;436.527233527473;436.608339792221;436.643532483065;436.301337976958
2020-01-03;436.786855070506;436.42948996615;436.527110620302;436.608223404874;436.643416023411;436.301218208768
2020-01-04;436.786675354536;436.429322344919;436.526931781116;436.608044604062;436.643235555469;436.301054837654
2020-01-05;436.786490080366;436.429141148067;436.5267584317;436.60786133134;436.643050304943;436.30086936832
2020-01-06;436.786315082554;436.42896771709;436.526585030763;436.607686824603;436.642875674509;436.300696489872
2020-01-07;436.786103989261;436.428757567154;436.526374280702;436.607478683609;436.642666458514;436.300487994985
2020-01-08;436.785909426391;436.428563654508;436.526181555513;436.607284660202;436.642472251959;436.300294673225
2020-01-09;436.785747061699;436.428401726657;436.526022234226;436.607113586293;436.642301173593;436.300135466348
2020-01-10;436.785561833768;436.42821791289;436.525810410586;436.606924970304;436.64211179439;436.299946554609
2020-01-11;436.785342434862;436.427998142891;436.525620447603;436.606715480007;436.641901457381;436.29974067105
2020-01-12;436.785173501943;436.427829374903;436.525458948422;436.606544464289;436.641729747026;436.299564973012
2020-01-13;436.784998617783;436.427654967121;436.525290560069;436.606370110047;436.641554874737;436.299398406706
2020-01-14;436.784821458519;436.427478225705;436.525102597856;436.606191650336;436.64137632975;436.299223867879
2020-01-15;436.78462386447;436.42728065399;436.52490044336;436.605992239569;436.641176619277;436.299020438569
2020-01-16;436.784406630828;436.427063584376;436.52469297835;436.605776023367;436.640958613361;436.298815274695
2020-01-17;436.78422290324;436.426879874884;436.524523766736;436.605600010877;436.640782289794;436.298635882463
2020-01-18;436.78403631538;436.42669310957;436.524322615483;436.605403434446;436.640583717923;436.29845271556
2020-01-19;436.783842654473;436.426500298573;436.52414231343;436.605217939174;436.640398604613;436.298254770462
2020-01-20;436.783631123281;436.426288449832;436.523932077534;436.604999669083;436.640179219193;436.298050764234
2020-01-21;436.783461032774;436.426118076217;436.523770508889;436.604826244873;436.640005888786;436.297879627726
2020-01-22;436.783285553787;436.425943476453;436.523607382621;436.604665553376;436.639844965026;436.297710122445
2020-01-23;436.783124674337;436.425781024256;436.523422948954;436.604486461151;436.639666051944;436.297538640912
2020-01-24;436.782946322577;436.425602052894;436.523247597137;436.604313711174;436.639492463148;436.297363427597
2020-01-25;436.782769323204;436.42542462792;436.52307139281;436.604134520913;436.639312485437;436.297189532344
2020-01-26;436.782601328716;436.425254617029;436.522906293771;436.603968975671;436.639145991402;436.297014522274
2020-01-27;436.782431241077;436.425083271225;436.522736146617;436.603793020299;436.638970176889;436.296857629246
2020-01-28;436.782321450581;436.424972243789;436.522609525711;436.603673089427;436.638845012832;436.29674806965
2020-01-29;436.782230298555;436.424878653341;436.52252354988;436.603582342254;436.638747146923;436.296664638832
2020-01-30;436.78216842641;436.424817849268;436.522468190566;436.603517573014;436.638679675814;436.296602968376
2020-01-31;436.782102033054;436.424750865179;436.522394747285;436.603452192504;436.638613621631;436.29653454619
2020-02-01;436.782057411046;436.424704921607;436.522354510173;436.603408465149;436.638570546987;436.296489863398
2020-02-02;436.782002204403;436.424647467963;436.522293214347;436.603349124613;436.638508963357;436.296436093109
2020-02-03;436.782079664341;436.424721977378;436.522377790308;436.603422845038;436.638574245799;436.296521547405
2020-02-04;436.782228432893;436.424870611088;436.522532313905;436.60357745988;436.638730351252;436.296679713858
2020-02-05;436.782366169335;436.425006733519;436.522639272312;436.603693639807;436.638851360409;436.296767295354
2020-02-06;436.782467322526;436.425107414645;436.522773413664;436.603820152403;436.638982724572;436.296888837106
2020-02-07;436.782567103879;436.42520739318;436.522881788161;436.603933566843;436.639101741239;436.296984310427
2020-02-08;436.782632522035;436.425271970713;436.522941514923;436.604001922746;436.639174191241;436.297042640985
2020-02-09;436.782655870034;436.425294403425;436.522969182468;436.604025912264;436.639201073721;436.297068301719
2020-02-10;436.782701597626;436.42533955079;436.522988346829;436.604046988389;436.639226808005;436.297121588604
2020-02-11;436.782707892561;436.42534540034;436.522994623085;436.604057873771;436.639235662592;436.297127214636
2020-02-12;436.782724255074;436.425360925201;436.523018190135;436.60407620812;436.639252767025;436.29714387013
2020-02-13;436.782753315446;436.425390112243;436.523057791946;436.604103435076;436.639281015329;436.297168411094
2020-02-14;436.782788957047;436.42542411123;436.523067478323;436.60413141489;436.639303984005;436.297202616049
2020-02-15;436.782839675258;436.425474890732;436.523137945418;436.604191814514;436.639364747877;436.297251510372
2020-02-16;436.78289607984;436.425531377036;436.523178644872;436.604234413901;436.639409326106;436.297300434185
2020-02-17;436.782920285921;436.425555047837;436.523198551484;436.604262906306;436.639439412091;436.297329010926
2020-02-18;436.782968353593;436.425603869867;436.523241473124;436.604303271761;436.639481801919;436.297369451682
2020-02-19;436.78299595123;436.425632170135;436.523285041873;436.604337808681;436.639517387216;436.297402691962
2020-02-20;436.783037050434;436.42567336507;436.523321417438;436.604380251045;436.639560883795;436.297438345531
2020-02-21;436.783029286836;436.425665135656;436.523307222312;436.604369688466;436.639551967916;436.297428863637
2020-02-22;436.783034177902;436.425669838762;436.523326515475;436.604381240415;436.639565403915;436.297429016422
2020-02-23;436.783040057806;436.425676332749;436.52331330615;436.604372423927;436.639557180671;436.297440601509
2020-02-24;436.783062531379;436.425698175894;436.523335424603;436.604387793176;436.639573340692;436.297477275799
2020-02-25;436.783099567827;436.425734713838;436.523382770292;436.604428282489;436.639613281686;436.297503972175
2020-02-26;436.783172120693;436.425807352511;436.523457216192;436.604508581897;436.639689108409;436.297580426834
2020-02-27;436.783231196844;436.425866502584;436.523523817354;436.604575776076;436.63975191024;436.297636963085
2020-02-28;436.783363080685;436.425996473757;436.523647290996;436.604693835023;436.639862287097;436.297765019255
2020-02-29;436.783591610806;436.42622581417;436.523874503158;436.604927290499;436.640098991025;436.29800256492
2020-03-01;436.783903675464;436.426536045411;436.524172626486;436.605221090449;436.640387077536;436.298304346372
2020-03-02;436.784268838834;436.42690474019;436.524571896068;436.605613629329;436.640785922519;436.298675323876
2020-03-03;436.78463547327;436.427274388089;436.524909649353;436.605965295798;436.641145344236;436.299029836025
2020-03-04;436.784961562406;436.42760234204;436.525233870526;436.60629091744;436.641478913349;436.299345534295
2020-03-05;436.785308046422;436.427942360034;436.525594137178;436.606643728018;436.641826836947;436.299695856517
2020-03-06;436.786182433933;436.428805265847;436.5264738182;436.607551384996;436.642712643572;436.300599999187
2020-03-07;436.787109229157;436.429747966853;436.527404094962;436.608463689321;436.643664366163;436.301489278467
2020-03-08;436.787659443514;436.430298683801;436.527936725214;436.609011715277;436.644227108515;436.302026159866
2020-03-09;436.787976866573;436.430615051901;436.528217702081;436.609315513035;436.644535511313;436.302322664512
2020-03-10;436.788091635581;436.430730360275;436.528345341493;436.609439391455;436.644663332824;436.30245030825
2020-03-11;436.788162075771;436.430801516861;436.528402723187;436.609497847261;436.644719885749;436.302529003128
2020-03-12;436.7881615077;436.430802672782;436.528395623314;436.609488992674;436.644713939224;436.302519004609
2020-03-13;436.788053815634;436.43069565113;436.528285727543;436.609381781473;436.644606119193;436.302421702921
2020-03-14;436.787934733057;436.430576048374;436.52817775224;436.609274237935;436.644496083132;436.302297399546
2020-03-15;436.787825870537;436.430467288717;436.52806757007;436.609160641515;436.644380353766;436.302178198548
2020-03-16;436.787660644829;436.430302896574;436.527890327501;436.608995195157;436.644212684567;436.302014912953
2020-03-17;436.787441202736;436.430083468872;436.527682683945;436.608779996395;436.643995361031;436.301801733437
2020-03-18;436.787303976968;436.429945816017;436.527541991207;436.608632402227;436.64384659415;436.30167352499
2020-03-19;436.787171905909;436.429813503878;436.527402338293;436.608498100155;436.643709938483;436.301541904113
2020-03-20;436.787052654126;436.429692165263;436.527292726594;436.608381495;436.643586926317;436.301422414042
2020-03-21;436.787175993128;436.429814985276;436.527410602527;436.608490763999;436.64368949677;436.301549293414
2020-03-22;436.78705296599;436.429692827365;436.527303832625;436.608387832548;436.643591698886;436.301427605475
2020-03-23;436.786916164822;436.42955687202;436.527169298179;436.608255665651;436.643462251106;436.301285413314
2020-03-24;436.786802832459;436.429443772565;436.527067679966;436.608147818875;436.643355906159;436.301169750273
2020-03-25;436.786703854935;436.429345330321;436.526962679702;436.608040415627;436.643249001416;436.301068319666
2020-03-26;436.786589811768;436.429231985877;436.526850633219;436.607929861993;436.643138978975;436.300953475267
2020-03-27;436.786444825777;436.429086729493;436.52670886317;436.607784420846;436.6429937917;436.300807087565
2020-03-28;436.786289850861;436.428931996368;436.526552950226;436.607627902448;436.64283702174;436.300656040105
2020-03-29;436.786140423098;436.428782893894;436.526408037786;436.607472889933;436.642680612068;436.300520007383
2020-03-30;436.786004820579;436.428646651455;436.526283735553;436.607348837594;436.642556641302;436.300381960582
2020-03-31;436.785857616367;436.428499515819;436.526120494016;436.607191906911;436.642398425714;436.300226341305
2020-04-01;436.785712128851;436.428352889169;436.525979555401;436.607046713468;436.64225251129;436.300079237469
2020-04-02;436.785567753111;436.428208995944;436.525836639288;436.606905573745;436.642110616881;436.299938847102
2020-04-03;436.785400424481;436.428042157291;436.525657966212;436.606730402459;436.641935090105;436.299770246272
2020-04-04;436.785226932584;436.427868375281;436.52548578631;436.606553566886;436.641757727424;436.299593156471
2020-04-05;436.78506751323;436.427708445164;436.525327996956;436.606392481645;436.641594795264;436.299440648851
2020-04-06;436.784909928537;436.42755100757;436.525164961399;436.606231178597;436.641434301264;436.299283174483
2020-04-07;436.784744175721;436.427386662603;436.524999159018;436.606054077184;436.64125743536;436.299100035666
2020-04-08;436.784583238788;436.427226267711;436.524833818899;436.605883829282;436.641087258779;436.298968042614
2020-04-09;436.784417556328;436.427059650944;436.524678136198;436.605723323105;436.640924290087;436.298796830021
2020-04-10;436.784258258346;436.426900370986;436.524527843779;436.605566817499;436.64076688909;436.298645913849
2020-04-11;436.784115140415;436.426757228717;436.524375055284;436.60541657287;436.640616729026;436.298502454075
2020-04-12;436.783958520043;436.426600747271;436.524232513495;436.605267671148;436.64046797849;436.29834517072
2020-04-13;436.783818566533;436.426461651311;436.524078744157;436.605118363658;436.640318942637;436.298207805847
2020-04-14;436.783649671859;436.426293517185;436.523908758137;436.604939968512;436.640141121678;436.298049274243
2020-04-15;436.783481115976;436.426124405592;436.523757535508;436.604787128954;436.639988171794;436.297870324199
2020-04-16;436.783461416868;436.426100800168;436.523734109873;436.604747567293;436.6399307416;436.297866943037
2020-04-17;436.783629619595;436.426274244199;436.523921808782;436.604905286472;436.640084687351;436.298064478814
2020-04-18;436.783684449935;436.426337055691;436.523951919655;436.604921051018;436.640106333754;436.298110558053
2020-04-19;436.783684518155;436.426339089505;436.523961636767;436.60491762336;436.640101152574;436.298112403486
2020-04-20;436.783728967863;436.426385590081;436.523999784635;436.604947565925;436.64013091931;436.298187412101
2020-04-21;436.783765120646;436.426424174452;436.524034704837;436.604978217249;436.640162087829;436.298223201576
2020-04-22;436.783778540854;436.42644076716;436.524043065462;436.604989893701;436.640175426273;436.298241180285
2020-04-23;436.783767944728;436.4264315452;436.523992425578;436.604939337448;436.640127210032;436.298163479789
2020-04-24;436.783659628878;436.426324507016;436.523928034067;436.604864887516;436.640055220677;436.298104276225
2020-04-25;436.78360231711;436.426267837797;436.523867454979;436.604801718946;436.639991971871;436.298057116268
2020-04-26;436.783554550623;436.426219208112;436.523818764962;436.604754192354;436.639942381425;436.298007115726
2020-04-27;436.783516402328;436.426181931543;436.523789485871;436.604716286744;436.639903959319;436.297975089956
2020-04-28;436.783530971599;436.426195592633;436.523806585102;436.604725672833;436.639907255788;436.2979975587
2020-04-29;436.78359768027;436.426263911726;436.523873091245;436.604787202503;436.639968084506;436.298068375714
2020-04-30;436.783603033066;436.426270491988;436.523884310976;436.604791623135;436.639974413704;436.298075542741
2020-05-01;436.783508921915;436.426181284162;436.523792552253;436.604701291097;436.639901763482;436.297963623815
2020-05-02;436.783161734171;436.42582919487;436.523435591361;436.604392369846;436.639599047424;436.297607700158
2020-05-03;436.782944765771;436.425606320273;436.523215504197;436.604179824616;436.639381733888;436.297378506489
2020-05-04;436.782773173913;436.425430842529;436.523038021598;436.604016741189;436.639216938949;436.297201725279
2020-05-05;436.782653467405;436.425305031382;436.522913246189;436.603890212745;436.639081293663;436.297094089123
2020-05-06;436.782738666763;436.425388876285;436.522996715171;436.603969693689;436.639153392438;436.297179364695
2020-05-07;436.782665513418;436.425315458587;436.522933458192;436.603918096319;436.639108102593;436.297092765225
2020-05-08;436.782593193282;436.425242440438;436.522853634548;436.603845378895;436.639036661519;436.297016373909
2020-05-09;436.782525858;436.425173430968;436.522784349246;436.60378751966;436.638976725057;436.296945339653
2020-05-10;436.782479013416;436.425124839017;436.522721108333;436.603721740218;436.638909106868;436.29690053334
2020-05-11;436.782436297897;436.425079476478;436.522685787744;436.603697185767;436.638882134611;436.296869998998
2020-05-12;436.782371612381;436.425015392152;436.522642424308;436.603646231465;436.638831808401;436.296786989792
