"Date_CET";"T2.1";"T3.2";"T7.2";"T6.2";"T6.1";"T4.1"
2019-07-25;11.06128625;10.9376125;10.5272616666667;10.6048404347826;10.56635;10.8971004347826
2019-07-26;11.0848166666667;10.9596975;10.5417054545455;10.6212934782609;10.5894517391304;10.91800625
2019-07-27;11.1065458333333;10.9831425;10.5632170833333;10.64013625;10.61559375;10.9419095652174
2019-07-28;11.127287826087;11.0026630434783;10.5857804347826;10.6692970833333;10.648705;10.9659083333333
2019-07-29;11.1514445833333;11.0138583333333;10.6037663636364;10.7044141666667;10.6747791666667;10.9897295833333
2019-07-30;11.1753863636364;11.0317968181818;10.6175047826087;10.727415;10.6934679166667;11.0155695652174
2019-07-31;11.196815;11.0540183333333;10.6368343478261;10.7445359090909;10.7171913636364;11.03799875
2019-08-01;11.2208095833333;11.0742804166667;10.6454876190476;10.7645426086957;10.7170117391304;11.0616216666667
2019-08-02;11.2408658333333;11.11275375;10.6644166666667;10.7554026086957;10.7156456521739;11.0826065217391
2019-08-03;11.2556617391304;11.151787826087;10.6862660869565;10.7438345833333;10.7257141666667;11.1032008333333
2019-08-04;11.2707282608696;11.1876339130435;10.7065081818182;10.7353013636364;10.7429336363636;11.1239547826087
2019-08-05;11.287122173913;11.221022173913;10.7302328571429;10.7391825;10.7656558333333;11.1453295833333
2019-08-06;11.3030069565217;11.2481747826087;10.7546247826087;10.7546572727273;10.7890309090909;11.1658373913043
2019-08-07;11.31732875;11.2753145833333;10.7799881818182;10.7752381818182;10.8150777272727;11.1863173913043
2019-08-08;11.3369205263158;11.2916278947368;10.7993918181818;10.807539047619;10.8384519047619;11.2087105
2019-08-09;11.3601686363636;11.3124436363636;10.8184090909091;10.8291273913043;10.8601847826087;11.23299
2019-08-10;11.3799933333333;11.3360238095238;10.8411608695652;10.8468963636364;10.8882922727273;11.2551161904762
2019-08-11;11.4024876190476;11.3551633333333;10.8597755;10.8828213636364;10.915065;11.2775528571429
2019-08-12;11.4248757894737;11.3759963157895;10.88119;10.9021354545455;10.9361231818182;11.2979510526316
